11.106144	20.095988	9.642141	12.254311	14.742370	10.648537	11.206291	15.192066	12.018016	6.559799	13.123544	6.395392	14.779134	17.695093	4.704645	17.050032	15.156669	10.518111	19.528726	12.513276	11.529218	17.051775	7.266073	8.420517	10.118361	7.850054	10.539704	16.852239	12.125237	11.771056	16.056616	16.381509	6.961203	19.337778	17.284197	13.600082	17.268364	11.327123	12.909860	4.371487	11.996472	13.011830	11.987603	12.633667	14.196865	18.856159	13.573723	10.427307	9.643541	11.586539	12.652313	14.441636	14.411547	12.479104	5.666053	7.559281	8.925241	19.933237	5.226106	8.009593	16.585575	7.111071
18.062271	12.943430	15.337923	9.324970	7.028597	12.624712	14.636545	15.263744	16.582124	19.646673	7.423887	16.908058	17.506926	19.353597	4.901611	6.937572	12.808143	7.997943	16.112997	18.282859	4.127644	4.656224	8.330209	6.471272	15.787947	7.066406	5.540210	15.110243	10.395922	4.230462	16.291362	15.046632	16.666828	9.000147	9.182385	13.311113	10.128758	6.045254	14.351823	8.473021	7.369053	12.957960	12.488440	5.018899	13.536231	15.688861	15.864528	10.202473	9.830079	13.213906	15.306928	6.985459	10.937436	18.761037	7.663808	19.156654	10.785932	8.849746	15.722677	8.366081	8.486938	17.761809
15.312064	5.164258	19.714023	10.421484	7.899176	7.905305	5.132625	14.282097	12.456017	18.212307	5.837110	18.550886	11.730465	11.612994	10.584429	4.956383	15.155557	10.097043	15.185751	14.551054	18.818952	10.866713	14.573911	11.822311	13.137351	16.152196	8.197551	16.242644	18.247599	11.647378	8.858507	11.241366	19.577249	13.302590	17.077581	18.009385	12.081327	18.330787	19.810544	17.755723	5.242076	14.467562	5.396736	4.142471	8.380290	5.091648	19.701082	5.647361	20.120197	16.752255	16.774667	12.842928	16.546077	12.613501	8.875790	20.090369	14.151739	10.580399	4.620082	19.608219	18.572436	16.080924
18.360400	6.813655	10.514776	20.112765	7.721165	15.479595	18.365200	11.352287	16.295085	10.049488	7.880400	5.204952	12.172847	8.168690	4.664852	12.000639	12.684232	19.359391	18.662892	19.232983	8.398249	6.775181	6.272813	18.164759	16.168044	8.923898	14.050363	6.469191	9.186958	15.456918	15.930171	8.106447	5.046083	19.285898	17.011625	5.033852	17.889765	7.044949	18.171233	14.655867	10.005016	10.363751	19.986972	5.265689	8.105071	13.799182	10.935170	6.353971	15.500027	14.447775	16.177939	8.968621	6.148331	13.910836	9.521341	11.116518	11.083435	12.913935	10.242355	17.468519	8.916902	11.073894
20.213863	11.382250	16.524448	19.146551	19.179757	15.733851	12.138464	13.117071	16.786113	10.232308	15.745338	16.986759	14.797331	14.926767	5.895854	19.847084	15.514506	11.511276	5.225648	4.306584	15.815298	9.693375	17.593857	8.779605	9.341556	16.955417	8.382609	13.801973	10.917495	14.919411	18.569351	13.467962	13.979724	18.165331	17.581317	15.408460	8.229364	5.264045	10.760136	13.674744	16.740196	6.193013	6.562885	14.392902	17.556218	8.491219	8.445012	15.912908	20.005834	7.578677	5.783825	8.627556	4.064425	15.790892	6.717996	9.059131	16.735001	6.182611	9.769241	6.220031	17.081785	12.425584
10.823600	6.003702	6.156105	19.981191	12.378235	13.473677	14.721711	5.697059	15.447235	20.128355	7.525190	15.951489	11.734560	15.767320	17.934039	6.204743	8.700225	4.465585	19.567289	8.365594	6.394797	14.947388	14.364395	10.343051	19.794383	8.857277	11.398973	17.306896	7.084653	5.139629	11.299886	12.819314	15.211527	13.362223	12.106770	15.823581	8.420381	16.647526	12.770009	10.523880	8.232491	16.811980	17.641517	14.354978	5.145319	15.081095	8.013789	18.883109	7.571660	5.810447	18.975661	8.282740	8.240629	11.208358	18.402999	15.931487	8.791965	9.929008	11.126772	13.951820	12.331286	8.617996
16.440563	16.758253	13.421790	9.237172	14.270056	10.907629	17.634167	15.905425	7.731880	6.985601	9.128796	19.765753	5.962773	15.874856	10.576550	17.720182	11.129763	10.895312	12.920174	10.743359	18.743897	15.184331	11.739192	6.851669	17.992217	15.973202	15.964703	11.365176	4.803536	12.983765	6.044632	8.647706	11.261319	14.642150	8.290153	13.518459	10.090502	16.557368	15.636488	19.460796	18.283133	14.253065	13.143495	17.896870	9.773080	16.266875	8.158392	10.347801	11.655776	18.135205	17.541690	13.602904	19.281616	15.802576	11.426545	16.795136	17.519645	8.377451	5.378704	12.046477	6.864469	14.495749
19.577702	7.556270	16.528729	5.511167	20.161925	12.280353	18.994414	18.775300	10.432930	7.077929	7.123213	10.979614	19.170938	8.874410	9.829652	5.714029	20.164499	8.999534	9.484083	18.081095	11.852863	10.395579	6.002652	5.508651	13.672951	11.614589	16.459290	8.364598	8.541672	4.541120	11.698135	17.047001	7.253496	16.776471	16.753021	19.070862	10.726462	12.974335	15.469472	9.227297	6.942823	9.133854	19.797122	4.383457	6.004123	17.400040	6.019329	6.110091	13.173258	16.667600	17.039697	5.094132	17.222730	4.959064	5.995920	13.238821	6.343757	15.183158	13.218904	13.848164	15.410939	7.761005
11.723939	15.161872	6.763730	9.036869	11.926139	19.620224	15.344846	12.630628	11.107727	12.602631	12.917346	16.247413	17.786474	4.458764	15.874797	19.867164	16.459315	5.941845	8.362142	17.447047	18.893227	11.313717	7.609163	18.612842	13.567148	6.616522	11.777022	17.529435	6.281959	15.496905	20.181545	10.212536	6.515784	9.913467	4.378482	8.311021	10.332673	6.572291	17.521179	19.075455	15.680007	6.711398	9.071356	4.077756	4.476266	13.968301	13.379853	19.080342	7.511605	9.114632	6.740830	9.688544	8.634216	16.162443	17.945213	7.992777	16.939238	8.874281	19.514986	14.687369	19.188523	10.086379
15.298435	17.380928	12.729659	16.024362	8.001653	11.338047	13.329450	5.113767	7.431494	18.397421	4.262328	20.073258	14.473503	14.579018	13.101053	10.985948	7.431661	11.325194	8.835146	5.370875	12.641861	17.781064	9.301767	10.487338	7.501332	5.262478	11.963592	5.792142	10.546672	14.810336	18.936931	9.720480	18.891189	16.916687	4.727373	16.331275	16.747324	4.383938	18.565687	7.095188	9.590506	13.960468	19.315048	4.411796	13.615180	16.399535	9.304113	19.485068	6.430618	16.314373	9.240722	10.828253	12.199281	20.102794	7.544673	10.483047	7.395129	18.178521	14.056287	18.174392	10.649562	12.226182
