17.684888	10.744650	13.890488	25.778029	11.365547	9.121710	17.240275	21.504763	8.827785	15.187760	22.045917	18.239448	7.805909	23.297221	9.873086	11.945389	22.385966	15.170190	22.153956	25.322632	16.170041	21.063788
24.058741	15.913679	20.216298	25.581032	12.105561	24.995768	16.218486	16.983819	13.607750	5.397209	12.800632	12.933259	12.960709	21.504702	22.749420	18.616014	13.348989	18.957881	22.264978	23.866331	21.899681	25.749663
15.360470	17.942437	13.072363	22.344444	17.002964	24.922017	24.680574	20.771867	22.991738	12.072675	11.145065	15.083519	9.777902	7.243827	16.164123	21.870501	11.068933	23.665640	8.349747	12.363901	9.915790	20.508157
18.455977	22.462210	5.666228	25.046655	24.531258	7.190430	5.681346	5.921985	5.334596	17.692863	14.486910	23.737912	21.005243	12.122663	9.203367	5.490806	5.508332	10.420546	19.594734	8.526378	11.489743	15.332894
22.772364	12.767205	5.952355	18.559751	21.552240	23.428021	25.675463	14.285106	16.678321	21.824862	19.921963	17.451968	6.730187	10.063901	11.217380	6.849873	21.283078	21.272416	23.591050	21.262115	9.154640	6.134474
17.933271	8.967721	5.559831	6.152429	25.667350	21.030109	19.044089	9.996389	14.879215	10.671001	13.545196	20.811247	10.403015	14.252014	23.284352	12.960049	13.866612	8.003781	23.957648	20.671250	22.931178	13.006213
15.230492	25.797380	13.795085	11.197237	5.671715	5.760229	14.415294	10.277226	9.597264	19.884781	8.302919	25.250089	19.642969	17.423796	8.095067	8.333049	14.011172	23.258087	24.431204	15.159497	23.627797	20.179065
7.192493	12.190069	21.040690	21.113121	13.596565	22.419745	22.101421	18.051537	24.750873	18.995180	24.229997	22.795656	21.649493	23.380720	15.721220	19.052580	5.319800	19.122642	16.660910	11.323152	15.409872	15.442489
5.941724	21.661868	10.177662	20.505380	10.437001	9.465718	24.455236	13.668481	7.010930	20.659466	23.502182	11.611880	21.890562	21.513423	19.395634	9.802714	23.060063	15.610199	10.997474	16.990001	24.377658	8.138207
15.523862	20.266263	9.101442	11.038658	6.698463	6.352530	9.542734	11.083213	18.823292	22.502137	26.410905	18.203283	9.604023	8.734756	23.577902	25.071674	13.265064	7.693524	9.078705	12.771895	7.859882	22.401998
16.373129	22.234893	25.155031	18.017797	14.952831	14.076941	25.451540	6.064036	13.200316	11.738447	22.360416	6.359269	24.926442	5.554201	11.477458	14.550419	5.882671	10.581571	11.987734	5.809316	18.615939	15.072838
22.291752	12.314823	12.495673	24.797229	21.891847	19.423446	21.380741	14.391764	13.515361	20.387812	25.568322	6.165470	10.872367	7.994985	8.620936	17.250791	22.758499	11.118600	11.325063	5.605122	6.193690	24.473753
7.834573	21.618888	16.683299	8.175120	12.338582	25.229128	14.332262	14.623945	11.203233	12.902205	20.723511	17.433639	23.550371	9.118113	23.707559	19.998845	9.859371	16.889583	8.207436	19.308674	14.502211	23.770603
18.152375	10.624387	16.082140	13.522302	20.314063	25.077591	16.216738	16.989037	9.569121	17.486307	11.936152	15.270833	11.656988	22.809297	12.005288	21.026684	25.981330	12.856899	18.472232	22.743870	15.875496	8.523315
13.833212	7.603967	9.639415	20.435129	8.915265	24.385346	18.927962	19.903384	20.185876	22.389518	10.128418	21.316060	10.077164	18.428199	5.485468	7.808668	14.110018	25.812542	19.616282	24.040360	22.929585	21.901838
13.539706	24.281268	15.515779	22.980804	13.866968	15.052576	20.471176	15.875735	8.432463	19.933940	15.854186	9.787932	23.198401	5.289903	24.082563	21.069418	14.318080	25.501257	19.254827	7.312302	8.392114	7.359682
5.714736	17.634537	18.375247	16.951371	6.823925	19.580276	24.846459	14.477069	21.346686	19.844087	5.594109	12.590961	18.583430	9.425065	11.387141	20.140939	9.412047	20.481547	16.372211	10.448743	12.734190	13.439163
8.661302	18.876832	6.703811	16.922582	11.410721	14.978085	16.520112	10.106367	23.092827	10.291503	20.198508	17.000077	18.022035	6.857729	16.174511	21.507127	17.739746	10.126196	15.495357	15.295609	15.093257	16.501887
14.018979	20.308412	10.069195	10.878973	13.749402	26.309399	16.748708	7.823475	13.608081	20.425676	8.222447	23.620763	19.816717	18.437966	20.926944	13.818830	21.919260	25.959566	24.226112	21.973709	24.199810	17.663309
13.611489	7.591735	7.764665	12.102431	15.247334	8.371236	15.895592	10.733322	7.373946	10.553565	15.460666	20.604421	11.843293	17.013203	12.185383	21.169927	26.140442	11.633641	10.848348	26.080620	16.530202	21.667205
6.196204	10.141096	15.564752	24.365232	13.094087	15.152920	26.114781	20.743632	18.931873	8.814770	5.851116	12.309451	23.276001	13.238303	11.142654	14.098114	19.173986	9.988025	17.227198	18.511055	13.189720	23.658922
23.296500	18.610913	18.053348	24.429957	23.189264	17.980544	23.186032	5.581060	18.074120	18.481936	6.972805	19.902935	10.407615	9.070007	25.089326	12.955674	12.341193	8.572063	6.970031	6.799043	14.828534	9.526306
