0.000000	5.716255	8.300937	4.871914	8.599117	3.902916	7.862356	9.142783	2.798225	2.699696	8.120503	5.273375	6.092203	4.876373	6.367691	9.271224	3.379206	9.106535	2.332966	2.374346	10.063419	10.129817	3.667655	8.120648	3.151787	7.887684	5.267428	5.811172	7.074475	9.051202	8.811007	8.922996	9.752051	9.287551	3.898805	8.754237	6.196067	3.635768	4.467119	6.488061	5.101657	3.189722
10.769788	0.000000	4.320012	9.349823	10.730720	6.866267	3.267655	4.032590	10.755200	3.509113	8.248060	8.155985	9.192845	2.853142	6.985702	2.967877	6.791557	4.821869	6.431252	8.001972	10.751143	9.214453	3.063045	8.301271	8.163878	10.153660	9.046494	7.343468	5.973726	8.894150	5.433607	3.060782	9.513468	8.357704	3.349702	4.066884	8.897370	6.261152	5.326300	9.070377	5.262542	4.788817
3.985149	3.234577	0.000000	10.589646	6.066168	8.947638	7.248954	2.416610	2.259952	10.269302	2.803294	10.649547	8.443975	3.707982	5.300452	8.988441	8.706727	7.797254	6.731212	8.779932	2.717798	7.183477	6.476579	2.756587	8.100181	6.749588	7.471511	5.030657	5.652109	9.014330	8.316568	7.621745	3.798862	2.383015	9.186241	2.348458	7.962728	8.321193	2.913541	10.031959	3.922613	9.877045
5.755081	10.537996	6.803698	0.000000	6.876587	7.606120	2.525023	7.570619	10.621777	7.073189	4.921026	7.072871	8.177556	5.705156	2.615540	7.563580	3.568848	4.365707	10.390920	7.541882	9.883527	6.382949	4.217281	2.866082	6.398378	7.105707	5.565780	5.069126	6.743416	8.339397	7.328884	5.715396	9.834072	4.979397	5.103895	2.589322	8.890004	10.750498	2.863667	9.486594	6.297631	8.768001
3.607656	2.470121	7.629366	5.826993	0.000000	5.973467	4.632342	3.037730	5.402753	9.811577	2.529248	3.198169	5.383035	10.171957	6.210604	6.567091	2.915292	3.480329	10.403401	8.298398	4.879806	6.709429	2.922287	7.292880	7.977150	8.716597	6.000030	10.113731	9.810769	2.964401	4.470769	4.964375	10.421453	5.248109	7.470619	6.471731	8.307901	7.849824	4.601105	6.017394	6.313308	4.706653
4.061588	3.231873	8.025609	2.986634	2.670311	0.000000	10.237615	10.648473	7.338212	8.734017	4.471014	9.121098	9.989903	6.637370	9.755697	3.033350	6.080119	4.941450	9.623611	4.584391	6.395328	4.343490	5.644165	5.903475	6.820223	8.833204	3.465478	8.523282	5.829866	5.930153	9.573251	3.459334	8.266697	5.925860	10.248127	7.836231	8.475422	8.630567	4.574366	10.562995	4.059120	7.364392
3.113391	5.655950	5.208154	4.476100	6.407441	3.045154	0.000000	2.215663	10.287422	3.287948	3.334415	9.509949	2.336215	3.920047	5.104916	9.129415	4.191969	4.655612	3.333345	8.880464	6.120153	10.465870	10.019179	5.740386	6.095615	6.653956	7.945857	8.893822	6.689811	9.344967	7.014129	2.882729	7.718484	10.429865	8.304123	6.373900	6.101197	4.889423	8.159252	7.964761	8.506477	10.045070
6.538565	4.131621	6.781758	3.468089	7.513295	7.510797	3.469816	0.000000	6.554677	8.227163	4.092116	10.586742	6.736494	3.073035	3.840262	7.314347	8.634099	2.951435	5.357610	10.359550	7.745508	3.113241	4.045884	9.388469	9.019145	5.179959	6.526102	8.899268	6.786515	7.265347	3.894162	7.079482	3.664161	6.025007	10.100886	9.215581	5.782072	5.057152	9.428596	7.834168	5.277145	7.617330
2.870461	3.221922	6.823766	6.376348	3.417625	6.223207	8.505192	6.168367	0.000000	10.482534	7.541551	8.922297	3.373336	3.555118	4.408201	10.527271	6.936226	5.074205	6.334040	2.203132	9.946729	3.823485	7.365777	5.154827	8.948764	10.437013	5.137710	6.968933	9.974416	6.929009	2.713135	6.229714	6.436406	8.321055	8.475710	3.132913	3.926413	8.580519	8.783523	7.462913	7.195925	6.632349
4.880005	7.442379	4.163457	8.674520	7.210776	3.747954	9.792230	5.526034	9.675215	0.000000	8.087494	6.253819	9.880955	10.445396	3.944824	6.171670	5.945153	10.192034	4.389055	8.916128	6.129348	9.901592	8.821944	6.937438	10.740492	2.359400	7.413924	9.067066	2.587350	3.796303	7.319694	4.791131	2.960283	8.741629	5.680358	8.295478	10.008748	4.973497	8.002202	7.704277	6.841996	8.222932
8.269020	6.076562	6.894692	3.555757	4.374537	6.970179	8.048983	7.678602	2.384397	8.144203	0.000000	7.079057	7.185248	3.169077	8.391095	2.606979	3.804483	3.930280	2.342566	8.511029	8.067668	2.903734	3.457862	7.034543	8.652271	9.762929	7.501392	8.329040	9.753960	2.508128	7.485968	7.545239	5.776909	10.604907	4.512349	6.625689	4.007581	10.319987	3.160911	8.615059	8.187784	7.383809
2.437478	4.909173	2.694620	10.410614	3.342398	3.337763	4.322455	6.338710	6.934512	4.108296	5.246018	0.000000	3.998472	3.595688	9.760386	3.784169	8.571886	8.261887	9.026282	7.118814	2.791378	3.301074	3.032454	10.060891	3.888760	6.771327	5.285382	6.467784	4.979285	5.170078	4.309504	9.223007	5.346314	8.360243	3.178251	6.614944	10.329725	9.408267	6.469538	4.648439	2.355443	10.158899
2.620701	8.353758	3.006182	8.903245	3.294258	3.544368	9.134519	3.313514	6.264232	7.083825	8.597473	4.305397	0.000000	3.381506	3.098405	8.380788	8.487708	7.671123	8.995303	5.171673	10.106881	9.413238	6.567847	6.109673	8.004336	9.982882	8.525120	7.912920	4.670680	3.740604	8.781398	7.899351	7.148270	4.739367	3.026942	7.479439	9.589980	7.687201	3.158091	7.477170	10.439882	10.563747
8.300095	3.378716	8.158718	5.579407	3.171820	5.738096	8.615947	9.635518	9.110256	7.215135	2.928085	8.414969	7.421182	0.000000	8.721682	4.859221	6.866366	5.287142	5.522693	6.446251	7.813841	6.956095	3.165217	8.050829	8.417156	9.728913	8.885784	8.445013	2.473791	4.504734	8.866611	9.650121	10.145202	9.201171	6.199502	8.609362	10.646813	5.150939	10.299164	9.955243	6.701174	5.526543
9.261607	9.408000	4.883447	5.330127	9.570345	6.669683	9.920290	8.925214	3.708088	3.941823	4.172702	3.989149	7.806536	4.200555	0.000000	9.155955	3.043277	6.709479	8.171205	4.343030	4.990545	6.094990	5.016453	6.503186	8.724605	2.605107	9.345684	5.858371	3.715468	6.206240	5.771166	2.182678	10.308760	8.151960	3.176720	10.666291	4.443761	2.779627	2.384525	2.572983	2.234108	7.629189
4.606014	5.790018	9.187549	5.016313	4.355296	3.821549	4.401348	6.021731	5.253098	2.166886	8.146358	2.872221	9.573223	8.570881	8.143200	0.000000	7.992287	2.577537	3.341924	9.961236	5.887388	3.928889	9.966950	8.807756	10.131929	3.012261	9.516068	3.557535	4.000494	8.570072	8.452910	7.180200	3.457461	8.390066	6.925632	8.358605	6.993659	10.000384	3.914158	2.467803	6.910787	9.397295
5.606630	8.472863	7.305766	7.550968	5.573717	5.702400	6.269428	5.329400	10.574292	4.134803	8.301527	3.044123	9.346042	3.744372	5.276104	4.063020	0.000000	9.668905	4.521359	3.648703	6.200829	5.360180	3.133697	4.975114	6.506977	2.815117	9.258896	4.643910	10.000998	7.582049	6.031922	7.101257	6.032556	7.487727	5.558686	6.068043	8.207826	6.852883	3.968639	4.127302	5.786985	6.068241
