0.000000	36.014206	36.362305	23.328174	34.415609	35.923032	34.130367	35.142046	33.267515	30.197903	28.325469	34.021114	31.465201	31.770079	29.690111	33.434383	30.147888	31.743558	36.574983	33.870426	23.797638	31.756328	24.548862	33.407732	21.429748	32.289979	35.354427	26.592435	25.416442	30.748805	35.303647	22.588759	36.310582	33.792818	34.577408	29.583790	35.900091	13.574879	30.081114	33.767025	34.905002	23.819626	31.922751	35.181457	30.188028	10.573739	24.627472	30.847674	25.460928	19.229703	31.148464	22.612613	35.934084	29.513438	35.394850	36.280893	15.485379	14.080604	9.112235	29.442230	33.728199	34.769031	27.418364	33.002788	22.702125	31.157682	29.090052	34.374966	22.763156	20.601267	31.911012	34.078948	32.585214	23.767815	22.300363	35.248441	36.565714	32.371206	32.093503	16.489949	23.277717	21.303068	28.067584	33.291693	32.572767	24.350353	33.547855	36.370300	34.480027	30.991249	29.381227	33.256912	36.525508	31.407221	24.814515	33.065777	30.145937	35.312120	33.709063	36.277755	30.940809	34.982979	27.204197	15.947910	30.256333	30.756232	15.644343	23.211149	29.689056	34.298118	16.644614	36.016486	32.841618	36.218827	34.086245	32.914927	36.533417	32.163085	34.160089	36.650718	20.449106	34.431122	25.330692	30.334095	26.877420	27.701795	36.223133	35.501036	31.615838	24.742147	32.965767	20.866532	36.213465	30.295180	35.172670	31.555872	26.510607	33.952578	36.480631	27.446232	29.793960	25.371792	35.197796	29.275836	34.138322	30.120052	29.876400	35.714933	25.418934	23.154548	28.235110	25.673375
35.121144	0.000000	34.973166	28.975988	21.287254	29.599870	35.808130	30.402480	29.629019	25.335945	26.456974	34.747944	20.372504	26.907420	36.193586	34.645672	32.107477	36.295446	19.047967	33.475378	35.407117	25.079567	32.422991	34.230220	35.775835	27.069948	29.514024	33.467052	30.675476	18.444106	35.626090	36.207861	28.035177	33.673632	14.575840	35.807231	28.606717	36.435375	35.454311	35.158196	30.112225	29.528416	19.483753	35.548099	35.515864	32.070373	35.737878	34.636184	26.968831	21.129451	18.930622	30.824605	35.475059	25.164753	31.070189	29.931226	31.212748	28.339583	26.321532	14.063745	22.869574	29.521832	33.481098	33.705107	19.520263	31.675650	35.441150	35.968153	36.401201	31.432233	12.072340	32.036876	36.741049	24.870323	28.423458	30.068353	31.803692	13.387133	36.724136	24.634669	17.134866	30.629083	30.477075	31.991390	23.232666	33.457329	36.581393	31.367006	16.876468	15.987478	20.521539	30.206855	34.510915	35.473878	27.775911	23.255118	30.682568	21.892956	33.349368	21.776808	36.245384	28.434498	35.769129	33.908444	31.041481	35.901578	30.981378	28.344754	16.480268	36.386682	8.205158	36.464794	35.910156	21.701441	35.651355	36.243226	32.241146	17.103544	28.077753	30.322994	36.556968	24.840643	36.689044	33.155793	29.322859	35.344676	21.110958	26.234908	27.957825	36.233026	29.717275	35.877672	28.758172	22.803578	23.482219	33.489211	36.117979	32.328432	21.722632	15.566246	32.621572	16.682698	30.551739	25.440180	27.993636	26.130417	31.131832	31.940141	33.482281	35.483360	32.278616	21.942620
30.771755	35.549647	0.000000	27.919246	33.449838	18.624282	32.659762	36.764651	33.455981	31.409472	27.853517	15.388278	36.394624	32.515195	28.033957	27.341714	35.367761	35.548107	32.889006	29.216895	32.854675	35.107540	35.684559	32.527113	29.837334	10.151560	30.187294	23.512156	25.304508	33.958977	21.703168	29.529833	30.796116	23.624978	34.800097	36.671840	33.118218	35.553533	36.308156	35.119368	20.234711	18.677085	32.256352	22.448638	34.781185	26.472528	15.535942	22.223044	33.240790	25.593527	35.940421	17.543059	31.551199	35.019687	27.012863	23.289435	35.260528	34.304267	20.493315	34.102655	34.169394	25.736644	29.213400	35.444225	35.912026	25.001538	36.236979	16.629667	22.581071	23.481792	33.763048	27.044339	36.376663	35.080784	34.773580	34.053790	33.820622	33.208870	29.467191	35.398611	34.857561	26.917021	33.262703	34.071242	32.907972	34.893414	21.930831	30.938662	33.383547	30.932292	35.194611	29.234234	12.501724	30.191731	30.422680	36.334150	31.752922	25.951579	13.916540	30.244293	36.614569	33.617108	26.423118	36.270616	33.008519	26.408447	33.371967	31.335899	29.341729	36.672846	36.361111	33.324854	35.757546	24.614695	18.072275	16.921542	30.016073	35.202869	23.628384	34.533347	14.504126	35.263514	21.664409	26.044509	33.820390	31.399707	35.271286	23.470776	29.400182	25.367909	22.866315	36.560866	33.701500	36.715348	36.669903	34.303168	34.130192	23.179654	26.541578	32.376788	36.551741	35.499709	14.125425	32.499157	31.021091	29.691221	33.631870	23.633951	36.701271	30.022744	13.847998	23.960300
28.618012	35.988246	34.405500	0.000000	35.236551	21.150174	24.155651	32.836840	29.986975	18.754809	14.964977	19.042031	36.738578	35.725415	35.861044	21.364756	19.492650	28.092543	25.511835	20.701194	36.620239	34.952835	33.468625	36.322538	36.388903	36.187550	35.088542	32.687709	20.260687	23.433301	21.414331	33.853821	33.334224	30.620222	32.722402	29.907611	34.725388	14.873794	34.314312	36.287132	30.118916	28.568850	25.257091	32.705634	36.568171	30.692150	30.070305	33.492939	35.398524	35.838077	27.905496	36.732419	36.331193	21.061308	14.439638	32.947467	25.262453	26.086429	21.511974	36.233731	28.205434	25.657914	34.691405	30.396567	32.129190	36.010603	28.684146	14.870275	21.013348	23.688092	20.483488	35.888088	33.422713	34.916066	35.423282	36.725622	19.488769	33.652415	20.207784	34.847283	34.029848	24.866447	30.040841	36.400095	28.201664	34.060331	25.198079	31.183749	27.397272	34.621760	31.634721	25.932067	28.418159	35.288565	29.927060	34.440913	35.797008	17.651564	17.664607	29.088995	32.464342	36.124211	21.901009	29.141057	34.421115	28.856000	31.396384	24.937727	34.724866	34.369539	30.878657	36.555117	17.609317	10.782673	29.030741	34.899024	30.172495	25.251691	34.379049	24.909468	36.537127	30.815172	35.935525	36.616216	36.288180	18.964611	33.967047	24.639952	10.780985	36.225381	35.854009	36.679174	36.540223	35.912453	36.687410	17.194802	28.705057	35.624153	23.644307	23.082148	34.288167	36.180801	36.660015	17.298614	31.142319	31.924299	23.084923	13.409214	34.876123	34.401385	23.525190	19.556785
33.763788	17.104603	34.575088	18.254994	0.000000	23.637569	26.128277	36.462041	36.281772	21.551227	32.989711	32.892603	35.525469	36.378497	36.587569	27.178034	28.773898	18.928661	28.001789	18.523416	23.554824	28.695244	34.586348	32.578325	20.769458	36.480482	33.160701	28.750879	30.031982	32.239004	34.163855	36.769233	26.722726	35.117041	26.908541	13.240806	24.213435	34.337564	35.242074	33.198757	33.645018	16.518389	29.040646	35.831635	33.564369	36.648037	35.468437	21.216100	31.793729	30.256575	31.999180	35.261196	29.330302	34.669251	36.554536	26.709506	33.255290	27.547043	33.988246	32.394703	29.498119	22.414833	24.145434	35.612009	28.028537	33.401486	18.919664	34.149233	19.548695	35.057483	35.732008	28.607204	24.165756	25.912337	25.757700	34.676949	30.077130	29.831597	36.640650	12.407028	36.537310	30.174013	36.326692	23.356874	34.332313	29.474950	33.423842	33.569310	34.490681	34.673482	36.610810	33.769528	35.136704	35.453335	33.584408	24.529406	34.984651	26.010707	35.734328	33.615289	32.649991	31.493398	34.739269	32.377206	17.621878	32.106505	26.527113	33.233468	20.352712	32.399611	36.547539	30.003839	27.263790	18.874865	10.199383	34.487401	31.375793	27.663814	35.975515	26.119626	36.751712	34.130845	36.599067	19.015110	34.097011	29.580980	23.320861	12.963575	23.273201	19.360344	30.294926	25.453604	33.904497	33.447022	32.281732	33.521983	34.743682	25.130019	36.624722	29.331149	16.603745	11.456497	35.586460	27.801767	30.110845	20.164528	31.690360	36.751172	36.232877	31.657483	12.616564	11.057556
36.269841	29.496510	31.791343	26.584814	28.073328	0.000000	34.128195	21.405839	23.586886	19.646370	32.670245	30.140795	35.326493	24.490927	27.746348	30.462919	34.361736	27.140748	24.774492	25.953438	28.730781	33.451398	22.554771	11.677537	29.947570	29.650835	32.536181	35.686235	31.201419	15.790984	19.353579	34.529017	10.592779	27.869753	28.993093	35.709514	35.684909	12.959945	31.786637	33.843992	34.484453	36.243000	32.978939	33.630684	36.431860	34.765664	33.733135	31.600102	35.251303	17.359173	36.442801	34.589248	14.410368	32.854187	30.390201	35.805236	35.290799	13.472143	25.598256	33.502724	21.778119	36.664170	20.638757	23.593851	27.836196	36.718552	28.220579	19.911950	26.725199	18.172557	29.772834	30.182131	22.000600	28.135815	26.887840	31.752127	35.911428	15.688000	12.560612	18.924369	12.660269	35.822547	34.083142	28.641210	29.162163	36.712388	19.521684	26.847488	23.923203	26.450910	24.264118	32.965069	29.814044	36.712785	22.629977	34.541738	35.979842	35.128526	34.874995	21.409012	35.964988	35.764143	14.049034	11.916907	29.697543	26.882669	36.351506	34.567611	29.715987	26.835013	33.392996	28.200855	33.604223	22.478637	28.039414	29.289537	32.007797	27.428381	36.586863	28.555020	19.405981	29.066493	29.897312	16.064085	33.523816	36.332925	24.121051	36.135539	32.795739	28.634726	28.570323	34.521381	18.371950	27.667105	11.877115	36.571985	16.647156	29.890450	36.683211	34.305947	34.018462	25.452125	33.132937	22.129661	29.907241	32.504584	30.537785	27.086577	23.625859	35.320383	29.804794	12.994112
35.273744	27.511038	29.324367	34.445674	17.712285	32.560111	0.000000	32.740159	30.285579	36.173869	30.001331	36.035502	36.598627	30.680683	30.425272	36.589116	30.345988	34.909457	29.714422	26.731067	29.022472	34.644740	27.448767	26.903714	33.920363	27.812088	21.986990	26.743759	36.653009	16.129206	27.188059	33.827262	20.184887	21.446584	31.507095	35.347155	11.033567	30.816442	36.490106	34.276065	36.142012	30.076929	19.235884	21.491967	24.841412	32.553373	13.133267	18.344311	21.729719	31.770455	20.502717	33.664107	20.639570	34.772141	26.255276	35.973113	23.625674	30.131931	11.607943	25.950205	31.846350	29.679199	26.791739	36.015084	36.080641	28.801183	23.939096	36.115773	32.711371	34.994457	28.872913	33.867803	35.472502	15.445059	18.096065	35.313246	25.003180	35.063593	31.311408	32.958982	21.137675	33.855519	8.858221	35.795378	35.483236	33.392503	33.398275	28.855938	34.473441	36.175810	36.235761	23.380480	25.129005	36.501134	35.520173	17.808289	20.019831	35.565168	25.028536	28.998271	30.740888	33.274003	36.219709	29.213509	28.844623	32.522206	29.459816	24.257529	35.350195	28.988665	23.903224	36.027202	35.597750	33.645990	29.381557	36.759204	29.819711	34.201871	35.536656	35.256908	15.601982	25.178675	28.830503	36.127916	17.447499	33.952046	31.476530	36.577293	29.670710	27.111933	15.916809	33.210483	36.565524	28.838669	36.376542	31.949406	25.280783	34.387541	36.290137	35.431122	34.309609	29.525491	23.794519	30.900153	26.365621	17.123884	34.061160	29.067575	18.043839	35.426543	32.280521	33.507981
25.842006	36.341518	35.955301	26.005920	30.697401	30.612820	36.151348	0.000000	19.775194	23.380314	17.692739	36.765184	36.730621	23.316538	33.800357	33.183400	26.644975	32.661674	36.136518	27.368204	22.698232	30.533041	35.777325	23.226245	35.226260	25.427473	31.069077	36.664289	26.829223	30.482332	17.290457	36.672059	36.414063	27.251723	19.298389	28.875395	33.757797	30.323187	35.003481	28.280688	28.152485	36.675516	32.720715	33.964290	16.444837	34.542128	23.570584	27.463699	17.624879	21.205034	24.694248	33.960712	33.091400	31.261265	31.755363	28.155593	36.220904	31.424527	35.299228	29.974512	30.922224	31.838745	34.607945	34.809586	27.907755	30.000363	28.289181	30.538255	29.979454	35.797096	35.072512	30.705542	29.423704	35.217153	35.722819	23.820041	11.563428	34.343365	24.216515	20.316675	33.408957	31.116194	36.580366	30.056289	33.236516	19.936790	27.356455	18.295045	32.211584	28.780360	34.569897	23.315855	28.126596	36.361981	31.701847	34.089248	12.858222	24.893132	23.389393	29.494860	35.784137	36.572584	34.326115	27.301952	34.458459	27.964520	31.869204	35.716587	27.080814	23.023045	23.238942	28.352449	35.115418	24.701244	25.883354	25.687378	35.990523	34.217953	19.996799	27.988162	36.160781	22.093068	13.020523	30.834872	32.859463	36.297149	33.795954	22.170229	35.604180	33.470032	28.556484	32.755165	30.254309	35.279097	16.642960	24.060211	36.737010	26.238649	35.348371	29.351392	34.202235	32.864965	31.293254	35.391276	36.335086	36.386019	18.930277	24.996673	34.433640	33.681190	35.851831	32.238420
22.020717	29.769002	30.312765	31.219102	24.710315	36.009060	22.796666	32.461929	0.000000	33.757625	28.416953	36.169994	19.648016	35.713225	31.121017	26.863958	20.547750	33.152392	26.401443	30.549430	24.449769	14.045062	31.160534	25.671211	24.076610	32.325394	27.187601	35.942951	28.863991	31.370004	20.029929	35.067943	25.799486	20.663321	15.452733	33.612197	35.450061	21.161978	28.728187	33.759197	34.338092	28.545458	34.982479	35.694758	32.565678	35.740124	36.449667	35.696516	32.851991	31.191560	33.973627	22.376878	36.543616	33.000561	26.371714	22.206931	35.929706	34.412392	35.664015	36.208920	29.293205	24.588222	30.677747	34.873674	29.278196	32.506502	36.259954	28.581194	31.781022	32.677665	32.547138	29.303747	27.711926	17.665443	34.170445	15.467219	31.220635	27.731338	18.484830	27.539018	33.955806	30.145154	30.098897	33.905922	36.146424	35.642623	34.829929	32.553866	28.219702	28.308746	32.642150	20.012046	36.449080	26.394798	34.556693	15.238689	23.162634	11.352898	35.810803	26.975937	28.223923	35.969183	32.810297	20.831790	34.792813	15.848039	28.552323	30.967540	36.350477	32.136638	22.686788	35.439849	25.893895	34.355616	33.022286	11.617093	27.431319	36.530036	36.274630	19.522439	33.320998	27.383249	30.483508	36.111075	32.603723	28.177523	26.924868	23.156335	34.024386	29.124629	27.657519	35.471153	25.405335	22.985657	30.761362	19.493779	18.140980	21.705494	36.724803	29.666536	35.219741	36.319504	24.294098	26.741178	30.461411	32.930513	36.480134	29.921187	22.506154	35.166343	21.160642	36.236107
27.526019	19.386576	33.112262	36.029078	27.723727	36.009436	32.130826	36.430650	33.683479	0.000000	24.663984	34.085091	34.719459	31.857170	34.694481	32.919859	34.945131	23.597936	26.761579	34.819988	14.603380	31.079560	36.486354	29.459134	34.537912	35.995272	31.402259	32.498722	16.874343	33.789456	32.264713	35.911360	35.706348	21.066818	26.985272	28.080219	34.665707	21.361830	32.845508	17.791926	16.326456	35.661688	27.021431	28.099667	24.732443	36.518141	36.217402	27.207456	13.819883	31.348905	36.085503	25.991674	30.176124	29.991744	32.746826	29.132800	33.940634	28.612772	34.971263	20.102819	28.937698	34.189226	31.853295	21.066299	32.583007	32.940574	28.593706	26.128197	26.513172	29.621856	27.612063	34.677906	32.756014	10.660907	35.863712	31.387744	20.251480	34.421905	35.116282	35.619297	36.729297	28.037002	36.124581	16.539552	25.948572	33.543227	18.040503	33.369265	34.540734	34.952684	10.128227	32.471845	33.431224	33.378023	34.253311	35.562784	31.035081	34.200164	15.899823	24.213612	19.982083	34.183363	35.335159	33.882732	34.158883	24.325044	16.220653	16.263193	31.514162	24.041395	34.379847	20.633978	35.822749	24.493772	26.059946	36.470013	15.482935	34.176839	32.832976	35.791062	16.668018	35.241686	26.269961	23.811905	25.128160	25.386730	24.558573	24.775722	35.826172	33.120452	33.540641	28.686112	17.789335	33.341612	32.064410	28.618007	33.679801	29.051068	29.848259	35.402972	30.702798	31.026373	29.042587	22.204394	36.137125	28.854091	33.344516	30.131271	30.874323	34.891909	35.535399	12.183168
