18.634868	21.798938	9.216602	18.559133	16.861681	21.422598	12.060190	24.876953	12.554618	18.573222	18.276173	19.829932	24.449569	21.774304	22.617749	18.061402	17.420393	17.434832	11.036536	24.542196	21.208763	25.143120	22.096653	14.364570	9.258141	19.877934	24.291776	21.870326	24.016207	21.476040	23.521090	25.175163	17.756114	24.341803	24.147798	24.812713	22.309416	14.717552	15.654669	21.971320	19.355151	23.661959	11.198461	14.451731	24.359750	12.843993	20.142085	13.762547	21.567039	21.684641	5.956503	11.641945	25.032286	23.724428	19.637477	24.830455	21.708247	13.946025	22.992278	20.191266	23.158653	20.588421	18.938138	21.631608	23.269867	18.783706	24.297492	11.015052	18.392324	22.580521	19.158291	14.653663	21.372985	13.830068	21.295157	21.842044	17.168654	16.540732	24.770444	19.732049	24.815904	22.192054
18.061587	20.496334	25.093292	23.170673	14.867323	21.651168	20.254580	21.487021	19.845555	25.057885	23.590710	25.167474	10.337879	25.215725	21.305754	24.601754	24.041581	25.183997	18.224363	25.170490	25.181063	25.307300	25.127985	10.703647	11.879206	25.156421	22.711217	22.251745	20.027116	25.342928	22.361132	19.897576	21.504902	21.142173	24.628156	17.829510	18.593935	25.122066	21.400626	18.959391	22.798443	22.655977	25.044515	23.247588	18.852836	18.802891	20.312003	9.534640	21.934837	21.488498	16.076227	14.848495	25.305936	22.992494	17.992926	22.837404	18.636661	24.085470	19.341076	21.824589	16.827209	19.086128	13.225162	24.849798	24.850706	21.015245	25.085260	23.759678	24.069037	24.776615	16.692774	23.351101	24.204636	19.328969	24.689033	22.755732	13.959412	14.188201	21.319247	22.489408	19.769901	21.536093
21.012363	11.352919	15.944866	21.999419	20.097069	17.758808	24.671352	22.302293	17.569731	20.988531	24.521484	23.242765	22.437692	21.364562	12.929020	24.667344	20.156529	25.340610	19.991761	23.724572	22.206755	20.516466	21.112057	14.416004	25.066187	23.098671	15.949848	22.059965	16.117166	25.065812	24.966257	25.241843	25.016762	21.138796	21.563523	25.300160	17.959985	18.800583	16.368153	14.880510	12.066042	25.310929	5.740275	23.951742	22.519363	24.875705	18.555307	23.603114	20.655597	19.298144	18.684095	17.489258	23.461874	14.655854	7.774133	24.805761	22.727859	23.025855	17.533345	24.958839	24.199570	24.825585	24.582345	22.464381	20.977879	21.290484	12.889609	23.676893	18.192615	22.156668	24.562585	25.022386	21.252593	19.629316	23.305001	24.341936	20.659439	17.889016	24.578619	21.637464	20.171371	14.009477
22.373911	7.136883	7.369496	24.776626	22.434608	19.436725	23.471957	22.833418	13.866795	21.274045	17.632841	15.242768	20.658869	24.648057	25.106640	18.986885	12.478583	19.535731	21.737299	19.998625	19.703314	14.840015	19.396965	20.960031	22.048845	24.134899	22.242133	14.205326	21.981298	22.432242	21.109626	10.707899	21.839566	21.503108	15.690185	24.508617	19.654033	13.677329	21.810904	25.327459	10.495426	24.481341	18.880132	14.733769	17.347830	24.853194	13.611582	24.030534	24.262711	15.639345	20.575629	16.935545	24.620394	24.559138	24.812004	23.519977	11.987352	24.736785	24.372094	24.908069	9.210585	18.975178	15.422610	24.149766	24.350364	19.942762	21.778314	16.827826	23.630459	19.392428	20.353844	25.338631	18.398703	11.590434	9.766161	23.545335	23.199415	19.013190	21.312948	25.357278	23.955835	22.614547
22.405539	19.837953	21.959065	24.706197	12.560471	24.121791	15.585955	24.584412	22.060923	18.950335	23.179669	24.129398	22.180825	24.573422	24.657438	23.721809	12.685986	20.672691	24.840571	20.359756	24.700437	16.284854	23.669447	16.281128	25.055668	24.751240	20.086438	24.504882	18.341758	18.611420	25.279719	11.778875	19.929895	23.737015	22.424599	21.323895	14.209891	22.154036	14.386477	21.853641	20.500950	12.067707	24.393552	18.488604	9.062834	21.130910	19.210434	16.656160	10.588634	24.286539	21.418112	23.122057	20.858158	24.982739	23.595342	20.233899	9.920456	24.644256	24.211128	16.780193	14.848723	23.102018	15.147707	16.508500	13.007334	21.261253	24.608020	24.093792	18.120589	23.309008	20.456227	23.405369	22.705671	24.531369	23.769203	22.665463	12.850339	16.513875	17.715679	10.727508	24.940392	7.966802
7.678363	25.292109	23.735101	23.762892	24.831610	22.561803	13.704612	24.280864	11.838480	16.390579	22.292084	22.062432	25.314113	13.358032	21.507406	24.514540	21.341605	16.648733	19.964834	25.340393	23.102962	18.875432	22.108305	20.872251	22.025070	18.698524	21.347959	21.238315	18.409243	18.345430	21.996691	20.821698	21.988089	14.347858	22.928763	19.100449	22.575557	24.482413	17.013973	25.261761	23.288849	19.703117	24.713700	23.070048	24.045456	20.675738	14.286754	24.214393	24.365730	24.180863	23.799835	14.052536	22.814461	23.797805	22.620688	21.531754	21.772944	22.066144	21.398384	23.016550	22.837546	17.537447	23.403561	12.443662	17.686691	15.919609	14.675688	21.868444	18.550423	9.963421	10.367809	24.057023	24.996896	15.796863	18.224801	14.023438	24.105929	15.251771	23.524785	10.121678	24.678317	19.309518
20.959217	24.960722	22.880961	17.252883	24.446894	24.374543	20.933945	20.489257	25.279146	24.673465	24.465587	23.622731	24.319504	25.221871	11.371277	23.490757	23.986071	17.120646	16.374774	21.645051	19.135868	21.579293	24.422258	18.559379	24.915842	18.875975	21.184859	23.854458	19.756255	15.544269	20.853016	17.336620	16.500873	23.664390	22.098641	24.273200	22.997965	10.112268	23.518752	21.140601	19.313952	22.377595	22.736506	20.091262	24.286825	21.297078	24.946147	24.833071	16.879938	14.574232	24.867897	18.449986	19.304477	24.826255	21.388925	24.037875	25.231776	23.643141	19.057463	16.289604	11.593670	19.775891	20.711262	24.124744	24.096119	24.586020	15.497777	23.578359	21.946006	20.979513	19.449308	25.308338	23.820225	19.954385	13.450107	22.243844	17.871649	22.663472	16.151413	25.313417	24.415640	20.821571
24.674316	22.749038	24.195798	19.109696	20.372166	22.413155	25.351216	22.945850	25.221506	25.316141	21.031846	24.456026	19.501695	22.481036	22.950692	19.285835	14.676466	23.784907	21.214079	21.827456	24.127283	22.402318	16.504641	19.501808	23.363430	24.587186	19.208760	20.622705	24.123772	9.061042	24.113827	20.620983	11.363377	17.280559	19.023056	21.719998	25.115545	17.150824	19.511603	24.673219	12.164327	16.990489	22.035683	24.594590	23.667010	25.180553	24.018040	25.329310	12.991594	24.132024	23.506164	22.122417	24.943788	24.054560	22.716712	12.757465	16.779102	23.496475	23.766195	21.543703	23.955398	24.100663	24.009580	24.918110	24.036105	20.395462	20.528464	11.578869	14.924131	21.846529	24.990797	21.874454	24.841089	19.641926	20.609297	21.150239	25.164812	23.509840	25.271696	14.834414	7.806314	20.414663
11.174889	17.399465	20.839446	24.842476	25.356431	14.443979	25.103388	24.302154	24.236475	24.330160	23.776232	19.323468	21.095583	21.239805	18.823598	20.431260	25.312777	24.426023	25.056627	17.099728	19.378709	16.456017	16.726539	25.086550	24.476489	19.501363	6.263515	16.126977	20.779232	23.852012	23.844453	23.760489	23.205475	13.058646	22.128577	23.251164	17.559119	20.934160	19.634858	23.398913	24.466463	23.336621	12.670594	8.847420	11.058064	24.701808	17.331917	25.071100	23.540063	10.973018	12.386085	10.377864	20.938831	22.532087	25.095839	24.151168	20.777515	23.360338	22.687360	19.703007	22.507322	20.823001	17.859928	13.004980	12.420356	22.999364	11.564331	20.789402	25.158775	20.604217	23.604094	21.480200	22.428155	21.707390	22.961766	13.295792	17.783063	21.711151	16.105040	21.383269	8.854647	18.858569
23.664659	21.142763	25.334299	20.352142	22.757355	24.068775	18.988162	13.086498	17.806135	25.093243	23.019825	22.093632	12.949354	24.269906	20.952762	17.675345	17.928859	21.566442	12.836400	9.937297	25.325092	25.009751	21.530349	17.993145	24.810404	22.426015	23.133202	22.219292	17.293116	24.534453	11.605307	25.313039	14.808010	24.731101	15.545314	16.188783	23.130590	19.536258	21.615376	24.105714	23.442932	22.922007	22.960607	25.308668	24.733843	24.941080	22.090415	22.647800	13.446663	24.976240	22.046411	25.316067	17.180023	15.123597	23.831231	23.225749	23.256060	21.256889	24.528578	23.136999	20.132096	9.734143	16.078122	23.410239	15.659453	21.906914	24.924417	24.976683	24.648819	12.339697	25.103108	20.514589	20.760121	21.736737	21.283880	22.223484	16.553064	15.455990	18.298023	15.197541	21.292154	20.617064
