0.000000	16.482859	56.209296	57.801205	52.917993	48.962606	43.635942	56.703999	37.981390	52.240239	38.307002	51.056813	56.931456	48.486298	50.041821	43.417973	45.878352	30.296885	45.256975	57.627543	25.010378
44.448084	0.000000	28.482735	43.762113	25.844230	52.693466	51.149562	56.943962	57.357795	53.155536	25.997670	29.233572	30.077690	32.528106	51.753706	41.700481	40.125352	55.697350	44.549092	48.588961	42.279137
50.162472	43.070122	0.000000	56.613678	49.917349	42.530043	56.719420	55.791067	51.867858	54.604941	55.635215	54.015399	56.915153	48.425052	40.040340	46.931509	45.363547	35.045256	43.946292	49.859651	52.339065
55.204202	41.396790	56.959367	0.000000	56.863784	57.884555	52.811962	42.320879	56.572890	46.092712	44.878650	50.891661	57.778433	51.326201	49.921894	39.544185	22.872266	48.547021	34.386666	56.944898	20.454351
50.514297	55.606698	49.623020	52.801355	0.000000	28.131773	57.258618	39.687607	25.381968	39.892766	49.174071	20.851050	44.072185	46.198184	57.883740	45.703447	24.497335	50.316413	46.168103	55.025219	53.642904
50.308766	57.246339	56.016743	48.625054	40.365948	0.000000	41.245325	39.973356	55.323051	38.193907	46.542107	45.767623	25.565214	42.642897	57.282208	56.808631	38.909731	57.197071	33.027754	16.922612	56.852076
50.778895	39.989998	57.393574	54.142451	56.561784	57.792322	0.000000	53.811493	55.255154	28.081206	57.212712	45.780783	47.381042	50.815413	39.583718	25.501886	57.757063	57.760406	50.947599	32.689285	27.065411
45.893421	47.420200	21.543055	44.094420	37.666449	55.069691	48.700546	0.000000	34.049251	49.947915	47.824236	34.401040	48.688242	54.822629	50.290993	45.963173	36.729354	37.832045	49.066430	37.348732	44.359657
57.263722	32.468246	47.398530	47.264233	33.413166	56.287875	55.900218	54.961369	0.000000	55.257716	53.615299	50.352819	45.112995	50.009500	56.904680	55.233304	56.719534	54.406337	57.150739	43.474580	31.801665
38.144022	51.167420	56.704723	28.606553	35.323754	54.979766	57.599189	40.899495	44.222433	0.000000	33.262288	30.931501	27.858324	17.434889	57.474860	57.665603	43.918041	57.679867	48.541059	32.915314	46.138776
50.455962	46.045635	48.235806	40.590852	57.334234	24.005958	52.343910	57.909139	54.831546	57.652136	0.000000	46.909543	46.179285	53.942165	39.925683	49.057198	36.795836	52.746915	40.352881	56.956186	57.562301
54.460225	57.921688	34.327692	30.151032	34.480301	46.607502	57.773874	42.703214	55.979194	45.615746	39.550363	0.000000	42.138995	44.128698	50.227061	57.446121	25.027807	34.949307	50.083123	52.339417	47.264756
48.053547	55.376303	25.695313	44.612837	44.282692	54.643663	31.070676	46.421871	31.529333	40.601921	53.297645	55.566626	0.000000	57.220484	44.102296	53.697611	51.474477	34.588251	51.121936	25.396778	47.635915
55.933321	57.150188	54.975441	56.279707	57.325456	57.812112	21.066906	56.575279	30.698375	55.013250	54.344986	49.140006	44.939957	0.000000	17.028533	56.817833	56.383347	42.746813	57.869772	42.678275	57.146980
47.975726	40.880319	40.598603	40.796218	42.011339	57.024118	21.660883	45.486083	48.410416	57.908316	53.251187	57.724041	56.727627	48.638161	0.000000	37.985892	52.903644	56.242365	40.950982	56.138440	57.880717
40.695145	45.487889	55.736016	36.920469	43.206602	52.522828	34.834518	35.684475	57.394885	52.085895	37.795974	48.790285	49.238313	47.883927	47.779653	0.000000	53.534933	38.841739	41.535763	27.409455	47.091057
52.515595	57.238523	52.410375	37.007154	44.793977	34.115449	36.028056	53.363427	24.817667	24.927571	27.278225	17.494393	52.349585	53.307515	36.603378	36.898979	0.000000	55.408787	54.654652	54.993881	56.187195
57.788877	43.237806	39.577142	40.667141	47.272091	38.476850	20.819532	56.578931	43.193926	52.902413	57.493312	41.967892	56.485762	41.656196	54.361657	23.115951	53.468348	0.000000	54.259060	57.909341	56.952277
54.802249	30.512412	54.944903	40.039352	52.728125	51.715696	53.756658	50.361251	30.728903	33.278040	40.074504	43.839642	56.943798	56.029296	31.605901	34.947866	48.050987	52.429993	0.000000	54.853079	51.080326
45.457192	52.764054	28.114153	50.882182	46.698272	31.317653	23.572215	55.471949	56.636067	42.566502	46.778794	54.770568	55.876045	26.779500	50.246445	23.713464	53.470416	56.475099	40.793467	0.000000	45.818224
56.789201	46.887491	37.354521	56.062115	55.381179	45.695915	56.476629	53.575995	55.550967	40.291463	36.592004	43.398799	55.397783	54.543144	44.034355	55.838312	50.970384	47.423175	54.459440	44.801330	0.000000
