!! n200w40.002    39.67 1139


CUST_NO. XCOORD. YCOORD. DEMAND	READY_TIME DUE_DATE	SERVICE_TIME


0	21.00	20.00	0.00	0.00	1172.00	0.00
1	6.00	16.00	0.00	18.00	34.00	0.00
2	42.00	18.00	0.00	412.00	459.00	0.00
3	32.00	11.00	0.00	573.00	626.00	0.00
4	2.00	20.00	0.00	93.00	125.00	0.00
5	24.00	37.00	0.00	269.00	330.00	0.00
6	29.00	19.00	0.00	466.00	533.00	0.00
7	23.00	39.00	0.00	215.00	236.00	0.00
8	20.00	8.00	0.00	713.00	761.00	0.00
9	26.00	29.00	0.00	299.00	311.00	0.00
10	17.00	50.00	0.00	230.00	274.00	0.00
11	35.00	3.00	0.00	604.00	618.00	0.00
12	4.00	41.00	0.00	144.00	186.00	0.00
13	48.00	46.00	0.00	899.00	927.00	0.00
14	14.00	44.00	0.00	224.00	251.00	0.00
15	14.00	5.00	0.00	14.00	73.00	0.00
16	37.00	2.00	0.00	616.00	632.00	0.00
17	34.00	35.00	0.00	296.00	351.00	0.00
18	21.00	29.00	0.00	522.00	555.00	0.00
19	37.00	30.00	0.00	455.00	478.00	0.00
20	12.00	23.00	0.00	76.00	134.00	0.00
21	3.00	44.00	0.00	155.00	170.00	0.00
22	19.00	1.00	0.00	765.00	808.00	0.00
23	31.00	27.00	0.00	307.00	337.00	0.00
24	4.00	6.00	0.00	795.00	863.00	0.00
25	10.00	17.00	0.00	26.00	61.00	0.00
26	30.00	36.00	0.00	367.00	404.00	0.00
27	46.00	24.00	0.00	984.00	1024.00	0.00
28	16.00	34.00	0.00	267.00	290.00	0.00
29	45.00	37.00	0.00	390.00	448.00	0.00
30	43.00	2.00	0.00	671.00	677.00	0.00
31	15.00	47.00	0.00	212.00	253.00	0.00
32	38.00	25.00	0.00	479.00	496.00	0.00
33	39.00	13.00	0.00	645.00	663.00	0.00
34	9.00	11.00	0.00	42.00	93.00	0.00
35	16.00	23.00	0.00	87.00	131.00	0.00
36	29.00	37.00	0.00	311.00	368.00	0.00
37	43.00	9.00	0.00	643.00	673.00	0.00
38	9.00	15.00	0.00	22.00	28.00	0.00
39	14.00	36.00	0.00	117.00	185.00	0.00
40	13.00	5.00	0.00	32.00	77.00	0.00
41	27.00	16.00	0.00	563.00	625.00	0.00
42	33.00	47.00	0.00	327.00	374.00	0.00
43	16.00	17.00	0.00	1.00	30.00	0.00
44	1.00	35.00	0.00	157.00	193.00	0.00
45	46.00	20.00	0.00	689.00	712.00	0.00
46	36.00	8.00	0.00	585.00	641.00	0.00
47	49.00	37.00	0.00	961.00	981.00	0.00
48	24.00	30.00	0.00	294.00	328.00	0.00
49	24.00	12.00	0.00	579.00	601.00	0.00
50	7.00	37.00	0.00	150.00	186.00	0.00
51	50.00	38.00	0.00	955.00	982.00	0.00
52	41.00	16.00	0.00	429.00	467.00	0.00
53	8.00	43.00	0.00	135.00	167.00	0.00
54	7.00	43.00	0.00	179.00	244.00	0.00
55	34.00	9.00	0.00	574.00	636.00	0.00
56	10.00	13.00	0.00	0.00	45.00	0.00
57	40.00	25.00	0.00	437.00	483.00	0.00
58	30.00	13.00	0.00	577.00	637.00	0.00
59	23.00	6.00	0.00	721.00	749.00	0.00
60	35.00	43.00	0.00	342.00	379.00	0.00
61	0.00	16.00	0.00	67.00	113.00	0.00
62	32.00	23.00	0.00	709.00	760.00	0.00
63	46.00	19.00	0.00	427.00	451.00	0.00
64	22.00	41.00	0.00	200.00	250.00	0.00
65	14.00	13.00	0.00	3.00	22.00	0.00
66	21.00	43.00	0.00	223.00	280.00	0.00
67	12.00	23.00	0.00	99.00	134.00	0.00
68	15.00	1.00	0.00	17.00	83.00	0.00
69	33.00	28.00	0.00	283.00	345.00	0.00
70	26.00	30.00	0.00	282.00	305.00	0.00
71	43.00	37.00	0.00	400.00	414.00	0.00
72	40.00	21.00	0.00	428.00	487.00	0.00
73	32.00	12.00	0.00	566.00	622.00	0.00
74	29.00	23.00	0.00	479.00	505.00	0.00
75	34.00	13.00	0.00	568.00	642.00	0.00
76	27.00	41.00	0.00	373.00	407.00	0.00
77	24.00	20.00	0.00	0.00	14.00	0.00
78	20.00	23.00	0.00	526.00	566.00	0.00
79	30.00	30.00	0.00	275.00	342.00	0.00
80	42.00	20.00	0.00	431.00	486.00	0.00
81	47.00	25.00	0.00	413.00	446.00	0.00
82	12.00	23.00	0.00	81.00	117.00	0.00
83	17.00	23.00	0.00	0.00	29.00	0.00
84	49.00	19.00	0.00	438.00	452.00	0.00
85	17.00	21.00	0.00	8.00	37.00	0.00
86	35.00	30.00	0.00	317.00	331.00	0.00
87	34.00	8.00	0.00	604.00	641.00	0.00
88	26.00	11.00	0.00	569.00	609.00	0.00
89	49.00	21.00	0.00	417.00	448.00	0.00
90	44.00	28.00	0.00	407.00	443.00	0.00
91	13.00	8.00	0.00	7.00	45.00	0.00
92	13.00	47.00	0.00	204.00	254.00	0.00
93	1.00	50.00	0.00	173.00	215.00	0.00
94	46.00	42.00	0.00	385.00	428.00	0.00
95	17.00	11.00	0.00	558.00	600.00	0.00
96	22.00	14.00	0.00	568.00	622.00	0.00
97	30.00	27.00	0.00	484.00	523.00	0.00
98	45.00	34.00	0.00	956.00	983.00	0.00
99	22.00	32.00	0.00	285.00	301.00	0.00
100	19.00	32.00	0.00	247.00	298.00	0.00
101	27.00	2.00	0.00	743.00	781.00	0.00
102	6.00	8.00	0.00	33.00	95.00	0.00
103	47.00	11.00	0.00	654.00	691.00	0.00
104	20.00	46.00	0.00	229.00	256.00	0.00
105	8.00	21.00	0.00	553.00	578.00	0.00
106	41.00	41.00	0.00	383.00	452.00	0.00
107	11.00	8.00	0.00	761.00	828.00	0.00
108	9.00	19.00	0.00	87.00	125.00	0.00
109	32.00	47.00	0.00	312.00	376.00	0.00
110	10.00	26.00	0.00	108.00	122.00	0.00
111	15.00	48.00	0.00	190.00	256.00	0.00
112	30.00	7.00	0.00	755.00	781.00	0.00
113	38.00	24.00	0.00	449.00	494.00	0.00
114	40.00	44.00	0.00	364.00	418.00	0.00
115	28.00	44.00	0.00	320.00	357.00	0.00
116	32.00	38.00	0.00	322.00	358.00	0.00
117	49.00	24.00	0.00	416.00	444.00	0.00
118	17.00	40.00	0.00	192.00	242.00	0.00
119	8.00	30.00	0.00	97.00	169.00	0.00
120	5.00	28.00	0.00	107.00	132.00	0.00
121	41.00	50.00	0.00	870.00	910.00	0.00
122	44.00	33.00	0.00	422.00	459.00	0.00
123	26.00	32.00	0.00	291.00	306.00	0.00
124	14.00	46.00	0.00	186.00	230.00	0.00
125	35.00	28.00	0.00	290.00	329.00	0.00
126	17.00	31.00	0.00	529.00	566.00	0.00
127	23.00	25.00	0.00	498.00	517.00	0.00
128	12.00	17.00	0.00	12.00	50.00	0.00
129	12.00	42.00	0.00	149.00	162.00	0.00
130	22.00	31.00	0.00	280.00	319.00	0.00
131	27.00	48.00	0.00	359.00	377.00	0.00
132	25.00	22.00	0.00	506.00	509.00	0.00
133	34.00	14.00	0.00	604.00	650.00	0.00
134	50.00	14.00	0.00	633.00	662.00	0.00
135	39.00	2.00	0.00	590.00	662.00	0.00
136	45.00	45.00	0.00	902.00	948.00	0.00
137	48.00	23.00	0.00	401.00	476.00	0.00
138	29.00	40.00	0.00	305.00	370.00	0.00
139	44.00	43.00	0.00	393.00	404.00	0.00
140	2.00	7.00	0.00	54.00	102.00	0.00
141	47.00	30.00	0.00	1091.00	1145.00	0.00
142	26.00	27.00	0.00	513.00	523.00	0.00
143	34.00	27.00	0.00	463.00	506.00	0.00
144	47.00	49.00	0.00	906.00	919.00	0.00
145	10.00	33.00	0.00	116.00	172.00	0.00
146	21.00	34.00	0.00	262.00	292.00	0.00
147	1.00	36.00	0.00	164.00	189.00	0.00
148	13.00	4.00	0.00	40.00	78.00	0.00
149	1.00	22.00	0.00	1065.00	1079.00	0.00
150	42.00	28.00	0.00	454.00	476.00	0.00
151	4.00	8.00	0.00	53.00	94.00	0.00
152	31.00	19.00	0.00	473.00	516.00	0.00
153	46.00	28.00	0.00	391.00	430.00	0.00
154	28.00	4.00	0.00	790.00	841.00	0.00
155	47.00	7.00	0.00	668.00	685.00	0.00
156	29.00	15.00	0.00	703.00	745.00	0.00
157	19.00	16.00	0.00	567.00	595.00	0.00
158	2.00	40.00	0.00	133.00	180.00	0.00
159	32.00	36.00	0.00	307.00	347.00	0.00
160	42.00	45.00	0.00	369.00	415.00	0.00
161	7.00	20.00	0.00	69.00	111.00	0.00
162	20.00	3.00	0.00	710.00	763.00	0.00
163	28.00	44.00	0.00	927.00	961.00	0.00
164	42.00	40.00	0.00	379.00	415.00	0.00
165	36.00	22.00	0.00	691.00	737.00	0.00
166	34.00	42.00	0.00	359.00	426.00	0.00
167	8.00	30.00	0.00	94.00	148.00	0.00
168	34.00	9.00	0.00	603.00	658.00	0.00
169	19.00	25.00	0.00	495.00	570.00	0.00
170	27.00	33.00	0.00	853.00	878.00	0.00
171	6.00	35.00	0.00	136.00	163.00	0.00
172	31.00	19.00	0.00	682.00	710.00	0.00
173	21.00	21.00	0.00	0.00	43.00	0.00
174	13.00	12.00	0.00	33.00	60.00	0.00
175	44.00	32.00	0.00	389.00	452.00	0.00
176	33.00	31.00	0.00	313.00	357.00	0.00
177	47.00	1.00	0.00	998.00	1024.00	0.00
178	9.00	49.00	0.00	263.00	287.00	0.00
179	26.00	10.00	0.00	713.00	769.00	0.00
180	36.00	23.00	0.00	452.00	522.00	0.00
