!! n150w20.004    18.68 979


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      11.00      18.00       0.00       0.00     988.00       0.00
    1       6.00      43.00       0.00     296.00     324.00       0.00
    2      14.00      19.00       0.00       0.00       8.00       0.00
    3      36.00      14.00       0.00     152.00     169.00       0.00
    4      23.00      41.00       0.00     604.00     620.00       0.00
    5      16.00      50.00       0.00     783.00     804.00       0.00
    6      17.00       5.00       0.00      18.00      35.00       0.00
    7       3.00       7.00       0.00     491.00     519.00       0.00
    8      30.00      15.00       0.00     396.00     416.00       0.00
    9      45.00      28.00       0.00     709.00     729.00       0.00
   10      44.00       8.00       0.00     151.00     161.00       0.00
   11      46.00      35.00       0.00     222.00     239.00       0.00
   12      49.00      28.00       0.00     191.00     218.00       0.00
   13      33.00      35.00       0.00     646.00     670.00       0.00
   14      23.00       9.00       0.00      29.00      50.00       0.00
   15       5.00      21.00       0.00     480.00     508.00       0.00
   16       7.00      22.00       0.00     332.00     355.00       0.00
   17      43.00      14.00       0.00     660.00     698.00       0.00
   18      47.00      35.00       0.00     199.00     232.00       0.00
   19      14.00      21.00       0.00       0.00      15.00       0.00
   20       5.00      36.00       0.00     305.00     329.00       0.00
   21      44.00      48.00       0.00     904.00     914.00       0.00
   22      23.00       4.00       0.00      41.00      56.00       0.00
   23      45.00       8.00       0.00     115.00     132.00       0.00
   24      50.00       2.00       0.00     131.00     148.00       0.00
   25      20.00       5.00       0.00      22.00      32.00       0.00
   26      41.00      11.00       0.00     671.00     695.00       0.00
   27      28.00      32.00       0.00     253.00     270.00       0.00
   28      12.00      28.00       0.00     441.00     455.00       0.00
   29      44.00      23.00       0.00     189.00     201.00       0.00
   30       7.00       8.00       0.00     353.00     379.00       0.00
   31      33.00      32.00       0.00     264.00     272.00       0.00
   32      41.00      20.00       0.00     168.00     201.00       0.00
   33      27.00      47.00       0.00     600.00     619.00       0.00
   34       2.00      32.00       0.00     478.00     487.00       0.00
   35      27.00      45.00       0.00     620.00     648.00       0.00
   36       8.00      13.00       0.00     485.00     516.00       0.00
   37      23.00       6.00       0.00      39.00      63.00       0.00
   38       5.00      19.00       0.00     346.00     362.00       0.00
   39      41.00      47.00       0.00     751.00     783.00       0.00
   40      13.00      28.00       0.00     545.00     569.00       0.00
   41      19.00      27.00       0.00     435.00     453.00       0.00
   42      35.00      20.00       0.00     178.00     182.00       0.00
   43      19.00      49.00       0.00     589.00     612.00       0.00
   44      11.00      39.00       0.00     282.00     309.00       0.00
   45      31.00       5.00       0.00      58.00      84.00       0.00
   46      12.00       6.00       0.00     513.00     523.00       0.00
   47      20.00      36.00       0.00     268.00     294.00       0.00
   48      12.00      17.00       0.00       0.00       6.00       0.00
   49      23.00       9.00       0.00      60.00      63.00       0.00
   50      40.00      18.00       0.00     677.00     699.00       0.00
   51       2.00      38.00       0.00     313.00     321.00       0.00
   52      40.00      34.00       0.00     247.00     261.00       0.00
   53      49.00      32.00       0.00     194.00     229.00       0.00
   54       1.00      10.00       0.00     834.00     859.00       0.00
   55      17.00      12.00       0.00       9.00      40.00       0.00
   56      21.00       2.00       0.00     367.00     397.00       0.00
