!! n40w20.004    19.90 443


 CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

      0      20.00      11.00       0.00       0.00     455.00       0.00
      1       9.00      29.00       0.00     139.00     155.00       0.00
      2      10.00      29.00       0.00     157.00     164.00       0.00
      3      19.00      43.00       0.00     193.00     217.00       0.00
      4      47.00      43.00       0.00     398.00     413.00       0.00
      5      19.00      11.00       0.00      17.00      43.00       0.00
      6      47.00      42.00       0.00     298.00     324.00       0.00
      7      20.00       9.00       0.00       0.00       4.00       0.00
      8      28.00      40.00       0.00     343.00     345.00       0.00
      9      21.00      22.00       0.00     351.00     378.00       0.00
     10      42.00      33.00       0.00     295.00     321.00       0.00
     11      23.00       1.00       0.00       0.00      13.00       0.00
     12      21.00      24.00       0.00     117.00     141.00       0.00
     13      40.00      12.00       0.00     270.00     281.00       0.00
     14       6.00      42.00       0.00     176.00     196.00       0.00
     15       7.00      44.00       0.00     212.00     236.00       0.00
     16      18.00      26.00       0.00     129.00     161.00       0.00
     17      37.00      13.00       0.00      86.00     117.00       0.00
     18      44.00      50.00       0.00     307.00     343.00       0.00
     19      41.00      11.00       0.00      91.00     104.00       0.00
     20      11.00      11.00       0.00      23.00      47.00       0.00
     21       4.00      20.00       0.00     237.00     255.00       0.00
     22       2.00       4.00       0.00      39.00      68.00       0.00
     23      35.00      32.00       0.00     408.00     428.00       0.00
     24      38.00       5.00       0.00      89.00     109.00       0.00
     25      28.00      21.00       0.00     125.00     141.00       0.00
     26      48.00      40.00       0.00     304.00     319.00       0.00
     27      12.00      35.00       0.00     184.00     213.00       0.00
     28      35.00       8.00       0.00      87.00     105.00       0.00
     29      21.00      14.00       0.00     258.00     278.00       0.00
     30      12.00      40.00       0.00     171.00     185.00       0.00
     31       4.00      45.00       0.00     172.00     200.00       0.00
     32      19.00       3.00       0.00      57.00      78.00       0.00
     33      24.00      23.00       0.00     125.00     148.00       0.00
     34      47.00      40.00       0.00     295.00     315.00       0.00
     35       5.00      17.00       0.00      29.00      56.00       0.00
     36      28.00       8.00       0.00       9.00      39.00       0.00
     37      22.00       6.00       0.00       0.00      10.00       0.00
     38      10.00      33.00       0.00     154.00     161.00       0.00
     39       5.00      12.00       0.00      49.00      68.00       0.00
     40      40.00      25.00       0.00     382.00     393.00       0.00
     41       0.00       0.00       0.00       0.00     455.00       0.00
