!! n80w100.001   102.46 703


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       6.00       7.00       0.00       0.00     773.00       0.00
    1      47.00      42.00       0.00     167.00     276.00       0.00
    2      28.00      15.00       0.00       0.00     150.00       0.00
    3      29.00      43.00       0.00     112.00     285.00       0.00
    4      22.00      22.00       0.00      65.00     186.00       0.00
    5      38.00      21.00       0.00       0.00     142.00       0.00
    6       2.00      38.00       0.00     105.00     181.00       0.00
    7      10.00      13.00       0.00       0.00      80.00       0.00
    8      43.00       1.00       0.00     363.00     486.00       0.00
    9      50.00      38.00       0.00     203.00     322.00       0.00
   10      21.00      24.00       0.00       0.00      42.00       0.00
   11      26.00      40.00       0.00     143.00     254.00       0.00
   12      26.00      37.00       0.00     118.00     283.00       0.00
   13      37.00       3.00       0.00     350.00     532.00       0.00
   14      40.00      36.00       0.00     180.00     259.00       0.00
   15      19.00      20.00       0.00       0.00      90.00       0.00
   16      40.00      26.00       0.00     182.00     296.00       0.00
   17      13.00      31.00       0.00     429.00     568.00       0.00
   18      17.00      42.00       0.00     116.00     188.00       0.00
   19      42.00      42.00       0.00     628.00     724.00       0.00
   20      16.00      16.00       0.00     330.00     446.00       0.00
   21      12.00      49.00       0.00     158.00     263.00       0.00
   22      26.00      29.00       0.00      14.00      67.00       0.00
   23       1.00      31.00       0.00      51.00     130.00       0.00
   24       6.00      29.00       0.00      43.00     185.00       0.00
   25      45.00      27.00       0.00     228.00     335.00       0.00
   26      49.00      30.00       0.00     185.00     320.00       0.00
   27      30.00      17.00       0.00      54.00      97.00       0.00
   28      27.00      48.00       0.00     265.00     422.00       0.00
   29       4.00      26.00       0.00      31.00     209.00       0.00
   30      26.00      21.00       0.00      51.00     172.00       0.00
   31      17.00      15.00       0.00       0.00     113.00       0.00
   32       3.00      23.00       0.00      91.00     204.00       0.00
   33       4.00      20.00       0.00     353.00     440.00       0.00
   34      38.00      35.00       0.00     139.00     246.00       0.00
   35      17.00      28.00       0.00     309.00     462.00       0.00
   36      47.00      49.00       0.00     183.00     254.00       0.00
   37      24.00      26.00       0.00       0.00     138.00       0.00
   38      42.00       2.00       0.00     476.00     593.00       0.00
   39      20.00      19.00       0.00      62.00     128.00       0.00
   40      42.00       5.00       0.00     392.00     536.00       0.00
   41      39.00      13.00       0.00     359.00     457.00       0.00
   42      40.00      50.00       0.00     183.00     240.00       0.00
   43      48.00      49.00       0.00     304.00     342.00       0.00
   44       9.00      26.00       0.00     388.00     455.00       0.00
   45      48.00      29.00       0.00     259.00     352.00       0.00
   46       6.00      27.00       0.00      55.00     156.00       0.00
   47       6.00      38.00       0.00      51.00     182.00       0.00
   48      25.00      25.00       0.00       0.00     144.00       0.00
   49      41.00      37.00       0.00     214.00     350.00       0.00
   50      38.00      42.00       0.00     209.00     305.00       0.00
   51      26.00      37.00       0.00     107.00     249.00       0.00
   52      31.00       0.00       0.00     465.00     571.00       0.00
   53      14.00      31.00       0.00     375.00     409.00       0.00
   54      24.00      28.00       0.00       0.00     140.00       0.00
   55      50.00      32.00       0.00     221.00     282.00       0.00
   56      38.00       3.00       0.00     418.00     494.00       0.00
   57      29.00      15.00       0.00     402.00     505.00       0.00
   58      36.00      15.00       0.00      50.00     159.00       0.00
   59      11.00      49.00       0.00     319.00     389.00       0.00
   60      16.00      23.00       0.00      60.00     181.00       0.00
   61      11.00       4.00       0.00       0.00      62.00       0.00
   62      22.00      35.00       0.00      96.00     194.00       0.00
   63       6.00      46.00       0.00     113.00     161.00       0.00
   64      45.00       0.00       0.00     369.00     472.00       0.00
   65      47.00      38.00       0.00     282.00     308.00       0.00
   66       1.00      31.00       0.00     515.00     684.00       0.00
   67      11.00      10.00       0.00       0.00      85.00       0.00
   68      41.00      45.00       0.00     160.00     308.00       0.00
   69      24.00      22.00       0.00     531.00     551.00       0.00
   70      36.00      46.00       0.00     275.00     393.00       0.00
   71      47.00      30.00       0.00     241.00     325.00       0.00
   72      37.00      37.00       0.00     215.00     306.00       0.00
   73      10.00      29.00       0.00      45.00     135.00       0.00
   74      12.00      27.00       0.00      15.00     190.00       0.00
   75      27.00      35.00       0.00     155.00     225.00       0.00
   76       3.00      35.00       0.00     126.00     172.00       0.00
   77      31.00      25.00       0.00      51.00      87.00       0.00
   78       6.00      44.00       0.00     133.00     229.00       0.00
   79      11.00       4.00       0.00     437.00     520.00       0.00
   80      16.00      11.00       0.00     568.00     666.00       0.00
   81       0.00       0.00       0.00       0.00     773.00       0.00

