!! n20w80.003    75.85 368


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      20.00      17.00       0.00       0.00     427.00       0.00
    1       8.00      46.00       0.00     165.00     272.00       0.00
    2      42.00      12.00       0.00      80.00     148.00       0.00
    3       8.00      14.00       0.00       0.00      36.00       0.00
    4      45.00      20.00       0.00      82.00     191.00       0.00
    5      20.00      13.00       0.00     220.00     303.00       0.00
    6      20.00      32.00       0.00     184.00     265.00       0.00
    7      29.00       1.00       0.00     102.00     155.00       0.00
    8      20.00      46.00       0.00     308.00     359.00       0.00
    9      18.00      31.00       0.00       2.00      69.00       0.00
   10      44.00      48.00       0.00       5.00     149.00       0.00
   11      41.00      24.00       0.00      33.00     142.00       0.00
   12      28.00      13.00       0.00     114.00     163.00       0.00
   13      36.00      37.00       0.00       0.00     125.00       0.00
   14      41.00      38.00       0.00      66.00     156.00       0.00
   15      15.00      21.00       0.00       0.00      40.00       0.00
   16      19.00      42.00       0.00      17.00      60.00       0.00
   17      49.00      47.00       0.00     288.00     385.00       0.00
   18      45.00       9.00       0.00     129.00     238.00       0.00
   19      27.00      44.00       0.00      50.00      98.00       0.00
   20      46.00      26.00       0.00     286.00     294.00       0.00
   21       0.00       0.00       0.00       0.00     427.00       0.00
