!! n80w40.001    38.66 744


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      31.00      28.00       0.00       0.00     774.00       0.00
    1      24.00      25.00       0.00     305.00     330.00       0.00
    2       5.00      17.00       0.00     513.00     582.00       0.00
    3      42.00       3.00       0.00      90.00     149.00       0.00
    4      43.00      23.00       0.00      55.00      93.00       0.00
    5      30.00      32.00       0.00       0.00      12.00       0.00
    6      39.00      19.00       0.00      54.00      83.00       0.00
    7      30.00      30.00       0.00     316.00     339.00       0.00
    8      11.00       1.00       0.00     215.00     236.00       0.00
    9      40.00       8.00       0.00     103.00     114.00       0.00
   10      16.00      47.00       0.00     354.00     374.00       0.00
   11      13.00       2.00       0.00     650.00     696.00       0.00
   12       7.00      10.00       0.00     199.00     253.00       0.00
   13      36.00       9.00       0.00      93.00     133.00       0.00
   14      44.00       6.00       0.00      80.00     126.00       0.00
   15      16.00      31.00       0.00     268.00     325.00       0.00
   16      18.00      49.00       0.00     377.00     401.00       0.00
   17      40.00      34.00       0.00       6.00      59.00       0.00
   18      49.00      28.00       0.00     473.00     523.00       0.00
   19      48.00      30.00       0.00      63.00      74.00       0.00
   20      24.00      14.00       0.00     184.00     204.00       0.00
   21      15.00      34.00       0.00     253.00     306.00       0.00
   22      29.00      43.00       0.00     698.00     759.00       0.00
   23       3.00      43.00       0.00     572.00     603.00       0.00
   24      36.00      13.00       0.00      88.00      96.00       0.00
   25      11.00       9.00       0.00     204.00     245.00       0.00
   26      12.00      36.00       0.00     339.00     378.00       0.00
   27      50.00      41.00       0.00      34.00      72.00       0.00
   28      10.00      49.00       0.00     351.00     389.00       0.00
   29       6.00       8.00       0.00     189.00     255.00       0.00
   30      44.00       8.00       0.00      80.00     122.00       0.00
   31      25.00      38.00       0.00     403.00     440.00       0.00
   32      22.00      24.00       0.00     262.00     318.00       0.00
   33      40.00      12.00       0.00      93.00     110.00       0.00
   34      34.00      19.00       0.00      63.00     108.00       0.00
   35       7.00      29.00       0.00     249.00     298.00       0.00
   36      24.00       8.00       0.00     156.00     207.00       0.00
   37      42.00      20.00       0.00     449.00     505.00       0.00
   38      34.00      37.00       0.00       0.00      30.00       0.00
   39      49.00      39.00       0.00     447.00     460.00       0.00
   40       1.00      29.00       0.00     523.00     575.00       0.00
   41       6.00      17.00       0.00     259.00     294.00       0.00
   42      12.00      18.00       0.00     249.00     279.00       0.00
   43      40.00      50.00       0.00     407.00     468.00       0.00
   44      17.00      32.00       0.00     314.00     365.00       0.00
   45      50.00       7.00       0.00     102.00     162.00       0.00
   46      29.00      44.00       0.00     397.00     400.00       0.00
   47      20.00      38.00       0.00     332.00     369.00       0.00
   48       8.00       6.00       0.00     177.00     234.00       0.00
   49      29.00       9.00       0.00     160.00     212.00       0.00
   50      48.00      37.00       0.00      30.00      63.00       0.00
   51      40.00      39.00       0.00       2.00      36.00       0.00
   52      20.00      28.00       0.00     273.00     319.00       0.00
   53      39.00      31.00       0.00      37.00      91.00       0.00
   54      43.00      38.00       0.00      14.00      79.00       0.00
   55       4.00      18.00       0.00     244.00     296.00       0.00
   56      34.00      32.00       0.00       0.00      12.00       0.00
   57      10.00       4.00       0.00     168.00     220.00       0.00
   58       0.00       7.00       0.00     235.00     255.00       0.00
   59      19.00      28.00       0.00     286.00     324.00       0.00
   60      42.00      38.00       0.00       7.00      44.00       0.00
   61      50.00      43.00       0.00      39.00      53.00       0.00
   62      14.00      41.00       0.00     338.00     374.00       0.00
   63      30.00      18.00       0.00     472.00     512.00       0.00
   64      16.00       5.00       0.00     200.00     219.00       0.00
   65      26.00      18.00       0.00     516.00     536.00       0.00
   66      23.00      10.00       0.00     164.00     219.00       0.00
   67       0.00      19.00       0.00     585.00     613.00       0.00
   68      12.00       5.00       0.00     178.00     239.00       0.00
   69      45.00       2.00       0.00      93.00     171.00       0.00
   70      47.00      11.00       0.00     133.00     142.00       0.00
   71      37.00       1.00       0.00     155.00     186.00       0.00
   72      34.00       9.00       0.00     114.00     167.00       0.00
   73      22.00      34.00       0.00     322.00     354.00       0.00
   74      10.00      44.00       0.00     362.00     387.00       0.00
   75      11.00      44.00       0.00     334.00     386.00       0.00
   76      23.00      47.00       0.00     407.00     452.00       0.00
   77       2.00      47.00       0.00     613.00     653.00       0.00
   78      12.00       5.00       0.00     206.00     236.00       0.00
   79      17.00      29.00       0.00     263.00     295.00       0.00
   80       5.00      36.00       0.00     699.00     732.00       0.00
   81       0.00       0.00       0.00       0.00     774.00       0.00
