!! n60w20.003    20.35 597


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0       3.00      47.00       0.00       0.00     606.00       0.00
    1      13.00      22.00       0.00      38.00      56.00       0.00
    2       5.00      27.00       0.00     517.00     539.00       0.00
    3      18.00       4.00       0.00     279.00     287.00       0.00
    4      12.00      38.00       0.00     543.00     559.00       0.00
    5      29.00      50.00       0.00     161.00     171.00       0.00
    6      31.00      14.00       0.00     310.00     323.00       0.00
    7      31.00      46.00       0.00     156.00     163.00       0.00
    8      29.00      45.00       0.00     175.00     208.00       0.00
    9      18.00       6.00       0.00     257.00     278.00       0.00
   10       5.00      20.00       0.00     471.00     499.00       0.00
   11      21.00      42.00       0.00     182.00     211.00       0.00
   12      20.00      21.00       0.00      23.00      37.00       0.00
   13      21.00      50.00       0.00     151.00     185.00       0.00
   14      17.00      17.00       0.00      30.00      41.00       0.00
   15      46.00      37.00       0.00     101.00     115.00       0.00
   16      28.00      12.00       0.00     236.00     264.00       0.00
   17      16.00      35.00       0.00     199.00     216.00       0.00
   18       9.00      34.00       0.00       0.00      17.00       0.00
   19      26.00      31.00       0.00      46.00      69.00       0.00
   20      48.00      28.00       0.00      78.00     109.00       0.00
   21      39.00       5.00       0.00     340.00     359.00       0.00
   22      32.00      29.00       0.00      56.00      77.00       0.00
   23      27.00       1.00       0.00     240.00     259.00       0.00
   24      21.00       1.00       0.00     244.00     279.00       0.00
   25      29.00      37.00       0.00     203.00     229.00       0.00
   26      22.00      42.00       0.00     162.00     183.00       0.00
   27      15.00      13.00       0.00     274.00     302.00       0.00
   28      44.00      48.00       0.00     407.00     418.00       0.00
   29      34.00      28.00       0.00      61.00      86.00       0.00
   30      46.00       2.00       0.00     342.00     361.00       0.00
   31      20.00      27.00       0.00      11.00      32.00       0.00
   32      50.00      12.00       0.00     361.00     383.00       0.00
   33      43.00      21.00       0.00      85.00      96.00       0.00
   34      21.00      22.00       0.00      41.00      54.00       0.00
   35      28.00       6.00       0.00     250.00     258.00       0.00
   36       9.00      14.00       0.00     492.00     497.00       0.00
   37      31.00      33.00       0.00      64.00      90.00       0.00
   38      40.00      40.00       0.00     112.00     140.00       0.00
   39      37.00       2.00       0.00     328.00     359.00       0.00
   40      44.00      35.00       0.00     130.00     146.00       0.00
   41      26.00      18.00       0.00     220.00     247.00       0.00
   42      30.00       3.00       0.00     309.00     335.00       0.00
   43      29.00       2.00       0.00     247.00     276.00       0.00
   44      20.00      46.00       0.00     162.00     193.00       0.00
   45      46.00      31.00       0.00      91.00     112.00       0.00
   46      21.00      46.00       0.00     164.00     179.00       0.00
   47      22.00       7.00       0.00     256.00     275.00       0.00
   48      44.00      40.00       0.00     111.00     120.00       0.00
   49      48.00      28.00       0.00      91.00     113.00       0.00
   50      35.00      10.00       0.00     325.00     336.00       0.00
   51      24.00       8.00       0.00     285.00     314.00       0.00
   52      45.00      43.00       0.00     113.00     142.00       0.00
   53       5.00      19.00       0.00     563.00     578.00       0.00
   54      45.00      13.00       0.00     362.00     367.00       0.00
   55      23.00       9.00       0.00     269.00     286.00       0.00
   56      14.00      30.00       0.00      14.00      36.00       0.00
   57      47.00       9.00       0.00     441.00     465.00       0.00
   58       3.00       4.00       0.00     494.00     524.00       0.00
   59      32.00      39.00       0.00     148.00     152.00       0.00
   60      14.00      29.00       0.00     521.00     558.00       0.00
   61       0.00       0.00       0.00       0.00     606.00       0.00
