!! n100w60.005    56.37 797


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       0.00      18.00       0.00       0.00     850.00       0.00
    1      49.00      24.00       0.00     142.00     167.00       0.00
    2      10.00      38.00       0.00     274.00     361.00       0.00
    3      21.00      11.00       0.00     210.00     261.00       0.00
    4      14.00      10.00       0.00     552.00     603.00       0.00
    5      33.00      35.00       0.00      52.00     143.00       0.00
    6      50.00      11.00       0.00     463.00     504.00       0.00
    7       4.00      46.00       0.00     267.00     332.00       0.00
    8      16.00      10.00       0.00     199.00     274.00       0.00
    9       6.00      33.00       0.00     740.00     834.00       0.00
   10      44.00       3.00       0.00     474.00     536.00       0.00
   11      47.00      33.00       0.00     109.00     193.00       0.00
   12       6.00      49.00       0.00     290.00     372.00       0.00
   13      38.00      16.00       0.00     441.00     503.00       0.00
   14       6.00      22.00       0.00      12.00      78.00       0.00
   15      26.00       1.00       0.00     529.00     551.00       0.00
   16       8.00      31.00       0.00     255.00     270.00       0.00
   17      33.00      34.00       0.00      64.00     115.00       0.00
   18      38.00      14.00       0.00     172.00     180.00       0.00
   19      25.00      32.00       0.00     579.00     674.00       0.00
   20      15.00       7.00       0.00     201.00     223.00       0.00
   21      20.00      24.00       0.00      30.00     100.00       0.00
   22      15.00      49.00       0.00     260.00     354.00       0.00
   23      43.00      37.00       0.00     355.00     452.00       0.00
   24       8.00      20.00       0.00       5.00      75.00       0.00
   25      36.00      18.00       0.00     127.00     205.00       0.00
   26      11.00      26.00       0.00     218.00     267.00       0.00
   27      49.00      40.00       0.00     114.00     176.00       0.00
   28      32.00      21.00       0.00     401.00     471.00       0.00
   29       0.00      16.00       0.00       0.00      50.00       0.00
   30      14.00      43.00       0.00     295.00     377.00       0.00
   31      35.00      42.00       0.00      98.00     150.00       0.00
   32      13.00      45.00       0.00     286.00     350.00       0.00
   33      36.00      29.00       0.00     629.00     649.00       0.00
   34      38.00      41.00       0.00      54.00     123.00       0.00
   35      50.00      45.00       0.00     347.00     423.00       0.00
   36      11.00      16.00       0.00     204.00     278.00       0.00
   37      33.00      39.00       0.00      48.00     140.00       0.00
   38      35.00      10.00       0.00     132.00     191.00       0.00
   39      41.00      48.00       0.00     370.00     385.00       0.00
   40      31.00      17.00       0.00     167.00     248.00       0.00
   41       7.00      31.00       0.00     244.00     304.00       0.00
   42      37.00      23.00       0.00     433.00     466.00       0.00
   43      34.00      13.00       0.00     165.00     228.00       0.00
   44      13.00      23.00       0.00      40.00      64.00       0.00
   45       1.00      41.00       0.00     272.00     332.00       0.00
   46       6.00      29.00       0.00     253.00     273.00       0.00
   47       3.00      45.00       0.00     289.00     306.00       0.00
   48      25.00      14.00       0.00     176.00     228.00       0.00
   49      27.00      27.00       0.00     415.00     494.00       0.00
   50      16.00      20.00       0.00      21.00      82.00       0.00
   51      36.00       0.00       0.00     487.00     589.00       0.00
   52      48.00      47.00       0.00      98.00     166.00       0.00
   53       9.00      48.00       0.00     292.00     353.00       0.00
   54      40.00      19.00       0.00     108.00     169.00       0.00
   55       4.00       1.00       0.00     543.00     604.00       0.00
   56       4.00      49.00       0.00     256.00     331.00       0.00
