!! n20w40.004    38.45 404


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       9.00      42.00       0.00       0.00     407.00       0.00
    1       2.00      12.00       0.00      10.00      45.00       0.00
    2      40.00       6.00       0.00     203.00     269.00       0.00
    3      37.00      30.00       0.00     111.00     150.00       0.00
    4       6.00      19.00       0.00      35.00      99.00       0.00
    5       1.00      20.00       0.00      16.00      64.00       0.00
    6      19.00      16.00       0.00     137.00     193.00       0.00
    7      19.00      18.00       0.00      65.00      74.00       0.00
    8      34.00      29.00       0.00     114.00     189.00       0.00
    9      47.00       6.00       0.00     317.00     355.00       0.00
   10      11.00      16.00       0.00      74.00     122.00       0.00
   11      24.00      29.00       0.00      98.00     108.00       0.00
   12      48.00      23.00       0.00      99.00     151.00       0.00
   13       2.00      45.00       0.00       0.00      11.00       0.00
   14      47.00      31.00       0.00     261.00     291.00       0.00
   15      34.00      32.00       0.00      88.00     126.00       0.00
   16       1.00      33.00       0.00     190.00     221.00       0.00
   17      13.00      22.00       0.00      48.00      70.00       0.00
   18       9.00       9.00       0.00      34.00      65.00       0.00
   19      34.00      24.00       0.00     112.00     152.00       0.00
   20      12.00      40.00       0.00     278.00     304.00       0.00
   21       0.00       0.00       0.00       0.00     407.00       0.00
