!! n20w80.001    71.85 408


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      36.00      15.00       0.00       0.00     441.00       0.00
    1      34.00      48.00       0.00      30.00      89.00       0.00
    2      45.00      36.00       0.00     335.00     348.00       0.00
    3      38.00      15.00       0.00       2.00      66.00       0.00
    4      17.00       1.00       0.00     226.00     298.00       0.00
    5      32.00      38.00       0.00      40.00     118.00       0.00
    6      12.00      10.00       0.00     193.00     271.00       0.00
    7       5.00      39.00       0.00     123.00     224.00       0.00
    8      15.00       2.00       0.00     164.00     250.00       0.00
    9      15.00       3.00       0.00     352.00     417.00       0.00
   10      29.00      43.00       0.00     165.00     218.00       0.00
   11      31.00      45.00       0.00      28.00     115.00       0.00
   12      32.00      26.00       0.00      33.00     128.00       0.00
   13      45.00       1.00       0.00       0.00      75.00       0.00
   14      22.00      45.00       0.00      80.00     162.00       0.00
   15      43.00      37.00       0.00      85.00     163.00       0.00
   16       7.00      26.00       0.00     209.00     307.00       0.00
   17      47.00      48.00       0.00     138.00     173.00       0.00
   18      27.00      28.00       0.00      68.00     129.00       0.00
   19      35.00       4.00       0.00       0.00      67.00       0.00
   20      43.00       1.00       0.00     283.00     373.00       0.00
   21       0.00       0.00       0.00       0.00     441.00       0.00
