!! n40w80.004    68.72 470


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      36.00       1.00       0.00       0.00     549.00       0.00
    1      16.00      43.00       0.00     113.00     247.00       0.00
    2      50.00      24.00       0.00       0.00      93.00       0.00
    3      29.00      49.00       0.00      95.00     156.00       0.00
    4      41.00      41.00       0.00      36.00      98.00       0.00
    5      30.00      14.00       0.00     211.00     320.00       0.00
    6      46.00       4.00       0.00     366.00     415.00       0.00
    7      36.00      47.00       0.00     304.00     375.00       0.00
    8      29.00      37.00       0.00      41.00     155.00       0.00
    9      10.00      19.00       0.00      94.00     183.00       0.00
   10      46.00      26.00       0.00       0.00      61.00       0.00
   11      16.00      18.00       0.00     197.00     234.00       0.00
   12      28.00      14.00       0.00     214.00     243.00       0.00
   13      24.00      34.00       0.00     270.00     360.00       0.00
   14       8.00      36.00       0.00     138.00     220.00       0.00
   15      48.00      10.00       0.00       3.00      58.00       0.00
   16       3.00       7.00       0.00     262.00     312.00       0.00
   17       7.00       1.00       0.00     430.00     520.00       0.00
   18      29.00       0.00       0.00     409.00     464.00       0.00
   19      16.00      20.00       0.00     106.00     183.00       0.00
   20      47.00      22.00       0.00      34.00     112.00       0.00
   21       7.00      15.00       0.00     281.00     322.00       0.00
   22      29.00      20.00       0.00     207.00     260.00       0.00
   23       8.00       5.00       0.00     265.00     323.00       0.00
   24      45.00      43.00       0.00      24.00      92.00       0.00
   25      41.00      14.00       0.00       0.00      65.00       0.00
   26      45.00      28.00       0.00       4.00     100.00       0.00
   27      44.00      42.00       0.00       3.00     113.00       0.00
   28       4.00      32.00       0.00     170.00     205.00       0.00
   29      25.00       4.00       0.00     259.00     290.00       0.00
   30      42.00      40.00       0.00      45.00     113.00       0.00
   31       2.00      27.00       0.00     147.00     203.00       0.00
   32      48.00      20.00       0.00     344.00     425.00       0.00
   33      21.00      36.00       0.00      92.00     184.00       0.00
   34       2.00      43.00       0.00     170.00     199.00       0.00
   35      33.00      21.00       0.00     372.00     478.00       0.00
   36      43.00       0.00       0.00       7.00      48.00       0.00
   37       5.00      19.00       0.00      97.00     173.00       0.00
   38      22.00      31.00       0.00     105.00     185.00       0.00
   39      37.00      40.00       0.00      43.00      83.00       0.00
   40      28.00       1.00       0.00     410.00     447.00       0.00
   41       0.00       0.00       0.00       0.00     549.00       0.00

