!! n100w60.004    62.81 848


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       1.00      45.00       0.00       0.00     878.00       0.00
    1      35.00      27.00       0.00     103.00     144.00       0.00
    2      41.00       1.00       0.00     461.00     488.00       0.00
    3      47.00       5.00       0.00     678.00     732.00       0.00
    4       7.00      12.00       0.00      16.00     117.00       0.00
    5      38.00      28.00       0.00     627.00     664.00       0.00
    6      25.00      34.00       0.00     236.00     298.00       0.00
    7      46.00      10.00       0.00     453.00     512.00       0.00
    8      11.00      29.00       0.00       0.00      81.00       0.00
    9      43.00      10.00       0.00     460.00     499.00       0.00
   10      31.00      26.00       0.00      53.00     157.00       0.00
   11       4.00      43.00       0.00     348.00     441.00       0.00
   12       1.00      18.00       0.00      21.00      67.00       0.00
   13      27.00      30.00       0.00     387.00     481.00       0.00
   14      32.00      14.00       0.00     152.00     204.00       0.00
   15      45.00       3.00       0.00     441.00     484.00       0.00
   16      40.00       3.00       0.00     156.00     228.00       0.00
   17      16.00      44.00       0.00     374.00     469.00       0.00
   18      24.00      15.00       0.00     204.00     208.00       0.00
   19      12.00      41.00       0.00     192.00     276.00       0.00
   20      36.00      24.00       0.00      59.00     163.00       0.00
   21      34.00      45.00       0.00     246.00     322.00       0.00
   22      29.00      30.00       0.00      81.00     112.00       0.00
   23      13.00      48.00       0.00     551.00     639.00       0.00
   24      24.00      23.00       0.00      44.00     102.00       0.00
   25      46.00      21.00       0.00      98.00     203.00       0.00
   26      36.00       7.00       0.00     145.00     233.00       0.00
   27       5.00      30.00       0.00     542.00     604.00       0.00
   28      28.00      42.00       0.00     259.00     326.00       0.00
   29      38.00      29.00       0.00      69.00     136.00       0.00
   30      47.00      29.00       0.00     106.00     167.00       0.00
   31      28.00      35.00       0.00     272.00     331.00       0.00
   32      22.00      49.00       0.00     374.00     436.00       0.00
   33      48.00      41.00       0.00     725.00     795.00       0.00
   34       2.00      23.00       0.00      11.00      77.00       0.00
   35      26.00      15.00       0.00     199.00     251.00       0.00
   36      36.00      22.00       0.00     403.00     472.00       0.00
   37      37.00       5.00       0.00     149.00     229.00       0.00
   38      10.00      27.00       0.00       0.00      91.00       0.00
   39      20.00      40.00       0.00     226.00     283.00       0.00
   40       3.00      13.00       0.00       0.00      64.00       0.00
   41       5.00      31.00       0.00       0.00      43.00       0.00
   42      18.00      38.00       0.00     382.00     413.00       0.00
   43      17.00      46.00       0.00     231.00     258.00       0.00
   44       3.00      21.00       0.00     509.00     572.00       0.00
   45      46.00      36.00       0.00     326.00     344.00       0.00
   46      25.00      22.00       0.00      34.00     122.00       0.00
   47      19.00      42.00       0.00     195.00     269.00       0.00
   48      47.00      40.00       0.00     316.00     371.00       0.00
   49       7.00      18.00       0.00      13.00      80.00       0.00
   50      38.00      45.00       0.00     265.00     321.00       0.00
   51      20.00      38.00       0.00     265.00     300.00       0.00
   52       5.00      22.00       0.00       0.00      68.00       0.00
   53      32.00      39.00       0.00     254.00     359.00       0.00
   54      26.00      21.00       0.00      77.00     133.00       0.00
   55      50.00      45.00       0.00     286.00     357.00       0.00
   56      33.00      12.00       0.00     177.00     219.00       0.00
