!! n100w100.005    77.76 873


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      14.00      15.00        .00        .00     857.00        .00
    1       7.00      24.00        .00     216.00     392.00        .00
    2      15.00      27.00        .00        .00      79.00        .00
    3       5.00      30.00        .00     528.00     568.00        .00
    4      45.00      26.00        .00      54.00     179.00        .00
    5      44.00      43.00        .00     122.00     240.00        .00
    6      16.00      20.00        .00        .00      44.00        .00
    7      39.00      28.00        .00     585.00     647.00        .00
    8      48.00      31.00        .00      92.00     183.00        .00
    9      39.00      32.00        .00      44.00     141.00        .00
   10      17.00       1.00        .00     315.00     387.00        .00
   11      38.00      40.00        .00     158.00     234.00        .00
   12       3.00      48.00        .00     181.00     290.00        .00
   13       2.00      20.00        .00     486.00     625.00        .00
   14      10.00      12.00        .00     285.00     390.00        .00
   15      44.00      31.00        .00     106.00     149.00        .00
   16       5.00      42.00        .00     197.00     300.00        .00
   17       8.00      11.00        .00     256.00     355.00        .00
   18      49.00       1.00        .00     398.00     521.00        .00
   19      47.00      47.00        .00     138.00     199.00        .00
   20      26.00      48.00        .00     143.00     301.00        .00
   21      18.00      33.00        .00        .00      93.00        .00
   22      30.00      26.00        .00      27.00     124.00        .00
   23       5.00      15.00        .00     283.00     398.00        .00
   24      21.00       7.00        .00     308.00     437.00        .00
   25       8.00      47.00        .00     186.00     272.00        .00
   26      18.00      30.00        .00        .00      88.00        .00
   27      15.00      20.00        .00     549.00     628.00        .00
   28      24.00      29.00        .00      12.00     159.00        .00
   29      29.00      32.00        .00      35.00     117.00        .00
   30      19.00      36.00        .00      23.00      77.00        .00
   31      27.00      38.00        .00     175.00     241.00        .00
   32      44.00      15.00        .00     706.00     827.00        .00
   33      21.00      36.00        .00        .00      94.00        .00
   34      40.00       3.00        .00     380.00     516.00        .00
   35      47.00       7.00        .00     377.00     526.00        .00
   36      44.00      10.00        .00     600.00     717.00        .00
   37       9.00      43.00        .00     201.00     326.00        .00
   38       2.00      14.00        .00     500.00     613.00        .00
   39      39.00      44.00        .00     176.00     286.00        .00
   40      27.00       8.00        .00     362.00     498.00        .00
   41       9.00       9.00        .00     302.00     349.00        .00
   42      36.00      16.00        .00     322.00     459.00        .00
   43      17.00       2.00        .00     287.00     372.00        .00
   44       5.00      45.00        .00     201.00     260.00        .00
   45      11.00      27.00        .00        .00      83.00        .00
   46      31.00      46.00        .00     110.00     276.00        .00
   47      34.00      32.00        .00      28.00     136.00        .00
   48      20.00      44.00        .00     561.00     665.00        .00
   49      14.00      43.00        .00     204.00     251.00        .00
   50      21.00      12.00        .00     426.00     527.00        .00
   51      11.00      19.00        .00     253.00     329.00        .00
   52        .00      41.00        .00     212.00     303.00        .00
   53       8.00       7.00        .00     304.00     393.00        .00
   54      23.00        .00        .00     333.00     447.00        .00
   55      13.00      32.00        .00        .00     109.00        .00
   56      17.00      21.00        .00        .00      33.00        .00
   57      42.00      33.00        .00      47.00     176.00        .00
   58       4.00       1.00        .00     282.00     385.00        .00
   59      18.00       4.00        .00     414.00     563.00        .00
   60      33.00      28.00        .00      91.00     170.00        .00
   61      41.00      33.00        .00     116.00     151.00        .00
   62      10.00      48.00        .00     219.00     273.00        .00
   63      28.00      15.00        .00     310.00     454.00        .00
   64      46.00      42.00        .00      90.00     186.00        .00
   65      16.00      14.00        .00     462.00     595.00        .00
   66      25.00      32.00        .00      34.00     137.00        .00
   67      28.00       9.00        .00     353.00     456.00        .00
   68      18.00      26.00        .00        .00      66.00        .00
   69      13.00       2.00        .00     300.00     371.00        .00
   70      30.00      31.00        .00      36.00     170.00        .00
   71      31.00      17.00        .00     334.00     485.00        .00
   72      15.00      37.00        .00       6.00     118.00        .00
   73      14.00      25.00        .00     641.00     729.00        .00
   74       4.00       7.00        .00     265.00     388.00        .00
   75      24.00       9.00        .00     295.00     388.00        .00
   76      19.00      15.00        .00     435.00     516.00        .00
   77      27.00      24.00        .00      25.00     177.00        .00
   78      20.00      29.00        .00        .00      77.00        .00
   79       9.00       6.00        .00     505.00     585.00        .00
   80       6.00      29.00        .00     240.00     346.00        .00
   81      16.00      28.00        .00       1.00      75.00        .00
   82      32.00       2.00        .00     398.00     508.00        .00
   83      26.00      20.00        .00     322.00     413.00        .00
   84      46.00       3.00        .00     386.00     492.00        .00
   85      36.00      46.00        .00     171.00     220.00        .00
   86      10.00      31.00        .00        .00      70.00        .00
   87      36.00       2.00        .00     430.00     509.00        .00
   88      17.00       4.00        .00     312.00     410.00        .00
   89      46.00      31.00        .00      72.00     155.00        .00
   90      15.00      36.00        .00      10.00     120.00        .00
   91      33.00      19.00        .00     344.00     485.00        .00
   92      47.00      47.00        .00      92.00     240.00        .00
   93      33.00      14.00        .00     456.00     551.00        .00
   94      19.00       2.00        .00     275.00     429.00        .00
   95      11.00      43.00        .00     193.00     332.00        .00
   96       9.00      28.00        .00     251.00     357.00        .00
   97      16.00       2.00        .00     296.00     409.00        .00
   98      20.00      38.00        .00        .00      89.00        .00
   99      19.00      11.00        .00     482.00     548.00        .00
  100       4.00      17.00        .00     679.00     750.00        .00
  101        .00        .00        .00        .00     857.00        .00
