!! n150w20.005    19.67 959


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      36.00       7.00       0.00       0.00     959.00       0.00
    1      46.00       7.00       0.00     491.00     520.00       0.00
    2      29.00      27.00       0.00     181.00     194.00       0.00
    3      12.00      45.00       0.00     806.00     840.00       0.00
    4      44.00      24.00       0.00      46.00      69.00       0.00
    5      38.00      36.00       0.00     152.00     184.00       0.00
    6      23.00       7.00       0.00     449.00     460.00       0.00
    7      40.00      36.00       0.00      72.00      99.00       0.00
    8       6.00       2.00       0.00     409.00     431.00       0.00
    9      35.00      11.00       0.00     452.00     478.00       0.00
   10      43.00      49.00       0.00     112.00     118.00       0.00
   11      49.00      10.00       0.00       6.00      28.00       0.00
   12      23.00      21.00       0.00     200.00     207.00       0.00
   13      22.00      14.00       0.00     524.00     552.00       0.00
   14      27.00      10.00       0.00     440.00     449.00       0.00
   15      40.00      21.00       0.00      38.00      61.00       0.00
   16       5.00       9.00       0.00     400.00     413.00       0.00
   17       6.00      47.00       0.00     264.00     280.00       0.00
   18      44.00      36.00       0.00      81.00      94.00       0.00
   19      18.00      13.00       0.00     366.00     389.00       0.00
   20      11.00      22.00       0.00     317.00     341.00       0.00
   21      21.00       3.00       0.00     432.00     441.00       0.00
   22       1.00      16.00       0.00     337.00     356.00       0.00
   23      44.00      41.00       0.00     116.00     141.00       0.00
   24      17.00      23.00       0.00     197.00     223.00       0.00
   25       6.00      42.00       0.00     254.00     288.00       0.00
   26      16.00      31.00       0.00     205.00     226.00       0.00
   27      35.00      34.00       0.00      76.00      85.00       0.00
   28      45.00      47.00       0.00     110.00     118.00       0.00
   29      43.00      44.00       0.00     105.00     120.00       0.00
   30       5.00      43.00       0.00     253.00     269.00       0.00
   31      45.00       6.00       0.00       0.00      26.00       0.00
   32      13.00      22.00       0.00     894.00     913.00       0.00
   33      21.00      24.00       0.00     200.00     223.00       0.00
   34      48.00      34.00       0.00      76.00      97.00       0.00
   35       8.00      10.00       0.00     775.00     801.00       0.00
   36       8.00      21.00       0.00     321.00     340.00       0.00
   37      16.00      24.00       0.00     711.00     734.00       0.00
   38      12.00      35.00       0.00     213.00     226.00       0.00
   39       8.00      32.00       0.00     239.00     264.00       0.00
   40      20.00      15.00       0.00     368.00     402.00       0.00
   41      40.00      13.00       0.00     508.00     518.00       0.00
   42       3.00      48.00       0.00     678.00     693.00       0.00
   43       5.00      34.00       0.00     274.00     305.00       0.00
   44       0.00      19.00       0.00     293.00     328.00       0.00
   45       9.00      20.00       0.00     306.00     334.00       0.00
   46      28.00      13.00       0.00     444.00     469.00       0.00
   47      44.00      36.00       0.00      69.00     105.00       0.00
   48      38.00      29.00       0.00     554.00     590.00       0.00
   49      28.00      16.00       0.00     525.00     541.00       0.00
   50      34.00      19.00       0.00     459.00     495.00       0.00
   51      21.00      46.00       0.00     609.00     627.00       0.00
   52       3.00       8.00       0.00     341.00     369.00       0.00
   53      48.00      41.00       0.00     120.00     133.00       0.00
   54      10.00      11.00       0.00     384.00     395.00       0.00
   55      27.00      29.00       0.00     172.00     196.00       0.00
   56      12.00       9.00       0.00     360.00     389.00       0.00
   57      40.00      20.00       0.00     477.00     495.00       0.00
   58       7.00      34.00       0.00     232.00     248.00       0.00
   59       0.00      26.00       0.00     292.00     304.00       0.00
   60       4.00      45.00       0.00     250.00     273.00       0.00
   61      37.00      25.00       0.00      62.00      72.00       0.00
   62      33.00      28.00       0.00      63.00      85.00       0.00
   63      11.00      11.00       0.00     360.00     388.00       0.00
   64      47.00       7.00       0.00       5.00      31.00       0.00
   65      44.00      36.00       0.00      79.00     101.00       0.00
   66      13.00      12.00       0.00     361.00     392.00       0.00
   67       1.00      43.00       0.00     261.00     282.00       0.00
   68       7.00      17.00       0.00     319.00     327.00       0.00
   69      23.00      32.00       0.00     586.00     590.00       0.00
   70      14.00      15.00       0.00     372.00     397.00       0.00
   71       2.00      13.00       0.00     392.00     417.00       0.00
   72      32.00      32.00       0.00      66.00      78.00       0.00
   73      37.00      43.00       0.00     142.00     175.00       0.00
   74      46.00      48.00       0.00     112.00     136.00       0.00
   75      17.00      39.00       0.00     212.00     240.00       0.00
   76      12.00      36.00       0.00     229.00     239.00       0.00
   77      20.00      33.00       0.00     582.00     609.00       0.00
   78      25.00      22.00       0.00     545.00     572.00       0.00
   79      24.00      43.00       0.00     621.00     643.00       0.00
   80       3.00      35.00       0.00     254.00     262.00       0.00
   81      14.00      31.00       0.00     201.00     237.00       0.00
   82      12.00       8.00       0.00     359.00     374.00       0.00
   83      45.00      34.00       0.00      85.00     105.00       0.00
   84      23.00      32.00       0.00     587.00     618.00       0.00
   85      24.00      10.00       0.00     433.00     463.00       0.00
   86      14.00      41.00       0.00     216.00     239.00       0.00
   87      39.00      27.00       0.00      50.00      66.00       0.00
   88      14.00      11.00       0.00     716.00     736.00       0.00
   89      41.00      48.00       0.00     125.00     157.00       0.00
   90       6.00      20.00       0.00     312.00     330.00       0.00
   91       5.00      10.00       0.00     337.00     357.00       0.00
   92      24.00      49.00       0.00     606.00     631.00       0.00
   93      34.00      48.00       0.00     631.00     668.00       0.00
   94      24.00      49.00       0.00     624.00     642.00       0.00
   95      15.00       4.00       0.00     418.00     439.00       0.00
   96       7.00      37.00       0.00     242.00     259.00       0.00
   97      15.00      38.00       0.00     211.00     233.00       0.00
   98      25.00      23.00       0.00     196.00     209.00       0.00
   99       7.00      13.00       0.00     392.00     400.00       0.00
  100      45.00      35.00       0.00      81.00      89.00       0.00
  101      17.00      26.00       0.00     192.00     220.00       0.00
  102      13.00       6.00       0.00     359.00     370.00       0.00
  103      48.00      22.00       0.00      20.00      33.00       0.00
  104      31.00      21.00       0.00     556.00     562.00       0.00
  105      43.00      40.00       0.00      96.00     114.00       0.00
  106      39.00       5.00       0.00       0.00      10.00       0.00
  107      20.00      39.00       0.00     689.00     703.00       0.00
  108      31.00      40.00       0.00     156.00     174.00       0.00
  109      33.00      15.00       0.00     466.00     486.00       0.00
  110      19.00      40.00       0.00     604.00     629.00       0.00
  111      24.00      27.00       0.00     186.00     199.00       0.00
  112       6.00      39.00       0.00     259.00     265.00       0.00
  113       2.00      27.00       0.00     795.00     821.00       0.00
  114      13.00      50.00       0.00     656.00     686.00       0.00
  115      44.00      35.00       0.00      94.00     102.00       0.00
  116      10.00       5.00       0.00     349.00     372.00       0.00
  117      46.00      16.00       0.00      25.00      46.00       0.00
  118      33.00       1.00       0.00     755.00     764.00       0.00
  119      44.00      13.00       0.00       6.00      23.00       0.00
  120      49.00      36.00       0.00     124.00     145.00       0.00
  121      13.00       5.00       0.00     408.00     433.00       0.00
  122      17.00      31.00       0.00     582.00     595.00       0.00
  123      22.00      36.00       0.00     600.00     604.00       0.00
  124      16.00      12.00       0.00     365.00     394.00       0.00
  125       0.00      12.00       0.00     341.00     345.00       0.00
  126      16.00      46.00       0.00     665.00     666.00       0.00
  127      40.00       8.00       0.00     494.00     507.00       0.00
  128      37.00      13.00       0.00     476.00     497.00       0.00
  129      10.00       4.00       0.00     413.00     434.00       0.00
  130       5.00       3.00       0.00     352.00     356.00       0.00
  131      18.00      15.00       0.00     380.00     385.00       0.00
  132      49.00      22.00       0.00      26.00      45.00       0.00
