0.000000	18.474686	59.327568	61.376666	57.493889	56.472999	48.767672	65.467857	36.423474	56.128006	44.850180	47.546425	47.507983	51.063752	37.649351	17.000356	50.450955	20.765161	33.631350	37.735363	19.292056
22.539762	0.000000	27.094522	19.748558	21.272426	33.906139	19.021150	18.966193	39.382086	46.845534	15.847491	20.286772	20.206279	36.401612	51.647472	28.243344	18.847940	64.625432	50.274089	52.954731	23.738887
14.801894	13.957312	0.000000	66.427932	45.273422	45.059404	65.910646	60.083195	29.999545	35.428515	45.553753	51.650731	41.172576	48.990663	46.930348	30.226300	29.596253	37.196525	30.045871	46.079827	49.495405
37.341730	33.842390	62.577400	0.000000	64.087647	68.436816	61.273308	47.432664	60.170851	44.886720	17.490351	38.554139	61.177751	60.598023	33.426798	23.105306	16.677722	14.714994	25.971073	64.558855	15.444773
47.757016	26.736527	47.345334	46.027067	0.000000	25.199437	65.451607	40.577143	27.638735	37.506031	51.859623	23.542282	17.385280	38.562587	62.837587	25.585955	28.130066	55.259150	34.713821	59.241455	61.521256
57.432966	65.912983	25.509821	53.750898	25.389496	0.000000	36.972764	39.103933	45.855782	20.140746	20.937332	35.404072	23.743735	40.445484	65.235671	54.726766	18.271549	45.729289	29.709684	19.196108	64.638207
56.726380	45.835277	40.312392	61.732487	66.394044	65.722671	0.000000	61.610981	60.222107	14.425380	21.818119	39.914693	48.743094	21.202135	24.103666	25.992573	60.948095	66.353739	56.117794	18.144356	26.426431
16.627810	14.326225	21.752676	18.610246	27.146123	44.243810	53.542026	0.000000	30.227605	38.696503	51.820274	34.519997	56.912294	51.895449	56.301934	34.184960	28.650640	24.498575	16.144754	17.917213	30.513193
66.276947	15.637861	41.648924	51.040310	20.761559	66.111034	63.238321	38.738746	0.000000	35.566588	51.513371	31.659078	48.556146	22.497527	66.262330	46.085932	38.755845	45.251164	63.504636	22.435913	35.534197
36.936967	60.227299	66.252253	33.247538	23.850731	64.625170	65.502524	38.588099	26.454378	0.000000	37.198006	27.506366	27.574877	14.359585	47.592718	67.970906	22.629903	40.568733	17.278671	29.504238	50.005251
50.189080	36.940077	29.430423	36.434156	59.110399	16.221201	32.798861	67.704930	63.291169	68.062216	0.000000	26.491430	16.897928	62.018268	34.472318	54.733597	23.117550	30.384869	26.728252	65.353581	61.227459
54.841914	66.744513	38.459828	29.745113	36.578253	46.805656	62.767146	43.669293	46.154227	35.988987	28.586572	0.000000	41.421478	34.142311	54.832607	64.343900	16.368228	38.148226	32.796484	50.992194	52.636956
32.425057	61.882065	29.191941	52.626458	34.122813	64.231708	35.945639	32.475082	28.992924	20.040537	51.800796	65.697584	0.000000	45.962931	14.624568	58.289590	32.001275	19.028912	42.193390	18.680538	36.184526
62.305451	21.013689	61.473858	64.244669	64.297173	66.762095	15.674653	35.024580	30.141585	62.269496	63.451583	49.929240	17.891475	0.000000	16.984948	63.443766	62.913817	42.685908	68.388331	39.491562	67.378076
31.673742	17.163777	39.875028	26.765048	33.862431	32.193761	21.012481	32.517867	49.822871	68.460434	53.233085	58.255352	62.460692	51.964017	0.000000	26.956213	42.305396	66.239003	19.563827	54.547814	64.983598
35.609133	21.799915	49.690555	19.029738	45.543290	22.962592	16.907714	20.047703	67.401935	60.670445	28.564614	35.609705	32.590553	48.727442	37.360455	0.000000	49.507480	43.123380	35.895952	31.293156	54.101532
46.925686	48.486290	19.360739	15.299625	35.852550	33.707473	14.747935	59.884172	25.912937	18.375039	19.180771	17.324991	60.623935	44.370596	38.711244	24.637869	0.000000	56.525082	64.511207	62.783883	61.834813
67.806712	33.677046	34.326126	27.997567	51.059349	42.436014	22.459522	66.896083	23.486182	18.159054	53.135185	41.518428	43.812631	42.237727	61.781454	13.775808	31.139196	0.000000	32.118404	65.487467	34.345421
57.095000	27.119943	22.799421	29.815401	40.768889	59.964076	37.094359	58.528225	22.269808	17.829677	19.597450	27.211320	20.140405	64.804354	26.971387	40.189966	48.755840	34.381880	0.000000	32.986106	55.894202
47.767266	61.617115	25.341403	35.785825	42.574528	13.729919	17.182747	64.795188	60.736903	22.421214	20.038271	48.632933	39.970273	16.404322	52.884882	23.177734	58.490183	62.049145	36.152996	0.000000	54.102866
51.739850	52.632976	40.196793	33.372941	64.297131	32.311781	66.483212	27.779032	40.655694	23.866381	31.579576	38.188858	33.282609	53.799581	29.587257	56.399033	32.580269	54.026986	61.153812	40.355293	0.000000
