12.975386	45.010543	35.096260	34.895890	9.991604	46.164853	19.762148	13.157233	43.173354	20.035387	10.031807	17.197380	27.630932	30.707363	31.273417	13.124004	35.190294	11.171765	34.049626	44.515047	42.979789	14.500829	24.131416	43.878245	37.292767	42.230818	37.297625	19.370213	25.264959	34.036465	13.586582	26.078225	24.521259	42.978955	9.416977	21.484055	42.329062	43.171105	9.899658	35.059728	15.733131
44.067833	11.769826	37.406966	35.828528	10.050933	10.364983	41.363242	29.913675	13.937939	31.141248	30.219596	39.149580	39.390811	41.494205	30.041074	11.543132	10.970449	17.722187	30.170652	11.992481	30.483104	18.714181	16.593657	45.462645	18.249126	32.415750	15.153615	11.919725	31.907899	21.138097	30.917104	29.843840	34.252310	11.782299	32.779571	37.365199	19.011944	16.519296	28.864462	19.123071	36.705908
43.144297	9.829975	32.297329	44.723064	43.434649	23.845588	31.832652	43.828782	24.027014	15.793328	14.344400	10.112229	40.136594	15.876834	14.192252	22.158335	31.001668	40.793253	26.449738	39.073956	27.581749	9.888925	25.473118	21.059174	30.846738	38.676123	11.319199	34.618896	9.324983	23.345148	31.847769	30.729498	19.953428	37.263311	37.451913	41.529148	34.310298	23.550970	24.273144	32.488935	45.603603
16.710700	22.106514	42.107536	34.009567	18.715707	28.977925	30.646647	28.653563	30.511337	22.082016	23.395234	45.939594	39.567974	34.967162	15.309405	22.174562	31.392917	43.460708	18.892799	16.501721	36.464388	18.554211	24.808682	18.018737	28.535991	15.000072	29.585257	14.697212	17.585771	38.577983	21.398989	40.792327	41.608490	40.110189	12.990167	35.530078	39.111661	38.016798	18.988959	32.875945	38.998860
38.483071	20.500256	42.901765	45.638574	46.353138	28.929895	22.567132	15.287928	10.442996	41.449645	35.061414	25.779773	46.198046	18.543005	37.268926	11.431760	17.209755	20.391541	31.427227	23.510471	28.360243	45.068117	10.514681	26.640605	17.562798	12.346535	13.373129	39.236440	37.866698	40.834885	40.020848	14.655377	9.993258	26.401419	10.345485	24.026077	26.171128	27.127762	39.243898	43.027653	38.152297
32.362001	29.384639	44.760992	38.975688	14.734955	16.303032	43.069520	35.813534	43.199358	18.621935	13.762164	14.780952	39.837454	45.924698	29.199260	43.254503	25.469986	44.302299	36.028068	10.326995	21.459640	30.125912	26.187850	20.121910	30.805694	28.588563	25.204715	23.148118	44.227085	43.606097	12.570462	21.026816	31.936399	39.735421	35.468938	30.711145	11.433063	34.061102	28.653726	30.580580	39.753445
45.685113	31.508308	12.797618	26.146094	45.661296	45.565794	40.029344	34.233670	9.799592	27.649516	26.775778	14.440690	37.571031	45.997971	21.933648	37.444805	13.962136	28.113429	38.013489	10.164047	39.498279	34.372951	26.053427	33.325338	27.364648	40.258992	34.418740	19.526444	34.345369	41.206723	37.162647	38.149499	39.412920	17.274347	20.813085	37.056514	17.289959	14.621658	10.302421	34.451001	12.311335
17.048208	35.820692	20.659385	25.533853	35.624551	14.013851	15.267000	25.380144	14.779428	16.344529	37.422983	31.707565	33.096411	20.322625	44.541646	38.461916	40.440573	24.035260	12.295463	23.105646	27.725713	17.004543	28.240242	22.617686	38.662057	46.047368	30.643539	38.645824	28.984981	14.897946	17.383323	36.253049	41.435494	41.371033	24.338027	36.029944	19.674230	44.116550	36.474272	35.658259	23.281626
37.285768	24.287543	9.426016	42.719447	13.810993	20.569145	29.553813	14.466479	32.188976	26.355814	40.174605	22.194195	17.564636	21.041317	42.009225	38.546728	33.767667	25.447221	31.876202	28.120192	40.724877	30.675858	28.610644	40.912701	35.426059	44.673128	40.541439	46.182704	21.315767	9.643160	41.407358	18.841623	27.119917	43.890932	27.629888	24.910403	24.143111	16.374592	20.275419	14.688635	35.993296
38.923935	38.821170	38.300413	33.452411	21.304230	24.539909	24.475983	21.248301	33.025129	41.268447	18.703273	25.445618	21.619421	19.322590	20.315413	27.494834	42.420162	31.125937	25.936789	19.707990	34.745050	9.823115	44.287220	38.371070	22.054582	36.024048	34.970295	35.114262	25.136673	22.552326	32.851470	32.178451	15.643690	28.473304	16.165945	25.296308	15.329506	19.070283	39.138383	31.933466	28.303287
41.349191	32.919576	26.848810	44.653110	14.964786	30.392227	25.262956	40.988378	30.902767	11.722859	11.285107	25.065992	32.554196	19.917932	35.530165	23.419699	37.150870	38.950875	28.901700	33.320527	17.852471	23.564562	45.815345	38.172266	42.447916	18.460481	10.932522	30.047286	46.395600	28.567646	30.597720	32.825849	41.917618	35.714337	27.752802	14.929735	14.610586	27.088274	42.331144	24.556815	11.993889
