9.367345	15.718842	15.092190	19.704191	19.362692	12.828691	12.134086	11.845111	6.406265	25.135582	19.370607	20.038667	17.419340	6.633329	8.265299	7.800868	9.005229	19.167570	19.693777	24.212015	20.087655	22.470484	18.729507	18.180837	16.517541	9.092848	21.293997	22.652992	6.987896	24.236930	15.123239	9.626147	6.655175	18.314835	13.662732	9.448904	18.540107	10.794983	24.823731	6.583327	6.845486	16.268858	8.639290	19.380897	12.151369	22.923583	20.391476	19.442347	20.104790	20.095275	11.598397	23.193024	23.252968	25.136028	9.357660	22.177416	19.521510	11.047484	23.089454	9.584240	22.598094
10.887883	16.241809	22.363652	21.088838	25.005737	12.200872	19.556532	6.076335	20.425533	15.775422	25.266261	22.200842	14.996080	23.337689	6.550757	16.228353	8.922034	15.384371	17.910151	17.873599	10.809964	8.290578	10.140491	5.155343	14.638661	19.124147	17.038602	13.185916	14.183295	17.426327	9.826331	10.579819	24.402307	8.130067	16.810230	6.004995	5.227803	19.670636	11.204792	25.127753	20.280570	14.723963	8.690426	6.005791	19.052010	18.960916	21.192466	15.597880	24.228552	10.324726	12.250747	19.852368	20.272972	15.441639	11.118179	18.903648	23.574320	24.069908	15.555235	7.505305	8.704971
7.742080	17.673785	19.027588	25.363709	18.130345	18.530216	16.610621	14.442399	19.360033	14.029023	7.976128	9.455758	15.764311	22.097121	23.486136	20.464104	17.978320	24.435705	8.136346	25.633282	11.372032	5.950059	16.941010	16.476135	12.268947	6.185052	13.771107	24.600599	5.996450	9.106733	16.335066	14.700171	13.217072	22.021593	9.183208	13.868950	9.319956	12.239142	5.597532	8.638395	17.890964	11.147944	20.688797	8.277694	5.409244	11.154644	25.275578	19.872851	23.940567	15.032637	12.623585	10.981925	9.454619	16.006347	20.479629	13.868305	23.116776	20.328716	24.172557	11.419192	19.222928
12.167589	6.823253	8.121975	24.881039	5.722292	12.428705	6.396369	19.453519	22.703203	12.540879	14.353201	13.197106	17.974466	19.499251	23.556000	5.442830	24.317706	13.967855	20.463966	21.289041	6.583049	13.201340	8.716772	8.695026	21.688709	14.100256	15.225453	12.954663	9.534247	22.413973	11.789160	17.378571	15.645531	12.169683	22.314775	10.006091	5.450774	22.508439	15.169985	23.006882	16.431570	6.778430	7.316192	24.197276	12.182637	23.682879	6.290137	5.509976	23.662947	16.009638	8.752029	6.510010	7.571775	20.586801	20.834358	21.485340	16.547774	15.258443	14.859669	10.792400	23.946477
20.541723	20.826866	14.093988	19.738218	15.180737	24.889362	25.295730	25.315307	21.829075	14.298116	19.433329	14.646278	25.272624	16.719873	18.171638	23.146549	22.529309	8.084844	6.748992	17.488251	21.669949	7.922255	5.167218	6.899845	10.181617	19.274343	15.507598	12.099691	20.351451	17.833660	15.525553	10.307484	10.650649	25.158485	23.474943	12.274299	15.110087	20.153094	22.072924	11.112323	19.856703	15.976985	11.816008	14.544712	19.219108	7.179440	12.457905	7.712401	13.862607	7.557423	22.661073	20.566954	7.203495	7.723650	20.803939	22.753279	8.472009	14.164826	15.767209	20.613754	24.226711
13.539564	25.425638	18.501886	8.349130	21.765721	6.737531	12.258772	16.707921	20.466968	14.430376	14.271512	23.923458	10.888901	19.903995	14.667599	11.907017	11.143676	16.691330	6.494084	11.491764	8.973914	18.605145	24.328595	22.116358	8.699665	15.623124	11.691614	17.036219	23.434788	18.589971	12.661953	16.846338	6.748107	19.567846	9.684484	17.013445	8.559841	25.272864	11.214540	9.322142	13.658148	15.767494	23.907389	11.392856	10.285038	17.517664	8.455974	16.206350	6.059320	24.696386	8.024264	16.576298	17.943650	7.368789	18.161722	5.925907	20.217406	22.868040	18.138934	8.529272	15.756347
22.025180	18.669416	19.658098	21.901913	12.043226	5.517769	19.533230	11.271669	20.095497	11.374628	25.068779	21.305435	19.917850	12.733063	6.520837	15.490164	25.094705	11.097521	23.307737	12.381384	16.021211	20.717843	19.261844	18.567600	21.526633	24.905555	19.840853	23.070472	16.445852	22.769415	15.705040	24.062478	7.071369	20.916968	16.589915	5.607133	12.992128	14.209810	24.963004	5.341167	13.087517	15.055396	12.172126	22.196884	11.448863	17.984212	9.219952	20.381407	8.957289	25.494617	15.014700	14.265281	17.069334	23.257260	23.331392	8.614142	25.562864	10.226232	24.150083	18.784182	9.930367
25.584205	21.624469	18.057537	9.723517	17.180957	11.875890	8.948275	11.032984	22.531929	24.673220	22.168903	19.186230	18.613871	11.528876	18.816855	13.553993	8.566105	25.199834	18.659864	20.526566	10.524211	22.382245	21.866720	12.915962	19.265481	20.431672	16.116446	10.542772	20.269316	18.480170	20.209224	24.871605	9.421466	13.156309	17.971315	9.092090	15.014573	10.929218	23.819286	24.151879	19.408994	10.585594	24.737855	23.755138	25.144219	7.658511	17.078085	5.863704	10.926800	11.675268	18.628832	12.958308	12.982359	13.665505	20.323737	12.191530	10.363282	11.984816	18.430698	15.193588	12.231032
25.583488	22.554998	17.237644	24.671148	23.540825	6.884557	17.346256	18.655892	18.678864	25.144951	5.306161	8.139000	24.992574	19.183809	13.386366	20.806495	7.693066	8.101593	10.653915	18.621495	21.682846	17.271261	12.887675	19.690109	9.904371	19.728124	10.521569	16.118185	20.357846	19.944581	23.525447	10.944617	7.199840	20.887800	7.864935	20.351849	16.403962	17.458798	12.304792	18.080239	23.946033	24.272714	18.604456	6.206062	7.696657	25.461154	19.978871	8.880028	15.911446	20.492524	17.399419	22.662085	22.341247	23.963268	17.792622	15.656430	15.999051	25.088864	17.960362	7.682853	17.071833
24.749529	18.122686	15.369279	19.262941	6.763734	20.261743	12.058355	7.413689	19.566319	6.496230	5.614737	16.573529	11.746960	16.661825	24.016987	25.482277	19.293951	23.068517	13.331197	13.318455	24.005285	9.792189	25.571710	15.343894	15.076420	13.406637	17.838305	12.263999	12.574053	14.802947	19.517300	16.442915	9.180814	10.643686	8.221949	22.200084	10.303742	25.173272	10.326331	11.191353	25.391681	13.816531	22.893635	15.223728	14.199310	7.522023	15.849294	14.490402	9.732130	24.868358	14.140747	21.103669	5.804064	24.157622	20.375293	18.610106	5.645164	16.193938	23.230720	15.669354	24.264053
