!! n40w100.001    99.70 501


 CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0       4.00      16.00       0.00       0.00     582.00       0.00
    1       3.00      10.00       0.00       0.00      46.00       0.00
    2      15.00      46.00       0.00      46.00     206.00       0.00
    3      30.00      23.00       0.00     140.00     239.00       0.00
    4      28.00       4.00       0.00     144.00     248.00       0.00
    5       9.00       2.00       0.00       0.00      63.00       0.00
    6      24.00       4.00       0.00     260.00     363.00       0.00
    7      21.00      44.00       0.00     347.00     462.00       0.00
    8      26.00      47.00       0.00     110.00     155.00       0.00
    9      49.00      36.00       0.00      95.00     256.00       0.00
   10      47.00      12.00       0.00     314.00     406.00       0.00
   11      47.00      28.00       0.00     180.00     363.00       0.00
   12      32.00       8.00       0.00     145.00     275.00       0.00
   13       9.00      46.00       0.00      41.00     161.00       0.00
   14      20.00      47.00       0.00       6.00     132.00       0.00
   15      30.00      15.00       0.00     197.00     294.00       0.00
   16       1.00       3.00       0.00       0.00      67.00       0.00
   17       9.00      23.00       0.00     302.00     351.00       0.00
   18       9.00      23.00       0.00       0.00      81.00       0.00
   19      21.00      41.00       0.00      61.00     162.00       0.00
   20      19.00      28.00       0.00      55.00      94.00       0.00
   21      25.00      30.00       0.00      33.00     151.00       0.00
   22      33.00      48.00       0.00     100.00     226.00       0.00
   23      11.00       4.00       0.00     319.00     411.00       0.00
   24      37.00      25.00       0.00     136.00     271.00       0.00
   25      32.00      18.00       0.00     136.00     282.00       0.00
   26       2.00       9.00       0.00      33.00     118.00       0.00
   27       5.00      21.00       0.00       0.00     114.00       0.00
   28      18.00       1.00       0.00     446.00     498.00       0.00
   29      20.00      27.00       0.00     229.00     312.00       0.00
   30      29.00      11.00       0.00     119.00     253.00       0.00
   31      20.00      36.00       0.00      71.00     121.00       0.00
   32      11.00      33.00       0.00       5.00      88.00       0.00
   33      15.00      40.00       0.00      56.00     179.00       0.00
   34      10.00       6.00       0.00       6.00      46.00       0.00
   35      49.00      10.00       0.00     165.00     262.00       0.00
   36      36.00      19.00       0.00     160.00     240.00       0.00
   37      38.00      24.00       0.00      95.00     229.00       0.00
   38      21.00      16.00       0.00     341.00     396.00       0.00
   39      46.00      17.00       0.00     227.00     296.00       0.00
   40      43.00      24.00       0.00     351.00     542.00       0.00
   41       0.00       0.00       0.00       0.00     582.00       0.00
