!! n150w20.003    19.43 967


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      28.00      38.00       0.00       0.00     983.00       0.00
    1      24.00      44.00       0.00     429.00     442.00       0.00
    2      35.00       2.00       0.00     323.00     333.00       0.00
    3      25.00      15.00       0.00     189.00     194.00       0.00
    4       9.00       5.00       0.00     276.00     285.00       0.00
    5      32.00      19.00       0.00     158.00     189.00       0.00
    6      37.00      16.00       0.00     550.00     564.00       0.00
    7      22.00      35.00       0.00      11.00      37.00       0.00
    8      39.00      29.00       0.00     374.00     405.00       0.00
    9       1.00      35.00       0.00      95.00     110.00       0.00
   10      34.00       7.00       0.00     302.00     328.00       0.00
   11       8.00      43.00       0.00      74.00      94.00       0.00
   12      13.00       1.00       0.00     649.00     669.00       0.00
   13      32.00       1.00       0.00     581.00     600.00       0.00
   14      24.00       4.00       0.00     302.00     326.00       0.00
   15      43.00      24.00       0.00     378.00     400.00       0.00
   16      24.00      47.00       0.00     725.00     753.00       0.00
   17      28.00      18.00       0.00     184.00     203.00       0.00
   18       3.00       8.00       0.00     237.00     271.00       0.00
   19      15.00      26.00       0.00     107.00     126.00       0.00
   20      35.00      27.00       0.00     386.00     409.00       0.00
   21      48.00      39.00       0.00     471.00     490.00       0.00
   22       3.00      11.00       0.00     254.00     272.00       0.00
   23      28.00      29.00       0.00     402.00     415.00       0.00
   24      21.00      24.00       0.00     136.00     151.00       0.00
   25      36.00      36.00       0.00     417.00     426.00       0.00
   26      36.00      16.00       0.00     151.00     177.00       0.00
   27      16.00      46.00       0.00      46.00      62.00       0.00
   28      31.00      33.00       0.00       9.00      24.00       0.00
   29      16.00      45.00       0.00      39.00      52.00       0.00
   30      20.00      34.00       0.00      22.00      42.00       0.00
   31      26.00      27.00       0.00     121.00     135.00       0.00
   32      11.00      42.00       0.00      51.00      66.00       0.00
   33       8.00      18.00       0.00     212.00     227.00       0.00
   34      11.00      45.00       0.00      49.00      76.00       0.00
   35      10.00       1.00       0.00     913.00     942.00       0.00
   36       8.00      49.00       0.00      64.00     100.00       0.00
   37       7.00      10.00       0.00     247.00     278.00       0.00
   38      13.00      40.00       0.00      53.00      72.00       0.00
   39       1.00      12.00       0.00     226.00     249.00       0.00
   40      30.00      35.00       0.00       0.00      10.00       0.00
   41      43.00      15.00       0.00     360.00     371.00       0.00
   42       2.00       8.00       0.00     262.00     278.00       0.00
   43      44.00       3.00       0.00     323.00     350.00       0.00
   44      37.00      22.00       0.00     157.00     182.00       0.00
   45      44.00      45.00       0.00     464.00     490.00       0.00
   46      24.00      19.00       0.00     180.00     213.00       0.00
   47       3.00      36.00       0.00     710.00     712.00       0.00
   48      41.00      28.00       0.00     520.00     530.00       0.00
   49      31.00      50.00       0.00     868.00     890.00       0.00
   50       4.00       4.00       0.00     256.00     293.00       0.00
   51      34.00      18.00       0.00     146.00     167.00       0.00
   52      27.00      15.00       0.00     181.00     196.00       0.00
   53      23.00      31.00       0.00     129.00     144.00       0.00
   54      28.00      22.00       0.00     134.00     152.00       0.00
   55      30.00       4.00       0.00     303.00     325.00       0.00
   56      50.00      32.00       0.00     510.00     529.00       0.00
   57      17.00       7.00       0.00     282.00     294.00       0.00
   58      46.00      21.00       0.00     373.00     392.00       0.00
   59      30.00      12.00       0.00     174.00     195.00       0.00
   60      39.00      48.00       0.00     454.00     480.00       0.00
   61      31.00       7.00       0.00     307.00     329.00       0.00
   62      42.00       4.00       0.00     329.00     333.00       0.00
   63       2.00      16.00       0.00     224.00     257.00       0.00
   64      29.00      36.00       0.00       0.00      16.00       0.00
   65      22.00      28.00       0.00     120.00     125.00       0.00
   66      17.00      22.00       0.00     625.00     632.00       0.00
   67      40.00      43.00       0.00     465.00     475.00       0.00
   68       8.00      42.00       0.00      55.00      79.00       0.00
   69      14.00      16.00       0.00     206.00     214.00       0.00
   70       2.00      24.00       0.00     212.00     244.00       0.00
   71      30.00      11.00       0.00     581.00     602.00       0.00
   72      31.00       5.00       0.00     591.00     601.00       0.00
   73       9.00       6.00       0.00     244.00     276.00       0.00
   74      28.00      44.00       0.00     418.00     437.00       0.00
   75      42.00       6.00       0.00     339.00     356.00       0.00
   76      10.00      15.00       0.00     202.00     233.00       0.00
   77      48.00      49.00       0.00     750.00     780.00       0.00
   78      24.00      32.00       0.00       5.00      34.00       0.00
   79      31.00      13.00       0.00     170.00     190.00       0.00
   80      11.00      19.00       0.00     613.00     630.00       0.00
   81       6.00      29.00       0.00      96.00     110.00       0.00
   82      32.00      36.00       0.00       8.00      25.00       0.00
   83      10.00      27.00       0.00     106.00     122.00       0.00
   84      32.00      21.00       0.00     132.00     156.00       0.00
   85       3.00      37.00       0.00      79.00     113.00       0.00
   86      31.00      15.00       0.00     171.00     187.00       0.00
   87      48.00      23.00       0.00     368.00     383.00       0.00
   88      43.00      20.00       0.00     556.00     560.00       0.00
   89      23.00      21.00       0.00     140.00     154.00       0.00
   90      46.00       9.00       0.00     337.00     369.00       0.00
   91      27.00       5.00       0.00     293.00     312.00       0.00
   92      41.00      50.00       0.00     470.00     476.00       0.00
   93      17.00      48.00       0.00      29.00      58.00       0.00
   94      12.00      43.00       0.00      63.00      80.00       0.00
   95      23.00      13.00       0.00     642.00     648.00       0.00
   96      39.00       4.00       0.00     327.00     336.00       0.00
   97      17.00      41.00       0.00      36.00      45.00       0.00
   98      17.00      28.00       0.00      99.00     123.00       0.00
   99       7.00       8.00       0.00     250.00     278.00       0.00
  100       1.00      15.00       0.00     238.00     249.00       0.00
  101      15.00      27.00       0.00     693.00     715.00       0.00
  102       2.00       9.00       0.00     250.00     269.00       0.00
  103      10.00      18.00       0.00     212.00     223.00       0.00
  104      19.00      16.00       0.00     190.00     212.00       0.00
  105      18.00      19.00       0.00     609.00     637.00       0.00
  106      42.00       3.00       0.00     336.00     348.00       0.00
  107      13.00      14.00       0.00     209.00     226.00       0.00
  108      42.00       3.00       0.00     328.00     347.00       0.00
  109      21.00      43.00       0.00     428.00     446.00       0.00
  110      40.00      27.00       0.00     383.00     402.00       0.00
  111      47.00      35.00       0.00     482.00     498.00       0.00
  112      31.00      42.00       0.00     452.00     478.00       0.00
  113      41.00      10.00       0.00     335.00     366.00       0.00
  114      37.00      33.00       0.00     391.00     409.00       0.00
  115      24.00       8.00       0.00     294.00     312.00       0.00
