!! n100w80.003    77.24 859


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      24.00      43.00       0.00       0.00     869.00       0.00
    1      25.00       9.00       0.00      82.00     136.00       0.00
    2      14.00      49.00       0.00     544.00     650.00       0.00
    3      38.00      25.00       0.00     218.00     239.00       0.00
    4      38.00      47.00       0.00       0.00      60.00       0.00
    5      11.00      15.00       0.00      72.00     152.00       0.00
    6      40.00      15.00       0.00     198.00     331.00       0.00
    7       9.00      32.00       0.00     418.00     471.00       0.00
    8      29.00      46.00       0.00       0.00      60.00       0.00
    9      15.00      35.00       0.00     372.00     419.00       0.00
   10      32.00      48.00       0.00       0.00      85.00       0.00
   11      33.00       9.00       0.00     121.00     195.00       0.00
   12      26.00       4.00       0.00     124.00     209.00       0.00
   13       9.00      38.00       0.00     333.00     430.00       0.00
   14      21.00       9.00       0.00      49.00     135.00       0.00
   15      25.00      34.00       0.00       0.00     134.00       0.00
   16      29.00      41.00       0.00     309.00     385.00       0.00
   17       8.00      28.00       0.00     411.00     516.00       0.00
   18      19.00       6.00       0.00      92.00     112.00       0.00
   19       7.00      18.00       0.00     447.00     485.00       0.00
   20      24.00      43.00       0.00     319.00     354.00       0.00
   21      32.00       3.00       0.00      90.00     215.00       0.00
   22       4.00      38.00       0.00     309.00     409.00       0.00
   23      10.00      22.00       0.00     457.00     568.00       0.00
   24      41.00      41.00       0.00      11.00     113.00       0.00
   25       1.00      38.00       0.00     371.00     419.00       0.00
   26      50.00      11.00       0.00     168.00     197.00       0.00
   27      23.00      45.00       0.00       0.00      70.00       0.00
   28       5.00      12.00       0.00     410.00     528.00       0.00
   29      35.00      25.00       0.00     188.00     289.00       0.00
   30      48.00      17.00       0.00     156.00     279.00       0.00
   31      31.00      34.00       0.00       1.00      74.00       0.00
   32      32.00      46.00       0.00       0.00      42.00       0.00
   33      34.00      48.00       0.00       0.00      40.00       0.00
   34      25.00      44.00       0.00       0.00      64.00       0.00
   35      49.00       6.00       0.00     166.00     205.00       0.00
   36      17.00      33.00       0.00     348.00     387.00       0.00
   37      13.00      10.00       0.00      56.00     156.00       0.00
   38       5.00      39.00       0.00     566.00     710.00       0.00
   39       2.00      43.00       0.00     336.00     434.00       0.00
   40      15.00      18.00       0.00      63.00      96.00       0.00
   41      28.00      43.00       0.00       0.00      52.00       0.00
   42      12.00       1.00       0.00     614.00     729.00       0.00
   43      45.00       8.00       0.00     123.00     234.00       0.00
   44      21.00      22.00       0.00      62.00     152.00       0.00
   45      40.00      25.00       0.00     194.00     303.00       0.00
   46      17.00      41.00       0.00     291.00     433.00       0.00
   47      28.00      24.00       0.00     463.00     563.00       0.00
   48      37.00      41.00       0.00      15.00      59.00       0.00
   49      32.00      26.00       0.00     280.00     361.00       0.00
   50      36.00       7.00       0.00     152.00     228.00       0.00
   51       9.00      24.00       0.00     375.00     499.00       0.00
   52      39.00       4.00       0.00     637.00     763.00       0.00
   53      13.00      15.00       0.00     492.00     546.00       0.00
   54       9.00      29.00       0.00     378.00     484.00       0.00
   55       1.00      24.00       0.00     382.00     478.00       0.00
   56      30.00      50.00       0.00     583.00     680.00       0.00
