!! n20w60.004    62.55 341


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       2.00      10.00       0.00       0.00     376.00       0.00
    1      27.00      11.00       0.00      34.00     118.00       0.00
    2      11.00      34.00       0.00     189.00     230.00       0.00
    3       2.00      14.00       0.00       7.00      41.00       0.00
    4      10.00      41.00       0.00     305.00     344.00       0.00
    5      26.00      12.00       0.00      20.00      95.00       0.00
    6      25.00      33.00       0.00      87.00     182.00       0.00
    7       9.00      10.00       0.00       0.00      57.00       0.00
    8      24.00      37.00       0.00      80.00     165.00       0.00
    9      27.00      18.00       0.00      24.00      86.00       0.00
   10      31.00      31.00       0.00      72.00     169.00       0.00
   11      13.00       4.00       0.00      29.00      62.00       0.00
   12      19.00       3.00       0.00       0.00      56.00       0.00
   13      40.00       2.00       0.00     129.00     213.00       0.00
   14      27.00      19.00       0.00      63.00     140.00       0.00
   15      38.00       5.00       0.00     241.00     303.00       0.00
   16      22.00      48.00       0.00     103.00     178.00       0.00
   17      24.00       4.00       0.00      46.00      92.00       0.00
   18      37.00      21.00       0.00     106.00     196.00       0.00
   19       5.00      14.00       0.00       0.00      20.00       0.00
   20      23.00      18.00       0.00     278.00     317.00       0.00
   21       0.00       0.00       0.00       0.00     376.00       0.00
