!! n40w60.002    57.75 527


 CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      27.00      25.00       0.00       0.00     538.00       0.00
    1      38.00      12.00       0.00      92.00     133.00       0.00
    2      21.00      19.00       0.00     149.00     229.00       0.00
    3      33.00      45.00       0.00       0.00      60.00       0.00
    4       6.00      42.00       0.00     321.00     341.00       0.00
    5      24.00      12.00       0.00     134.00     180.00       0.00
    6      31.00      39.00       0.00      11.00      70.00       0.00
    7      40.00       2.00       0.00     446.00     512.00       0.00
    8      31.00      38.00       0.00       0.00      59.00       0.00
    9      21.00       1.00       0.00     154.00     195.00       0.00
   10      38.00      14.00       0.00     106.00     166.00       0.00
   11       2.00      29.00       0.00     268.00     309.00       0.00
   12       9.00      14.00       0.00     160.00     219.00       0.00
   13      29.00      11.00       0.00      98.00     170.00       0.00
   14      30.00      43.00       0.00       0.00      88.00       0.00
   15      47.00      12.00       0.00      52.00     151.00       0.00
   16       5.00       7.00       0.00     271.00     328.00       0.00
   17      26.00      20.00       0.00     169.00     205.00       0.00
   18      48.00      44.00       0.00      35.00      84.00       0.00
   19       3.00       0.00       0.00     201.00     269.00       0.00
   20      26.00      45.00       0.00       1.00      64.00       0.00
   21       0.00       6.00       0.00     216.00     261.00       0.00
   22      37.00       1.00       0.00     360.00     431.00       0.00
   23      21.00      21.00       0.00     241.00     297.00       0.00
   24      48.00      21.00       0.00      96.00     132.00       0.00
   25      11.00      19.00       0.00     155.00     238.00       0.00
   26      46.00      16.00       0.00      84.00     154.00       0.00
   27      41.00      11.00       0.00      85.00     147.00       0.00
   28      31.00      34.00       0.00       0.00      33.00       0.00
   29       7.00      23.00       0.00     180.00     226.00       0.00
   30      21.00      43.00       0.00      46.00      79.00       0.00
   31      49.00      17.00       0.00     362.00     435.00       0.00
   32      40.00       5.00       0.00     335.00     415.00       0.00
   33      30.00       4.00       0.00     106.00     187.00       0.00
   34      37.00      29.00       0.00       0.00      44.00       0.00
   35      33.00      13.00       0.00     122.00     128.00       0.00
   36      50.00       1.00       0.00     354.00     446.00       0.00
   37      15.00       1.00       0.00     209.00     271.00       0.00
   38      32.00      29.00       0.00       0.00      38.00       0.00
   39      26.00      41.00       0.00     415.00     489.00       0.00
   40      44.00      40.00       0.00     393.00     454.00       0.00
   41       0.00       0.00       0.00       0.00     538.00       0.00

