!! n80w60.004    59.94 731


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      13.00      38.00       0.00       0.00     762.00       0.00
    1      36.00      11.00       0.00     121.00     168.00       0.00
    2      47.00      40.00       0.00     438.00     499.00       0.00
    3       2.00      39.00       0.00     186.00     275.00       0.00
    4      26.00      18.00       0.00     140.00     259.00       0.00
    5      27.00      29.00       0.00      30.00      77.00       0.00
    6      45.00      26.00       0.00     345.00     410.00       0.00
    7      16.00      41.00       0.00       0.00      50.00       0.00
    8      46.00      43.00       0.00     475.00     505.00       0.00
    9      40.00      32.00       0.00     395.00     417.00       0.00
   10      25.00      32.00       0.00      21.00      73.00       0.00
   11      35.00      44.00       0.00     400.00     438.00       0.00
   12      46.00      22.00       0.00     341.00     438.00       0.00
   13      29.00       6.00       0.00     102.00     194.00       0.00
   14      31.00      19.00       0.00     305.00     409.00       0.00
   15       8.00       3.00       0.00      70.00     142.00       0.00
   16      16.00      24.00       0.00      42.00     136.00       0.00
   17       4.00       2.00       0.00      84.00     164.00       0.00
   18      45.00       3.00       0.00     609.00     715.00       0.00
   19       0.00      41.00       0.00     210.00     276.00       0.00
   20      44.00      25.00       0.00     361.00     419.00       0.00
   21      37.00      27.00       0.00     361.00     402.00       0.00
   22      32.00      33.00       0.00      47.00      53.00       0.00
   23      30.00      39.00       0.00     554.00     604.00       0.00
   24      28.00       2.00       0.00     108.00     168.00       0.00
   25      21.00      36.00       0.00     207.00     234.00       0.00
   26       6.00       5.00       0.00     101.00     138.00       0.00
   27      19.00      23.00       0.00     196.00     248.00       0.00
   28      50.00      27.00       0.00     449.00     548.00       0.00
   29      14.00      12.00       0.00     113.00     161.00       0.00
   30      19.00      24.00       0.00      34.00      85.00       0.00
   31      14.00      40.00       0.00       0.00      19.00       0.00
   32      20.00      43.00       0.00       6.00      17.00       0.00
   33      40.00      36.00       0.00     386.00     435.00       0.00
   34       8.00       8.00       0.00      73.00     143.00       0.00
   35      27.00      30.00       0.00      45.00      81.00       0.00
   36      40.00      45.00       0.00     435.00     494.00       0.00
   37      15.00      13.00       0.00      85.00     103.00       0.00
   38      24.00      37.00       0.00      33.00      43.00       0.00
   39      41.00      41.00       0.00     412.00     482.00       0.00
   40      34.00      47.00       0.00     459.00     498.00       0.00
   41      39.00      29.00       0.00     322.00     384.00       0.00
   42      20.00      43.00       0.00       0.00      55.00       0.00
   43      40.00      39.00       0.00     362.00     416.00       0.00
   44       0.00       2.00       0.00     253.00     325.00       0.00
   45       8.00       7.00       0.00      57.00     111.00       0.00
   46       9.00      48.00       0.00     536.00     653.00       0.00
   47       5.00      10.00       0.00     319.00     368.00       0.00
   48      31.00      49.00       0.00     391.00     490.00       0.00
   49      42.00      12.00       0.00     139.00     178.00       0.00
   50      49.00      45.00       0.00     406.00     486.00       0.00
   51      26.00       7.00       0.00     528.00     556.00       0.00
   52      49.00      26.00       0.00     381.00     425.00       0.00
   53      38.00      37.00       0.00     399.00     441.00       0.00
   54      34.00      14.00       0.00     144.00     211.00       0.00
   55      38.00      43.00       0.00     383.00     475.00       0.00
   56      14.00       5.00       0.00      39.00     103.00       0.00
   57      35.00      48.00       0.00     382.00     457.00       0.00
   58      13.00      47.00       0.00      12.00      75.00       0.00
   59      21.00      21.00       0.00      51.00      75.00       0.00
   60       2.00      41.00       0.00     183.00     266.00       0.00
   61       1.00       9.00       0.00     279.00     312.00       0.00
   62      24.00       6.00       0.00      86.00     193.00       0.00
   63      23.00      12.00       0.00     131.00     149.00       0.00
   64      45.00      44.00       0.00     403.00     462.00       0.00
   65      38.00      10.00       0.00     161.00     202.00       0.00
   66       1.00      26.00       0.00     257.00     328.00       0.00
   67      48.00      33.00       0.00     641.00     727.00       0.00
   68      46.00      13.00       0.00     503.00     543.00       0.00
   69       9.00      35.00       0.00     195.00     270.00       0.00
   70      42.00      14.00       0.00     149.00     185.00       0.00
   71      16.00       3.00       0.00     270.00     358.00       0.00
   72      12.00       3.00       0.00      44.00     145.00       0.00
   73      25.00      22.00       0.00      43.00      73.00       0.00
   74       1.00      43.00       0.00     206.00     304.00       0.00
   75      38.00      10.00       0.00     135.00     209.00       0.00
   76       2.00      40.00       0.00     222.00     283.00       0.00
   77      12.00      23.00       0.00      21.00     128.00       0.00
   78       2.00      33.00       0.00     240.00     295.00       0.00
   79      14.00      11.00       0.00      59.00     108.00       0.00
   80       0.00      28.00       0.00     605.00     667.00       0.00
   81       0.00       0.00       0.00       0.00     762.00       0.00

