!! n150w60.001    58.87 1035


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0       6.00      36.00       0.00       0.00    1087.00       0.00
    1      28.00      19.00       0.00     164.00     232.00       0.00
    2      43.00      22.00       0.00     272.00     349.00       0.00
    3       3.00      12.00       0.00     554.00     626.00       0.00
    4      26.00      47.00       0.00     103.00     150.00       0.00
    5      13.00      18.00       0.00     548.00     611.00       0.00
    6      21.00      23.00       0.00      36.00      93.00       0.00
    7      41.00      40.00       0.00     339.00     364.00       0.00
    8      41.00      25.00       0.00     121.00     182.00       0.00
    9      48.00      45.00       0.00     860.00     949.00       0.00
   10      17.00      39.00       0.00       0.00      49.00       0.00
   11      38.00      19.00       0.00     264.00     340.00       0.00
   12      13.00       0.00       0.00     200.00     296.00       0.00
   13      49.00      33.00       0.00     335.00     348.00       0.00
   14      36.00       9.00       0.00     250.00     332.00       0.00
   15      34.00      48.00       0.00     103.00     130.00       0.00
   16      34.00      39.00       0.00      87.00     154.00       0.00
   17      34.00      23.00       0.00     155.00     232.00       0.00
   18      35.00      45.00       0.00     388.00     437.00       0.00
   19      25.00      35.00       0.00      58.00     141.00       0.00
   20      27.00      12.00       0.00     201.00     204.00       0.00
   21      24.00      45.00       0.00      43.00     123.00       0.00
   22      20.00      15.00       0.00     564.00     615.00       0.00
   23      36.00       8.00       0.00     701.00     779.00       0.00
   24      47.00      35.00       0.00     298.00     355.00       0.00
   25      44.00      15.00       0.00     278.00     327.00       0.00
   26      44.00      38.00       0.00     336.00     389.00       0.00
   27      47.00       5.00       0.00     722.00     778.00       0.00
   28      17.00      24.00       0.00      17.00      53.00       0.00
   29      23.00       6.00       0.00     207.00     311.00       0.00
   30      39.00      49.00       0.00     375.00     431.00       0.00
   31       9.00      21.00       0.00      59.00      68.00       0.00
   32      17.00      22.00       0.00     479.00     527.00       0.00
   33      28.00      31.00       0.00     145.00     172.00       0.00
   34       2.00      36.00       0.00     451.00     531.00       0.00
   35       6.00      30.00       0.00     762.00     823.00       0.00
   36       8.00      40.00       0.00       0.00      51.00       0.00
   37       1.00       2.00       0.00     650.00     704.00       0.00
   38      17.00      43.00       0.00     384.00     480.00       0.00
   39       7.00      27.00       0.00      20.00      80.00       0.00
   40       3.00      25.00       0.00     547.00     576.00       0.00
   41      31.00       1.00       0.00     713.00     767.00       0.00
   42      24.00      41.00       0.00      92.00     134.00       0.00
   43      18.00      31.00       0.00       0.00      79.00       0.00
   44      37.00      38.00       0.00     327.00     423.00       0.00
   45      26.00      22.00       0.00     138.00     188.00       0.00
   46      31.00      23.00       0.00     131.00     218.00       0.00
   47      19.00      20.00       0.00     475.00     586.00       0.00
   48      23.00       7.00       0.00     174.00     260.00       0.00
   49      29.00      38.00       0.00     114.00     144.00       0.00
   50      22.00      10.00       0.00     219.00     232.00       0.00
   51       7.00      20.00       0.00     528.00     572.00       0.00
   52       5.00      45.00       0.00     470.00     504.00       0.00
   53      21.00      25.00       0.00     504.00     519.00       0.00
   54       4.00      31.00       0.00     423.00     477.00       0.00
   55      15.00      24.00       0.00      29.00      91.00       0.00
   56       6.00      37.00       0.00       0.00      17.00       0.00
