!! n20w80.002    81.70 415


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      16.00      20.00       0.00       0.00     444.00       0.00
    1      17.00      30.00       0.00       0.00      15.00       0.00
    2      34.00       1.00       0.00     345.00     406.00       0.00
    3      42.00       2.00       0.00      22.00     148.00       0.00
    4      33.00      47.00       0.00      95.00     218.00       0.00
    5      35.00       3.00       0.00      81.00     146.00       0.00
    6       8.00       7.00       0.00       0.00      94.00       0.00
    7      49.00      49.00       0.00     206.00     323.00       0.00
    8       3.00      26.00       0.00     275.00     355.00       0.00
    9       3.00      20.00       0.00       0.00      99.00       0.00
   10      48.00      18.00       0.00      38.00     182.00       0.00
   11      46.00      47.00       0.00     159.00     217.00       0.00
   12      18.00      35.00       0.00       0.00      35.00       0.00
   13       6.00      25.00       0.00      23.00      57.00       0.00
   14      40.00      22.00       0.00     148.00     291.00       0.00
   15      27.00      21.00       0.00      54.00     192.00       0.00
   16      16.00      27.00       0.00       0.00      13.00       0.00
   17      28.00       1.00       0.00      67.00     133.00       0.00
   18      16.00      30.00       0.00     139.00     200.00       0.00
   19      34.00      48.00       0.00     133.00     216.00       0.00
   20      44.00      45.00       0.00     327.00     406.00       0.00
   21       0.00       0.00       0.00       0.00     444.00       0.00
