!! n20w60.003    47.30 387


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      13.00       4.00       0.00       0.00     406.00       0.00
    1      45.00      41.00       0.00     200.00     241.00       0.00
    2      47.00      46.00       0.00     110.00     137.00       0.00
    3      39.00      30.00       0.00     102.00     145.00       0.00
    4      45.00      38.00       0.00      93.00     133.00       0.00
    5      30.00      29.00       0.00      62.00      96.00       0.00
    6      46.00      10.00       0.00     317.00     372.00       0.00
    7      28.00      17.00       0.00       0.00      58.00       0.00
    8      21.00      46.00       0.00      50.00      96.00       0.00
    9      16.00      42.00       0.00      37.00     108.00       0.00
   10      16.00       1.00       0.00       0.00      41.00       0.00
   11      22.00       4.00       0.00       0.00      23.00       0.00
   12       2.00      39.00       0.00     139.00     189.00       0.00
   13      29.00      43.00       0.00      23.00     113.00       0.00
   14      16.00       4.00       0.00     282.00     298.00       0.00
   15      22.00      32.00       0.00       0.00      46.00       0.00
   16      45.00       7.00       0.00     252.00     283.00       0.00
   17      26.00      45.00       0.00      20.00      67.00       0.00
   18      26.00      46.00       0.00     105.00     218.00       0.00
   19      40.00       3.00       0.00     254.00     283.00       0.00
   20      33.00      35.00       0.00     323.00     368.00       0.00
   21       0.00       0.00       0.00       0.00     406.00       0.00
