!! n100w40.005    39.25 843


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      29.00      34.00       0.00       0.00     883.00       0.00
    1       3.00      30.00       0.00     134.00     141.00       0.00
    2      42.00      32.00       0.00     252.00     271.00       0.00
    3      25.00      34.00       0.00       0.00      37.00       0.00
    4       3.00      46.00       0.00     155.00     212.00       0.00
    5       2.00      29.00       0.00     107.00     139.00       0.00
    6      44.00      22.00       0.00     423.00     490.00       0.00
    7      21.00      22.00       0.00       0.00      52.00       0.00
    8      46.00      27.00       0.00     402.00     456.00       0.00
    9       3.00      12.00       0.00     102.00     153.00       0.00
   10      24.00      48.00       0.00     220.00     229.00       0.00
   11       4.00      17.00       0.00      66.00     118.00       0.00
   12       9.00      32.00       0.00     311.00     345.00       0.00
   13      47.00      29.00       0.00     419.00     448.00       0.00
   14      21.00      12.00       0.00     538.00     559.00       0.00
   15      44.00      36.00       0.00     236.00     291.00       0.00
   16      36.00       8.00       0.00     565.00     566.00       0.00
   17      12.00      16.00       0.00      37.00     105.00       0.00
   18      40.00      47.00       0.00     236.00     278.00       0.00
   19       5.00      32.00       0.00      98.00     149.00       0.00
   20      23.00       8.00       0.00     507.00     529.00       0.00
   21      19.00      27.00       0.00       0.00      44.00       0.00
   22       5.00      41.00       0.00     182.00     190.00       0.00
   23      23.00      11.00       0.00     508.00     564.00       0.00
   24       9.00      32.00       0.00     322.00     383.00       0.00
   25      38.00      30.00       0.00     228.00     297.00       0.00
   26      49.00      37.00       0.00     599.00     619.00       0.00
   27      27.00      13.00       0.00     475.00     532.00       0.00
   28      19.00      35.00       0.00     302.00     334.00       0.00
   29      31.00      28.00       0.00     437.00     449.00       0.00
   30       0.00      49.00       0.00     142.00     173.00       0.00
   31      10.00      13.00       0.00      34.00     101.00       0.00
   32      50.00      50.00       0.00     612.00     623.00       0.00
   33      40.00      42.00       0.00     237.00     266.00       0.00
   34      18.00      43.00       0.00     192.00     226.00       0.00
   35      37.00      46.00       0.00     199.00     252.00       0.00
   36      43.00      34.00       0.00     377.00     443.00       0.00
   37      19.00      18.00       0.00       8.00      36.00       0.00
   38      15.00      48.00       0.00     203.00     213.00       0.00
   39       1.00      44.00       0.00     132.00     181.00       0.00
   40      13.00      32.00       0.00     283.00     341.00       0.00
   41      13.00       4.00       0.00     689.00     699.00       0.00
   42      23.00      23.00       0.00       8.00      62.00       0.00
   43      19.00      43.00       0.00     183.00     242.00       0.00
   44       8.00       6.00       0.00      81.00      87.00       0.00
   45      27.00      37.00       0.00     282.00     328.00       0.00
   46      10.00      48.00       0.00     310.00     375.00       0.00
   47      26.00      14.00       0.00     488.00     529.00       0.00
   48      18.00      37.00       0.00     180.00     201.00       0.00
   49      39.00       8.00       0.00     452.00     513.00       0.00
   50      36.00      40.00       0.00     257.00     312.00       0.00
   51      12.00       4.00       0.00      69.00      88.00       0.00
   52      34.00      45.00       0.00     214.00     277.00       0.00
   53       8.00      43.00       0.00     148.00     194.00       0.00
   54      46.00      23.00       0.00     417.00     429.00       0.00
   55      48.00       6.00       0.00     445.00     498.00       0.00
   56      38.00      26.00       0.00     423.00     473.00       0.00
