!! n100w100.001    77.76 873


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      36.00      36.00        .00        .00     897.00        .00
    1      25.00      19.00        .00     440.00     495.00        .00
    2      42.00      29.00        .00     580.00     658.00        .00
    3      27.00       2.00        .00     106.00     213.00        .00
    4      43.00      20.00        .00      40.00     141.00        .00
    5      14.00       8.00        .00     158.00     269.00        .00
    6      30.00      48.00        .00        .00      80.00        .00
    7      16.00      28.00        .00     291.00     381.00        .00
    8      22.00      39.00        .00     436.00     545.00        .00
    9      11.00       4.00        .00     144.00     254.00        .00
   10      45.00       8.00        .00     263.00     429.00        .00
   11      31.00      42.00        .00        .00      95.00        .00
   12       4.00      46.00        .00     524.00     635.00        .00
   13      15.00      37.00        .00     510.00     618.00        .00
   14      41.00       1.00        .00     298.00     450.00        .00
   15      32.00      16.00        .00     303.00     362.00        .00
   16      48.00      30.00        .00       9.00     110.00        .00
   17      45.00      44.00        .00       8.00     117.00        .00
   18      48.00      11.00        .00     301.00     436.00        .00
   19       5.00       3.00        .00     176.00     211.00        .00
   20       4.00      28.00        .00     219.00     260.00        .00
   21      19.00       1.00        .00     366.00     475.00        .00
   22       8.00      45.00        .00     517.00     652.00        .00
   23      47.00      14.00        .00     306.00     367.00        .00
   24      28.00      36.00        .00     447.00     533.00        .00
   25      33.00      11.00        .00      75.00     145.00        .00
   26       6.00      41.00        .00     507.00     580.00        .00
   27      41.00      27.00        .00      42.00     155.00        .00
   28      34.00       7.00        .00     253.00     366.00        .00
   29      36.00      22.00        .00      60.00     131.00        .00
   30      49.00      45.00        .00     593.00     698.00        .00
   31      19.00       7.00        .00      86.00     215.00        .00
   32      41.00       5.00        .00     278.00     434.00        .00
   33      43.00       6.00        .00     270.00     362.00        .00
   34      35.00      50.00        .00      15.00     120.00        .00
   35      33.00      49.00        .00        .00      81.00        .00
   36      19.00      32.00        .00     203.00     339.00        .00
   37      43.00      10.00        .00     291.00     412.00        .00
   38      16.00       7.00        .00     151.00     279.00        .00
   39       4.00      35.00        .00     492.00     643.00        .00
   40      21.00      27.00        .00     524.00     616.00        .00
   41       5.00      26.00        .00     196.00     331.00        .00
   42       8.00      11.00        .00     185.00     272.00        .00
   43      24.00      18.00        .00     262.00     382.00        .00
   44      15.00      27.00        .00     205.00     312.00        .00
   45      22.00      29.00        .00     265.00     360.00        .00
   46      38.00      41.00        .00        .00      21.00        .00
   47      50.00      12.00        .00     295.00     425.00        .00
   48       6.00       3.00        .00     160.00     265.00        .00
   49       4.00      34.00        .00     170.00     289.00        .00
   50      46.00      36.00        .00      29.00     137.00        .00
   51      42.00      16.00        .00     626.00     727.00        .00
   52       3.00      10.00        .00     425.00     479.00        .00
   53       8.00      19.00        .00     242.00     284.00        .00
   54      17.00      29.00        .00     245.00     304.00        .00
   55      43.00      42.00        .00      13.00      58.00        .00
   56      29.00       9.00        .00      56.00     184.00        .00
   57      20.00      24.00        .00     255.00     360.00        .00
   58      17.00      48.00        .00     766.00     875.00        .00
   59       4.00      25.00        .00     223.00     286.00        .00
   60      28.00       9.00        .00     127.00     193.00        .00
   61      27.00      12.00        .00      96.00     174.00        .00
   62      18.00      47.00        .00     495.00     590.00        .00
   63        .00      40.00        .00     503.00     611.00        .00
   64      10.00      22.00        .00     181.00     270.00        .00
   65      27.00      47.00        .00        .00      90.00        .00
   66      23.00      43.00        .00     491.00     555.00        .00
   67      49.00      47.00        .00        .00      79.00        .00
   68      47.00      39.00        .00      35.00     102.00        .00
   69      45.00       2.00        .00     310.00     404.00        .00
   70      20.00      32.00        .00     218.00     380.00        .00
   71      10.00        .00        .00     113.00     262.00        .00
   72       5.00      31.00        .00     183.00     340.00        .00
   73      32.00      22.00        .00      95.00     198.00        .00
   74      49.00      15.00        .00     330.00     412.00        .00
   75      40.00      24.00        .00      20.00     133.00        .00
   76      23.00      10.00        .00      68.00     232.00        .00
   77      11.00      16.00        .00     158.00     245.00        .00
   78      49.00        .00        .00     339.00     460.00        .00
   79      32.00      15.00        .00      49.00     160.00        .00
   80      42.00      13.00        .00     325.00     461.00        .00
   81      21.00      10.00        .00     138.00     216.00        .00
   82       5.00      20.00        .00     160.00     263.00        .00
   83       5.00       4.00        .00     663.00     797.00        .00
   84      15.00       4.00        .00     117.00     213.00        .00
   85      47.00      27.00        .00      27.00     133.00        .00
   86      34.00      18.00        .00      93.00     170.00        .00
   87      35.00      43.00        .00        .00      53.00        .00
   88      23.00      47.00        .00     455.00     565.00        .00
   89       3.00      29.00        .00     222.00     320.00        .00
   90      19.00       1.00        .00     160.00     238.00        .00
   91      29.00      10.00        .00     120.00     163.00        .00
   92      26.00      41.00        .00     459.00     521.00        .00
   93      48.00      30.00        .00       5.00     116.00        .00
   94      39.00      18.00        .00      83.00     158.00        .00
   95      44.00      29.00        .00      24.00     141.00        .00
   96      13.00      34.00        .00     688.00     765.00        .00
   97       5.00      27.00        .00     188.00     294.00        .00
   98      32.00      50.00        .00     614.00     770.00        .00
   99      49.00      13.00        .00     281.00     421.00        .00
  100      44.00      46.00        .00     732.00     832.00        .00
  101        .00        .00        .00        .00     897.00        .00

