!! n20w80.005    85.75 322


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      20.00      17.00       0.00       0.00     351.00       0.00
    1      17.00      39.00       0.00       8.00     112.00       0.00
    2      44.00      36.00       0.00     176.00     248.00       0.00
    3      22.00      16.00       0.00       0.00      52.00       0.00
    4      13.00       2.00       0.00      72.00     194.00       0.00
    5       8.00      12.00       0.00     103.00     181.00       0.00
    6      11.00      20.00       0.00      28.00      45.00       0.00
    7       3.00       4.00       0.00     122.00     191.00       0.00
    8      16.00      40.00       0.00      31.00     155.00       0.00
    9      22.00      24.00       0.00       0.00      80.00       0.00
   10      23.00      27.00       0.00       0.00      84.00       0.00
   11      28.00      43.00       0.00     163.00     276.00       0.00
   12       4.00       6.00       0.00      61.00     131.00       0.00
   13       9.00      30.00       0.00      30.00     117.00       0.00
   14       2.00       7.00       0.00      68.00     189.00       0.00
   15      36.00      20.00       0.00     108.00     184.00       0.00
   16       1.00      39.00       0.00      40.00     120.00       0.00
   17      37.00      28.00       0.00     277.00     331.00       0.00
   18       5.00       3.00       0.00     177.00     327.00       0.00
   19      23.00      41.00       0.00       0.00     118.00       0.00
   20      33.00      35.00       0.00     283.00     327.00       0.00
   21       0.00       0.00       0.00       0.00     351.00       0.00
