!! n40w80.001    73.55 506


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0       1.00      11.00       0.00       0.00     562.00       0.00
    1       2.00      38.00       0.00     257.00     389.00       0.00
    2      47.00      15.00       0.00     202.00     259.00       0.00
    3      37.00      48.00       0.00     348.00     385.00       0.00
    4       3.00      30.00       0.00     302.00     350.00       0.00
    5      17.00      39.00       0.00     215.00     290.00       0.00
    6       3.00      40.00       0.00     279.00     317.00       0.00
    7       3.00      44.00       0.00     218.00     307.00       0.00
    8      21.00      28.00       0.00       0.00      73.00       0.00
    9      39.00      37.00       0.00      74.00     163.00       0.00
   10       7.00      32.00       0.00     261.00     337.00       0.00
   11      13.00       8.00       0.00       0.00      68.00       0.00
   12       9.00      40.00       0.00     211.00     304.00       0.00
   13      45.00       7.00       0.00     137.00     148.00       0.00
   14      47.00      24.00       0.00      62.00     151.00       0.00
   15      47.00      47.00       0.00     321.00     388.00       0.00
   16      36.00      38.00       0.00     216.00     269.00       0.00
   17       7.00      18.00       0.00       0.00      49.00       0.00
   18      35.00      31.00       0.00      59.00     123.00       0.00
   19      18.00       5.00       0.00     409.00     544.00       0.00
   20      30.00      46.00       0.00     235.00     261.00       0.00
   21      23.00      22.00       0.00      63.00      82.00       0.00
   22      19.00      47.00       0.00     318.00     411.00       0.00
   23      39.00      43.00       0.00     174.00     254.00       0.00
   24      41.00      13.00       0.00      59.00     158.00       0.00
   25      22.00      42.00       0.00     236.00     330.00       0.00
   26       4.00      31.00       0.00     308.00     350.00       0.00
   27       9.00      29.00       0.00     391.00     484.00       0.00
   28      31.00      22.00       0.00      29.00     135.00       0.00
   29      30.00      45.00       0.00     435.00     461.00       0.00
   30       1.00      43.00       0.00     248.00     361.00       0.00
   31      22.00       2.00       0.00     114.00     256.00       0.00
   32      27.00      42.00       0.00     195.00     268.00       0.00
   33      14.00      18.00       0.00       0.00      23.00       0.00
   34      35.00      16.00       0.00     102.00     167.00       0.00
   35      36.00       0.00       0.00     147.00     218.00       0.00
   36      39.00      32.00       0.00      53.00     187.00       0.00
   37      38.00      29.00       0.00      32.00     157.00       0.00
   38      29.00      31.00       0.00      42.00     101.00       0.00
   39      19.00      19.00       0.00       3.00      57.00       0.00
   40       8.00      25.00       0.00     410.00     472.00       0.00
   41       0.00       0.00       0.00       0.00     562.00       0.00
