!! n200w20.002    20.04 1129


CUST_NO. XCOORD. YCOORD. DEMAND READY_TIME   DUE_DATE   SERVICE_TIME

0	33.00	38.00	0.00	0.00	    1139.00	0.00
1	24.00	8.00	0.00	87.00	    112.00	0.00
2	37.00	25.00	0.00	60.00	   84.00	0.00
3	3.00	22.00	0.00	961.00	   983.00	0.00
4	31.00	36.00	0.00	618.00	   646.00	0.00
5	43.00	38.00	0.00	25.00	   44.00	0.00
6	48.00	34.00	0.00	298.00	  322.00	0.00
7	38.00	45.00	0.00	13.00	   26.00	0.00
8	6.00	34.00	0.00	471.00	  494.00	0.00
9	43.00	40.00	0.00	24.00	   46.00	0.00
10	15.00	9.00	0.00	776.00	  787.00	0.00
11	48.00	20.00	0.00	359.00	  386.00	0.00
12	4.00	17.00	0.00	843.00	  860.00	0.00
13	14.00	31.00	0.00	432.00	  462.00	0.00
14	47.00	15.00	0.00	228.00	  251.00	0.00
15	29.00	14.00	0.00	91.00	  111.00	0.00
16	18.00	15.00	0.00	102.00	  133.00	0.00
17	14.00	0.00	0.00	779.00	  801.00	0.00
18	3.00	50.00	0.00	514.00	  526.00	0.00
19	23.00	48.00	0.00	898.00	  911.00	0.00
20	7.00	1.00	0.00	698.00	  715.00	0.00
21	34.00	30.00	0.00	49.00	  61.00	0.00
22	21.00	12.00	0.00	101.00	   117.00	0.00
23	14.00	6.00	0.00	692.00	  719.00	0.00
24	40.00	32.00	0.00	32.00	   60.00	0.00
25	17.00	47.00	0.00	601.00	  624.00	0.00
26	16.00	17.00	0.00	114.00	132.00	0.00
27	35.00	41.00	0.00	0.00	13.00	0.00
28	4.00	36.00	0.00	494.00	512.00	0.00
29	13.00	35.00	0.00	554.00	580.00	0.00
30	8.00	4.00	0.00	715.00	736.00	0.00
31	5.00	26.00	0.00	459.00	471.00	0.00
32	33.00	41.00	0.00	0.00	4.00	0.00
33	34.00	23.00	0.00	78.00	79.00	0.00
34	48.00	34.00	0.00	303.00	322.00	0.00
35	20.00	49.00	0.00	599.00	611.00	0.00
36	6.00	47.00	0.00	509.00	530.00	0.00
37	45.00	29.00	0.00	275.00	294.00	0.00
38	37.00	43.00	0.00	0.00	22.00	0.00
39	28.00	46.00	0.00	938.00	947.00	0.00
40	13.00	45.00	0.00	599.00	611.00	0.00
41	13.00	44.00	0.00	560.00	577.00	0.00
42	42.00	21.00	0.00	264.00	293.00	0.00
43	11.00	37.00	0.00	547.00	578.00	0.00
44	41.00	27.00	0.00	332.00	342.00	0.00
45	29.00	12.00	0.00	380.00	398.00	0.00
46	47.00	2.00	0.00	214.00	228.00	0.00
47	42.00	46.00	0.00	18.00	35.00	0.00
48	24.00	40.00	0.00	416.00	447.00	0.00
49	44.00	48.00	0.00	21.00	38.00	0.00
50	10.00	37.00	0.00	540.00	568.00	0.00
51	10.00	23.00	0.00	824.00	837.00	0.00
52	21.00	35.00	0.00	873.00	906.00	0.00
53	34.00	5.00	0.00	171.00	199.00	0.00
54	2.00	15.00	0.00	753.00	764.00	0.00
55	10.00	6.00	0.00	708.00	726.00	0.00
56	3.00	8.00	0.00	724.00	759.00	0.00
57	21.00	34.00	0.00	418.00	439.00	0.00
58	2.00	27.00	0.00	463.00	475.00	0.00
59	6.00	25.00	0.00	467.00	487.00	0.00
60	14.00	37.00	0.00	553.00	580.00	0.00
61	22.00	37.00	0.00	427.00	446.00	0.00
62	16.00	22.00	0.00	650.00	679.00	0.00
63	13.00	4.00	0.00	696.00	701.00	0.00
64	1.00	10.00	0.00	755.00	780.00	0.00
65	13.00	10.00	0.00	687.00	693.00	0.00
66	20.00	13.00	0.00	94.00	110.00	0.00
67	42.00	4.00	0.00	196.00	213.00	0.00
68	10.00	1.00	0.00	703.00	728.00	0.00
69	12.00	40.00	0.00	560.00	573.00	0.00
70	14.00	15.00	0.00	123.00	133.00	0.00
71	21.00	8.00	0.00	102.00	114.00	0.00
72	3.00	32.00	0.00	483.00	513.00	0.00
73	33.00	33.00	0.00	50.00	64.00	0.00
74	46.00	40.00	0.00	320.00	334.00	0.00
75	33.00	7.00	0.00	185.00	202.00	0.00
76	42.00	40.00	0.00	905.00	924.00	0.00
77	5.00	45.00	0.00	522.00	548.00	0.00
78	8.00	27.00	0.00	443.00	475.00	0.00
79	16.00	19.00	0.00	124.00	136.00	0.00
80	43.00	25.00	0.00	296.00	309.00	0.00
81	10.00	4.00	0.00	716.00	729.00	0.00
82	1.00	18.00	0.00	742.00	757.00	0.00
83	40.00	12.00	0.00	240.00	270.00	0.00
84	1.00	5.00	0.00	719.00	744.00	0.00
85	46.00	24.00	0.00	278.00	293.00	0.00
86	12.00	29.00	0.00	451.00	466.00	0.00
87	2.00	14.00	0.00	740.00	762.00	0.00
88	26.00	2.00	0.00	165.00	176.00	0.00
89	50.00	15.00	0.00	216.00	242.00	0.00
90	19.00	15.00	0.00	104.00	122.00	0.00
91	33.00	21.00	0.00	72.00	95.00	0.00
92	9.00	31.00	0.00	480.00	490.00	0.00
93	47.00	34.00	0.00	291.00	315.00	0.00
94	10.00	25.00	0.00	652.00	677.00	0.00
95	32.00	43.00	0.00	894.00	931.00	0.00
96	46.00	30.00	0.00	290.00	316.00	0.00
97	12.00	36.00	0.00	577.00	607.00	0.00
98	17.00	5.00	0.00	700.00	720.00	0.00
99	12.00	3.00	0.00	707.00	713.00	0.00
100	36.00	29.00	0.00	33.00	49.00	0.00
101	5.00	11.00	0.00	729.00	753.00	0.00
102	27.00	42.00	0.00	420.00	438.00	0.00
103	21.00	19.00	0.00	122.00	145.00	0.00
104	2.00	24.00	0.00	829.00	854.00	0.00
105	23.00	17.00	0.00	137.00	166.00	0.00
106	8.00	5.00	0.00	704.00	726.00	0.00
107	26.00	39.00	0.00	616.00	638.00	0.00
108	18.00	30.00	0.00	440.00	463.00	0.00
109	21.00	12.00	0.00	103.00	127.00	0.00
110	48.00	26.00	0.00	281.00	306.00	0.00
111	20.00	15.00	0.00	97.00	126.00	0.00
112	21.00	43.00	0.00	619.00	628.00	0.00
113	49.00	24.00	0.00	335.00	348.00	0.00
114	25.00	25.00	0.00	649.00	663.00	0.00
115	43.00	18.00	0.00	225.00	250.00	0.00
116	27.00	30.00	0.00	407.00	424.00	0.00
117	16.00	13.00	0.00	679.00	691.00	0.00
118	34.00	35.00	0.00	59.00	60.00	0.00
119	29.00	5.00	0.00	168.00	181.00	0.00
120	25.00	29.00	0.00	633.00	648.00	0.00
121	12.00	37.00	0.00	553.00	558.00	0.00
122	39.00	10.00	0.00	170.00	190.00	0.00
123	15.00	24.00	0.00	643.00	670.00	0.00
124	38.00	31.00	0.00	51.00	86.00	0.00
125	4.00	48.00	0.00	521.00	523.00	0.00
126	43.00	35.00	0.00	318.00	344.00	0.00
127	20.00	10.00	0.00	803.00	825.00	0.00
128	49.00	7.00	0.00	248.00	272.00	0.00
129	7.00	44.00	0.00	508.00	535.00	0.00
130	25.00	30.00	0.00	407.00	428.00	0.00
131	49.00	35.00	0.00	295.00	324.00	0.00
132	1.00	37.00	0.00	483.00	509.00	0.00
133	9.00	5.00	0.00	716.00	735.00	0.00
134	48.00	40.00	0.00	294.00	322.00	0.00
135	5.00	40.00	0.00	544.00	565.00	0.00
136	11.00	22.00	0.00	655.00	677.00	0.00
137	27.00	33.00	0.00	400.00	421.00	0.00
138	34.00	29.00	0.00	44.00	67.00	0.00
139	28.00	19.00	0.00	146.00	163.00	0.00
140	6.00	48.00	0.00	527.00	548.00	0.00
141	31.00	22.00	0.00	383.00	405.00	0.00
142	7.00	8.00	0.00	709.00	746.00	0.00
143	2.00	40.00	0.00	495.00	511.00	0.00
144	28.00	38.00	0.00	410.00	440.00	0.00
145	26.00	36.00	0.00	408.00	428.00	0.00
146	8.00	16.00	0.00	812.00	832.00	0.00
147	25.00	19.00	0.00	127.00	159.00	0.00
148	4.00	3.00	0.00	756.00	770.00	0.00
149	18.00	23.00	0.00	667.00	678.00	0.00
150	28.00	36.00	0.00	415.00	433.00	0.00
151	7.00	29.00	0.00	457.00	477.00	0.00
152	39.00	30.00	0.00	37.00	59.00	0.00
153	38.00	24.00	0.00	353.00	360.00	0.00
154	4.00	10.00	0.00	836.00	855.00	0.00
155	26.00	6.00	0.00	161.00	177.00	0.00
156	25.00	22.00	0.00	145.00	156.00	0.00
157	37.00	23.00	0.00	65.00	78.00	0.00
158	43.00	49.00	0.00	1030.00	1054.00	0.00
159	13.00	0.00	0.00	775.00	793.00	0.00
160	20.00	26.00	0.00	637.00	657.00	0.00
161	0.00	50.00	0.00	514.00	541.00	0.00
162	8.00	32.00	0.00	471.00	477.00	0.00
163	46.00	18.00	0.00	228.00	241.00	0.00
164	47.00	4.00	0.00	201.00	232.00	0.00
165	34.00	13.00	0.00	177.00	198.00	0.00
166	24.00	1.00	0.00	1078.00	1101.00	0.00
167	25.00	10.00	0.00	148.00	178.00	0.00
168	7.00	4.00	0.00	725.00	734.00	0.00
169	16.00	41.00	0.00	579.00	584.00	0.00
170	5.00	50.00	0.00	534.00	546.00	0.00
