!! n100w60.003    58.93 882


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      13.00      46.00       0.00       0.00     884.00       0.00
    1      24.00      23.00       0.00     460.00     501.00       0.00
    2       3.00      18.00       0.00      23.00     114.00       0.00
    3      45.00      37.00       0.00     315.00     365.00       0.00
    4       4.00       3.00       0.00      74.00     155.00       0.00
    5      28.00       7.00       0.00     114.00     219.00       0.00
    6       2.00       0.00       0.00     141.00     252.00       0.00
    7      42.00      35.00       0.00     345.00     383.00       0.00
    8      32.00      37.00       0.00     392.00     465.00       0.00
    9       4.00       2.00       0.00     779.00     839.00       0.00
   10      39.00      25.00       0.00     317.00     377.00       0.00
   11      24.00      18.00       0.00     192.00     292.00       0.00
   12      34.00      30.00       0.00     364.00     435.00       0.00
   13      48.00      24.00       0.00     733.00     798.00       0.00
   14      42.00      13.00       0.00     225.00     267.00       0.00
   15       9.00      43.00       0.00       0.00      21.00       0.00
   16       8.00       3.00       0.00      72.00     165.00       0.00
   17      36.00      14.00       0.00     266.00     340.00       0.00
   18      35.00      39.00       0.00     358.00     394.00       0.00
   19       3.00       7.00       0.00      42.00     122.00       0.00
   20      24.00      11.00       0.00     427.00     476.00       0.00
   21      10.00      16.00       0.00     176.00     235.00       0.00
   22       1.00      28.00       0.00      16.00     117.00       0.00
   23      12.00       4.00       0.00      75.00     168.00       0.00
   24      33.00      45.00       0.00     576.00     637.00       0.00
   25      19.00      23.00       0.00     529.00     586.00       0.00
   26      36.00      25.00       0.00     293.00     351.00       0.00
   27       1.00       9.00       0.00      41.00     103.00       0.00
   28      15.00      18.00       0.00     458.00     502.00       0.00
   29      46.00      43.00       0.00     656.00     722.00       0.00
   30      42.00      37.00       0.00     322.00     349.00       0.00
   31      42.00      23.00       0.00     387.00     485.00       0.00
   32      20.00       9.00       0.00     149.00     212.00       0.00
   33      30.00      29.00       0.00     370.00     432.00       0.00
   34      20.00      35.00       0.00       0.00      63.00       0.00
   35      11.00      43.00       0.00       0.00      15.00       0.00
   36      10.00      30.00       0.00     447.00     563.00       0.00
   37      37.00      36.00       0.00     360.00     399.00       0.00
   38       3.00      33.00       0.00      49.00      65.00       0.00
   39      31.00       0.00       0.00      98.00     160.00       0.00
   40      38.00      10.00       0.00     235.00     283.00       0.00
   41      16.00      36.00       0.00       0.00      47.00       0.00
   42      36.00      31.00       0.00     369.00     398.00       0.00
   43      46.00      12.00       0.00     252.00     276.00       0.00
   44      23.00       1.00       0.00     138.00     155.00       0.00
   45       7.00      14.00       0.00      61.00      91.00       0.00
   46      42.00      28.00       0.00     316.00     393.00       0.00
   47       5.00       7.00       0.00      67.00     143.00       0.00
   48      17.00      48.00       0.00     562.00     644.00       0.00
   49      38.00      20.00       0.00     278.00     351.00       0.00
   50      47.00       4.00       0.00     217.00     306.00       0.00
   51      28.00      20.00       0.00     276.00     343.00       0.00
   52      19.00      32.00       0.00     520.00     560.00       0.00
   53      16.00       1.00       0.00     123.00     156.00       0.00
   54      30.00      19.00       0.00     222.00     269.00       0.00
   55      23.00      49.00       0.00     597.00     619.00       0.00
   56      32.00      27.00       0.00     289.00     351.00       0.00
