!! n40w40.005    42.30 492


 CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

    0      13.00      11.00       0.00       0.00     520.00       0.00
    1      28.00       6.00       0.00     254.00     312.00       0.00
    2       3.00      38.00       0.00     104.00     135.00       0.00
    3       1.00      36.00       0.00     282.00     330.00       0.00
    4       9.00      38.00       0.00      56.00      95.00       0.00
    5      27.00      24.00       0.00     127.00     167.00       0.00
    6      19.00      34.00       0.00      44.00      62.00       0.00
    7      15.00      35.00       0.00      28.00      77.00       0.00
    8      42.00      42.00       0.00     180.00     225.00       0.00
    9      35.00      39.00       0.00     432.00     453.00       0.00
   10      38.00      31.00       0.00     214.00     239.00       0.00
   11       8.00      15.00       0.00       0.00      23.00       0.00
   12      37.00       7.00       0.00     452.00     496.00       0.00
   13      12.00      50.00       0.00      86.00     121.00       0.00
   14      37.00      48.00       0.00     329.00     387.00       0.00
   15       0.00      35.00       0.00      91.00     130.00       0.00
   16      34.00      33.00       0.00     137.00     201.00       0.00
   17      45.00      37.00       0.00     194.00     224.00       0.00
   18      31.00      26.00       0.00     213.00     262.00       0.00
   19      15.00      15.00       0.00     273.00     330.00       0.00
   20      20.00      16.00       0.00     118.00     165.00       0.00
   21      13.00      30.00       0.00      18.00      47.00       0.00
   22      50.00      23.00       0.00     388.00     428.00       0.00
   23       7.00      46.00       0.00      69.00     101.00       0.00
   24       4.00       9.00       0.00       0.00      43.00       0.00
   25      44.00       2.00       0.00     261.00     289.00       0.00
   26      14.00      28.00       0.00      37.00      76.00       0.00
   27      38.00      12.00       0.00     238.00     266.00       0.00
   28      36.00      36.00       0.00     176.00     217.00       0.00
   29       6.00      23.00       0.00       0.00      52.00       0.00
   30      48.00      43.00       0.00     338.00     410.00       0.00
   31      49.00      31.00       0.00     181.00     236.00       0.00
   32      18.00      40.00       0.00      39.00      68.00       0.00
   33       6.00      42.00       0.00      82.00     159.00       0.00
   34      37.00      31.00       0.00     150.00     207.00       0.00
   35      24.00      21.00       0.00     139.00     164.00       0.00
   36      13.00      41.00       0.00      43.00     114.00       0.00
   37      22.00      28.00       0.00     140.00     163.00       0.00
   38      34.00      40.00       0.00     181.00     217.00       0.00
   39      46.00      23.00       0.00     198.00     245.00       0.00
   40      39.00      11.00       0.00     383.00     431.00       0.00
   41       0.00       0.00       0.00       0.00     520.00       0.00
