!! n40w20.005    20.70 528


 CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME

      0       4.00      30.00       0.00       0.00     539.00       0.00
      1      33.00      49.00       0.00     340.00     347.00       0.00
      2      48.00      20.00       0.00      76.00      96.00       0.00
      3      47.00       2.00       0.00     100.00     110.00       0.00
      4       8.00       4.00       0.00     144.00     170.00       0.00
      5       1.00      35.00       0.00      14.00      31.00       0.00
      6      10.00       3.00       0.00     147.00     166.00       0.00
      7      30.00      34.00       0.00     327.00     346.00       0.00
      8      10.00      14.00       0.00     168.00     189.00       0.00
      9       8.00      48.00       0.00     240.00     272.00       0.00
     10      48.00      19.00       0.00     456.00     470.00       0.00
     11      43.00       5.00       0.00      95.00     115.00       0.00
     12      26.00      27.00       0.00      43.00      48.00       0.00
     13      48.00      15.00       0.00      86.00     103.00       0.00
     14      35.00       5.00       0.00     112.00     115.00       0.00
     15      45.00      29.00       0.00     360.00     391.00       0.00
     16       5.00       5.00       0.00     139.00     174.00       0.00
     17      21.00      15.00       0.00     113.00     142.00       0.00
     18      18.00       4.00       0.00     129.00     142.00       0.00
     19       2.00       2.00       0.00     147.00     166.00       0.00
     20       4.00      16.00       0.00     212.00     226.00       0.00
     21      16.00      27.00       0.00      19.00      31.00       0.00
     22       1.00      38.00       0.00     223.00     256.00       0.00
     23       4.00      49.00       0.00     285.00     315.00       0.00
     24      22.00      34.00       0.00      40.00      58.00       0.00
     25       9.00      24.00       0.00     267.00     279.00       0.00
     26      34.00      33.00       0.00      41.00      75.00       0.00
     27      45.00      18.00       0.00      62.00      93.00       0.00
     28       9.00      33.00       0.00       0.00      15.00       0.00
     29      31.00      10.00       0.00     114.00     136.00       0.00
     30      39.00      38.00       0.00     371.00     395.00       0.00
     31      32.00       9.00       0.00     394.00     427.00       0.00
     32      42.00      28.00       0.00      57.00      79.00       0.00
     33       6.00       6.00       0.00     179.00     204.00       0.00
     34      38.00      33.00       0.00      60.00      72.00       0.00
     35      47.00       4.00       0.00     461.00     489.00       0.00
     36      18.00       7.00       0.00     201.00     220.00       0.00
     37       5.00      15.00       0.00     169.00     179.00       0.00
     38       8.00      34.00       0.00      10.00      31.00       0.00
     39      44.00      39.00       0.00     349.00     379.00       0.00
     40      17.00       5.00       0.00     412.00     438.00       0.00
     41       0.00       0.00       0.00       0.00     539.00       0.00
