!! n100w100.004    77.76 873


CUST_NO.   XCOORD.   YCOORD.    DEMAND   READY_TIME   DUE_DATE   SERVICE_TIME


    0      26.00      40.00        .00        .00     961.00        .00
    1      46.00      50.00        .00     565.00     662.00        .00
    2       5.00      14.00        .00     134.00     217.00        .00
    3      27.00      32.00        .00       4.00     107.00        .00
    4      14.00      25.00        .00     182.00     279.00        .00
    5      47.00       6.00        .00     588.00     704.00        .00
    6      16.00       7.00        .00     362.00     491.00        .00
    7       3.00      40.00        .00      67.00     174.00        .00
    8      28.00      17.00        .00     595.00     715.00        .00
    9      18.00      15.00        .00     475.00     554.00        .00
   10      38.00      21.00        .00     296.00     456.00        .00
   11      23.00      44.00        .00        .00      37.00        .00
   12      36.00      47.00        .00        .00      84.00        .00
   13      24.00      31.00        .00      41.00     123.00        .00
   14       9.00       4.00        .00     367.00     488.00        .00
   15      24.00      46.00        .00        .00      33.00        .00
   16      48.00      49.00        .00     692.00     788.00        .00
   17      42.00      19.00        .00     245.00     359.00        .00
   18      15.00      17.00        .00     196.00     306.00        .00
   19       7.00      45.00        .00      61.00     136.00        .00
   20      14.00       7.00        .00     349.00     448.00        .00
   21      31.00      34.00        .00     228.00     319.00        .00
   22      28.00      47.00        .00        .00     130.00        .00
   23      23.00       6.00        .00     443.00     477.00        .00
   24       4.00      20.00        .00     152.00     201.00        .00
   25       3.00      26.00        .00     127.00     200.00        .00
   26      43.00      31.00        .00     508.00     590.00        .00
   27      24.00      50.00        .00        .00     101.00        .00
   28      45.00      38.00        .00     494.00     657.00        .00
   29      30.00      11.00        .00     323.00     405.00        .00
   30       4.00      47.00        .00      87.00     155.00        .00
   31      34.00       1.00        .00     323.00     391.00        .00
   32      45.00      16.00        .00     257.00     372.00        .00
   33       2.00      11.00        .00     148.00     276.00        .00
   34      25.00      34.00        .00       3.00     140.00        .00
   35      34.00      18.00        .00     305.00     418.00        .00
   36       9.00      33.00        .00     184.00     344.00        .00
   37      22.00      10.00        .00     344.00     486.00        .00
   38       8.00      18.00        .00     149.00     257.00        .00
   39      27.00      36.00        .00      22.00      78.00        .00
   40       1.00      40.00        .00      83.00     199.00        .00
   41       1.00      34.00        .00      64.00     189.00        .00
   42       1.00      12.00        .00     162.00     268.00        .00
   43       6.00      22.00        .00     155.00     251.00        .00
   44       6.00      13.00        .00     172.00     231.00        .00
   45      42.00      43.00        .00     565.00     611.00        .00
   46      48.00      43.00        .00     556.00     614.00        .00
   47       6.00      12.00        .00     140.00     206.00        .00
   48      21.00      37.00        .00      26.00      85.00        .00
   49      19.00       2.00        .00     413.00     506.00        .00
   50      42.00      30.00        .00     557.00     645.00        .00
   51      11.00       9.00        .00     355.00     448.00        .00
   52       5.00      48.00        .00      55.00     164.00        .00
   53       2.00       7.00        .00     348.00     503.00        .00
   54       9.00      49.00        .00      79.00     138.00        .00
   55      48.00      47.00        .00     503.00     664.00        .00
   56      17.00       6.00        .00     383.00     457.00        .00
   57      21.00      43.00        .00        .00      62.00        .00
   58      47.00       3.00        .00     255.00     413.00        .00
   59      20.00      31.00        .00     218.00     308.00        .00
   60      40.00      24.00        .00     239.00     371.00        .00
   61      32.00       1.00        .00     408.00     489.00        .00
   62        .00      20.00        .00     159.00     237.00        .00
   63      49.00      40.00        .00     560.00     658.00        .00
   64      13.00      25.00        .00     223.00     343.00        .00
   65      15.00      21.00        .00     173.00     267.00        .00
   66      33.00      13.00        .00     362.00     418.00        .00
   67      42.00       3.00        .00     260.00     437.00        .00
   68      45.00      12.00        .00     237.00     340.00        .00
   69      27.00      49.00        .00        .00      89.00        .00
   70      45.00      16.00        .00     272.00     351.00        .00
   71      18.00      42.00        .00      32.00      94.00        .00
   72      32.00      14.00        .00     353.00     431.00        .00
   73      43.00      10.00        .00     308.00     356.00        .00
   74      30.00      30.00        .00     214.00     386.00        .00
   75      19.00      29.00        .00     223.00     308.00        .00
   76       8.00      39.00        .00      66.00     163.00        .00
   77      41.00      13.00        .00     346.00     448.00        .00
   78      29.00      46.00        .00       2.00      47.00        .00
   79      19.00      24.00        .00     182.00     319.00        .00
   80      47.00       9.00        .00     254.00     351.00        .00
   81      30.00       6.00        .00     340.00     435.00        .00
   82      26.00      31.00        .00     210.00     341.00        .00
   83      24.00      16.00        .00     326.00     417.00        .00
   84       6.00       3.00        .00     638.00     779.00        .00
   85      27.00      16.00        .00     381.00     459.00        .00
   86      40.00      34.00        .00     527.00     609.00        .00
   87      18.00      47.00        .00     518.00     595.00        .00
   88      16.00      27.00        .00     216.00     266.00        .00
   89      21.00      49.00        .00        .00      60.00        .00
   90       8.00      15.00        .00     187.00     272.00        .00
   91       1.00      46.00        .00      81.00     151.00        .00
   92       6.00      46.00        .00      86.00     166.00        .00
   93      35.00      10.00        .00     780.00     930.00        .00
   94      14.00      36.00        .00      53.00     168.00        .00
   95      22.00      32.00        .00        .00     101.00        .00
   96      34.00      37.00        .00     202.00     318.00        .00
   97      31.00      44.00        .00        .00      82.00        .00
   98       9.00      26.00        .00     425.00     521.00        .00
   99       8.00      42.00        .00      28.00     192.00        .00
  100       2.00      17.00        .00     786.00     856.00        .00
  101        .00        .00        .00        .00     961.00        .00

